"","SurveyCodeICES","longitude","latitude","time","Year","Haul_Code","Vessel_Code","Species_Code","Common_Name","Length_Split","Total_Number_Fish_Per_Hour","Junvenile_Number_Fish_Per_Hour","Adult_Number_Fish_Per_Hour"
"10681","IGFS                    ",-9.23,50.755,"2011-01-01T00:00:00Z",2011,"88","EXP","HER","Herring",17.5,0,0,0
"10682","IGFS                    ",-9.3,50.894,"2011-01-01T00:00:00Z",2011,"89","EXP","HER","Herring",17.5,0,0,0
"10683","IGFS                    ",-9.405,50.335,"2011-01-01T00:00:00Z",2011,"90","EXP","HER","Herring",17.5,0,0,0
"10684","IGFS                    ",-9.451,50.609,"2011-01-01T00:00:00Z",2011,"91","EXP","HER","Herring",17.5,0,0,0
"10685","IGFS                    ",-9.644,50.521,"2011-01-01T00:00:00Z",2011,"92","EXP","HER","Herring",17.5,0,0,0
"10686","IGFS                    ",-9.689,50.365,"2011-01-01T00:00:00Z",2011,"93","EXP","HER","Herring",17.5,0,0,0
"10687","IGFS                    ",-9.712,50.137,"2011-01-01T00:00:00Z",2011,"94","EXP","HER","Herring",17.5,0,0,0
"10688","IGFS                    ",-10.036,50.504,"2011-01-01T00:00:00Z",2011,"95","EXP","HER","Herring",17.5,0,0,0
"10689","IGFS                    ",-10.368,50.544,"2011-01-01T00:00:00Z",2011,"96","EXP","HER","Herring",17.5,0,0,0
"10690","IGFS                    ",-10.548,50.345,"2011-01-01T00:00:00Z",2011,"97","EXP","HER","Herring",17.5,0,0,0
"10691","IGFS                    ",-10.86,50.381,"2011-01-01T00:00:00Z",2011,"98","EXP","HER","Herring",17.5,0,0,0
"10692","IGFS                    ",-11.081,50.298,"2011-01-01T00:00:00Z",2011,"99","EXP","HER","Herring",17.5,0,0,0
"10693","IGFS                    ",-11.018,50.711,"2011-01-01T00:00:00Z",2011,"100","EXP","HER","Herring",17.5,0,0,0
"10694","IGFS                    ",-11.174,50.941,"2011-01-01T00:00:00Z",2011,"101","EXP","HER","Herring",17.5,0,0,0
"10695","IGFS                    ",-11.396,51.098,"2011-01-01T00:00:00Z",2011,"102","EXP","HER","Herring",17.5,0,0,0
"10696","IGFS                    ",-11.463,51.25,"2011-01-01T00:00:00Z",2011,"103","EXP","HER","Herring",17.5,0,0,0
"10697","IGFS                    ",-11.389,51.43,"2011-01-01T00:00:00Z",2011,"104","EXP","HER","Herring",17.5,0,0,0
"10698","IGFS                    ",-10.537,50.718,"2011-01-01T00:00:00Z",2011,"105","EXP","HER","Herring",17.5,0,0,0
"10699","IGFS                    ",-10.466,50.863,"2011-01-01T00:00:00Z",2011,"106","EXP","HER","Herring",17.5,0,0,0
"10700","IGFS                    ",-10.232,51.006,"2011-01-01T00:00:00Z",2011,"107","EXP","HER","Herring",17.5,0,0,0
"10701","IGFS                    ",-9.941,50.746,"2011-01-01T00:00:00Z",2011,"108","EXP","HER","Herring",17.5,0,0,0
"10702","IGFS                    ",-9.646,50.91,"2011-01-01T00:00:00Z",2011,"109","EXP","HER","Herring",17.5,0,0,0
"10703","IGFS                    ",-9.733,51.078,"2011-01-01T00:00:00Z",2011,"110","EXP","HER","Herring",17.5,0,0,0
"10704","IGFS                    ",-9.974,51.142,"2011-01-01T00:00:00Z",2011,"111","EXP","HER","Herring",17.5,0,0,0
"10705","IGFS                    ",-9.828,51.329,"2011-01-01T00:00:00Z",2011,"112","EXP","HER","Herring",17.5,0,0,0
"10706","IGFS                    ",-7.779,50.89,"2011-01-01T00:00:00Z",2011,"113","EXP","HER","Herring",17.5,0,0,0
"10707","IGFS                    ",-7.569,51.033,"2011-01-01T00:00:00Z",2011,"114","EXP","HER","Herring",17.5,0,0,0
"10708","IGFS                    ",-7.671,51.244,"2011-01-01T00:00:00Z",2011,"115","EXP","HER","Herring",17.5,2,0,2
"10709","IGFS                    ",-7.42,51.326,"2011-01-01T00:00:00Z",2011,"116","EXP","HER","Herring",17.5,0,0,0
"10710","IGFS                    ",-7.239,51.5,"2011-01-01T00:00:00Z",2011,"117","EXP","HER","Herring",17.5,12,0,12
"10711","IGFS                    ",-8.121,51.021,"2011-01-01T00:00:00Z",2011,"118","EXP","HER","Herring",17.5,0,0,0
"10712","IGFS                    ",-8.265,51.092,"2011-01-01T00:00:00Z",2011,"119","EXP","HER","Herring",17.5,0,0,0
"10713","IGFS                    ",-8.106,51.219,"2011-01-01T00:00:00Z",2011,"120","EXP","HER","Herring",17.5,0,0,0
"10714","IGFS                    ",-7.856,51.362,"2011-01-01T00:00:00Z",2011,"121","EXP","HER","Herring",17.5,0,0,0
"10715","IGFS                    ",-8.139,51.484,"2011-01-01T00:00:00Z",2011,"122","EXP","HER","Herring",17.5,0,0,0
"10716","IGFS                    ",-8.858,51.1,"2011-01-01T00:00:00Z",2011,"123","EXP","HER","Herring",17.5,0,0,0
"10717","IGFS                    ",-8.573,51.186,"2011-01-01T00:00:00Z",2011,"124","EXP","HER","Herring",17.5,0,0,0
"10718","IGFS                    ",-8.696,51.261,"2011-01-01T00:00:00Z",2011,"125","EXP","HER","Herring",17.5,0,0,0
"10719","IGFS                    ",-8.559,51.443,"2011-01-01T00:00:00Z",2011,"126","EXP","HER","Herring",17.5,0,0,0
"10720","IGFS                    ",-8.351,51.439,"2011-01-01T00:00:00Z",2011,"127","EXP","HER","Herring",17.5,0,0,0
"10721","IGFS                    ",-8.87,51.517,"2011-01-01T00:00:00Z",2011,"128","EXP","HER","Herring",17.5,0,0,0
"10722","IGFS                    ",-8.796,51.386,"2011-01-01T00:00:00Z",2011,"129","EXP","HER","Herring",17.5,0,0,0
"10723","IGFS                    ",-9.222,51.29,"2011-01-01T00:00:00Z",2011,"130","EXP","HER","Herring",17.5,0,0,0
"10724","IGFS                    ",-9.353,51.426,"2011-01-01T00:00:00Z",2011,"131","EXP","HER","Herring",17.5,0,0,0
"10725","IGFS                    ",-9.646,51.456,"2011-01-01T00:00:00Z",2011,"132","EXP","HER","Herring",17.5,2,0,2
"10726","IGFS                    ",-10.724,51.257,"2011-01-01T00:00:00Z",2011,"133","EXP","HER","Herring",17.5,0,0,0
"10727","IGFS                    ",-10.525,51.117,"2011-01-01T00:00:00Z",2011,"134","EXP","HER","Herring",17.5,0,0,0
"10728","IGFS                    ",-10.346,51.31,"2011-01-01T00:00:00Z",2011,"135","EXP","HER","Herring",17.5,0,0,0
"10729","IGFS                    ",-10.562,51.422,"2011-01-01T00:00:00Z",2011,"136","EXP","HER","Herring",17.5,0,0,0
"10730","IGFS                    ",-9.688,51.63,"2011-01-01T00:00:00Z",2011,"137","EXP","HER","Herring",17.5,1088.3,1038.07,50.23
"10731","IGFS                    ",-10.043,51.509,"2011-01-01T00:00:00Z",2011,"138","EXP","HER","Herring",17.5,86,84,2
"10732","IGFS                    ",-10.206,51.689,"2011-01-01T00:00:00Z",2011,"139","EXP","HER","Herring",17.5,0,0,0
"10733","IGFS                    ",-11.105,51.603,"2011-01-01T00:00:00Z",2011,"140","EXP","HER","Herring",17.5,0,0,0
"10734","IGFS                    ",-10.814,51.639,"2011-01-01T00:00:00Z",2011,"141","EXP","HER","Herring",17.5,0,0,0
"10735","IGFS                    ",-10.763,51.824,"2011-01-01T00:00:00Z",2011,"142","EXP","HER","Herring",17.5,0,0,0
"10736","IGFS                    ",-10.555,51.925,"2011-01-01T00:00:00Z",2011,"143","EXP","HER","Herring",17.5,0,0,0
"10737","IGFS                    ",-10.37,51.999,"2011-01-01T00:00:00Z",2011,"144","EXP","HER","Herring",17.5,54,54,0
"10738","IGFS                    ",-9.766,52.553,"2011-01-01T00:00:00Z",2011,"145","EXP","HER","Herring",17.5,0,0,0
"10739","IGFS                    ",-10.077,52.585,"2011-01-01T00:00:00Z",2011,"149","EXP","HER","Herring",17.5,2,2,0
"10740","IGFS                    ",-10.333,52.53,"2011-01-01T00:00:00Z",2011,"150","EXP","HER","Herring",17.5,0,0,0
"10741","IGFS                    ",-10.558,52.681,"2011-01-01T00:00:00Z",2011,"151","EXP","HER","Herring",17.5,0,0,0
"10742","IGFS                    ",-10.909,52.753,"2011-01-01T00:00:00Z",2011,"152","EXP","HER","Herring",17.5,0,0,0
"10743","IGFS                    ",-11.042,52.858,"2011-01-01T00:00:00Z",2011,"153","EXP","HER","Herring",17.5,0,0,0
"10744","IGFS                    ",-11.237,53.003,"2011-01-01T00:00:00Z",2011,"154","EXP","HER","Herring",17.5,0,0,0
"10745","IGFS                    ",-10.933,53.076,"2011-01-01T00:00:00Z",2011,"155","EXP","HER","Herring",17.5,6,0,6
"10746","IGFS                    ",-11.268,53.202,"2011-01-01T00:00:00Z",2011,"156","EXP","HER","Herring",17.5,0,0,0
"10747","IGFS                    ",-10.986,53.261,"2011-01-01T00:00:00Z",2011,"157","EXP","HER","Herring",17.5,2.07,0,2.07
"10748","IGFS                    ",-10.885,53.396,"2011-01-01T00:00:00Z",2011,"158","EXP","HER","Herring",17.5,0,0,0
"10749","IGFS                    ",-8.204,50.641,"2011-01-01T00:00:00Z",2011,"83","EXP","HKE","European Hake",20,244,206,38
"10750","IGFS                    ",-8.462,50.729,"2011-01-01T00:00:00Z",2011,"84","EXP","HKE","European Hake",20,610,548,62
"10751","IGFS                    ",-8.597,50.586,"2011-01-01T00:00:00Z",2011,"85","EXP","HKE","European Hake",20,94,78,16
"10752","IGFS                    ",-8.88,50.604,"2011-01-01T00:00:00Z",2011,"86","EXP","HKE","European Hake",20,144,128,16
"10753","IGFS                    ",-9.086,50.521,"2011-01-01T00:00:00Z",2011,"87","EXP","HKE","European Hake",20,120,87.1,32.9
"10754","IGFS                    ",-9.23,50.755,"2011-01-01T00:00:00Z",2011,"88","EXP","HKE","European Hake",20,130,118,12
"10755","IGFS                    ",-9.3,50.894,"2011-01-01T00:00:00Z",2011,"89","EXP","HKE","European Hake",20,491.12,457.12,34
"10756","IGFS                    ",-9.405,50.335,"2011-01-01T00:00:00Z",2011,"90","EXP","HKE","European Hake",20,69.67,50.32,19.35
"10757","IGFS                    ",-9.451,50.609,"2011-01-01T00:00:00Z",2011,"91","EXP","HKE","European Hake",20,36,24,12
"10758","IGFS                    ",-9.644,50.521,"2011-01-01T00:00:00Z",2011,"92","EXP","HKE","European Hake",20,26,6,20
"10759","IGFS                    ",-9.689,50.365,"2011-01-01T00:00:00Z",2011,"93","EXP","HKE","European Hake",20,150,140,10
"10760","IGFS                    ",-9.712,50.137,"2011-01-01T00:00:00Z",2011,"94","EXP","HKE","European Hake",20,48,30,18
"10761","IGFS                    ",-10.036,50.504,"2011-01-01T00:00:00Z",2011,"95","EXP","HKE","European Hake",20,64,38,26
"10762","IGFS                    ",-10.368,50.544,"2011-01-01T00:00:00Z",2011,"96","EXP","HKE","European Hake",20,68,38,30
"10763","IGFS                    ",-10.548,50.345,"2011-01-01T00:00:00Z",2011,"97","EXP","HKE","European Hake",20,37.24,0,37.24
"10764","IGFS                    ",-10.86,50.381,"2011-01-01T00:00:00Z",2011,"98","EXP","HKE","European Hake",20,28,0,28
"10765","IGFS                    ",-11.081,50.298,"2011-01-01T00:00:00Z",2011,"99","EXP","HKE","European Hake",20,136,0,136
"10766","IGFS                    ",-11.018,50.711,"2011-01-01T00:00:00Z",2011,"100","EXP","HKE","European Hake",20,38,6,32
"10767","IGFS                    ",-11.174,50.941,"2011-01-01T00:00:00Z",2011,"101","EXP","HKE","European Hake",20,38,10,28
"10768","IGFS                    ",-11.396,51.098,"2011-01-01T00:00:00Z",2011,"102","EXP","HKE","European Hake",20,460,0,460
"10769","IGFS                    ",-11.463,51.25,"2011-01-01T00:00:00Z",2011,"103","EXP","HKE","European Hake",20,514,0,514
"10770","IGFS                    ",-11.389,51.43,"2011-01-01T00:00:00Z",2011,"104","EXP","HKE","European Hake",20,482,432,50
"10771","IGFS                    ",-10.537,50.718,"2011-01-01T00:00:00Z",2011,"105","EXP","HKE","European Hake",20,108,48,60
"10772","IGFS                    ",-10.466,50.863,"2011-01-01T00:00:00Z",2011,"106","EXP","HKE","European Hake",20,168,126,42
"10773","IGFS                    ",-10.232,51.006,"2011-01-01T00:00:00Z",2011,"107","EXP","HKE","European Hake",20,429.19,374.02,55.17
"10774","IGFS                    ",-9.941,50.746,"2011-01-01T00:00:00Z",2011,"108","EXP","HKE","European Hake",20,88,64,24
"10775","IGFS                    ",-9.646,50.91,"2011-01-01T00:00:00Z",2011,"109","EXP","HKE","European Hake",20,48,28,20
"10776","IGFS                    ",-9.733,51.078,"2011-01-01T00:00:00Z",2011,"110","EXP","HKE","European Hake",20,1312.73,1234.73,78
"10777","IGFS                    ",-9.974,51.142,"2011-01-01T00:00:00Z",2011,"111","EXP","HKE","European Hake",20,61.93,19.35,42.58
"10778","IGFS                    ",-9.828,51.329,"2011-01-01T00:00:00Z",2011,"112","EXP","HKE","European Hake",20,76,62,14
"10779","IGFS                    ",-7.779,50.89,"2011-01-01T00:00:00Z",2011,"113","EXP","HKE","European Hake",20,92,76,16
"10780","IGFS                    ",-7.569,51.033,"2011-01-01T00:00:00Z",2011,"114","EXP","HKE","European Hake",20,48,4,44
"10781","IGFS                    ",-7.671,51.244,"2011-01-01T00:00:00Z",2011,"115","EXP","HKE","European Hake",20,82,28,54
"10782","IGFS                    ",-7.42,51.326,"2011-01-01T00:00:00Z",2011,"116","EXP","HKE","European Hake",20,169.65,12.41,157.24
"10783","IGFS                    ",-7.239,51.5,"2011-01-01T00:00:00Z",2011,"117","EXP","HKE","European Hake",20,4,0,4
"10784","IGFS                    ",-8.121,51.021,"2011-01-01T00:00:00Z",2011,"118","EXP","HKE","European Hake",20,60,11.61,48.39
"10785","IGFS                    ",-8.265,51.092,"2011-01-01T00:00:00Z",2011,"119","EXP","HKE","European Hake",20,184,154,30
"10786","IGFS                    ",-8.106,51.219,"2011-01-01T00:00:00Z",2011,"120","EXP","HKE","European Hake",20,106.45,63.87,42.58
"10787","IGFS                    ",-7.856,51.362,"2011-01-01T00:00:00Z",2011,"121","EXP","HKE","European Hake",20,246,194,52
"10788","IGFS                    ",-8.139,51.484,"2011-01-01T00:00:00Z",2011,"122","EXP","HKE","European Hake",20,198,105,93
"10789","IGFS                    ",-8.858,51.1,"2011-01-01T00:00:00Z",2011,"123","EXP","HKE","European Hake",20,415.63,351.76,63.87
"10790","IGFS                    ",-8.573,51.186,"2011-01-01T00:00:00Z",2011,"124","EXP","HKE","European Hake",20,600.84,522.84,78
"10791","IGFS                    ",-8.696,51.261,"2011-01-01T00:00:00Z",2011,"125","EXP","HKE","European Hake",20,420,354,66
"10792","IGFS                    ",-8.559,51.443,"2011-01-01T00:00:00Z",2011,"126","EXP","HKE","European Hake",20,815.57,702.48,113.09
"10793","IGFS                    ",-8.351,51.439,"2011-01-01T00:00:00Z",2011,"127","EXP","HKE","European Hake",20,156,118,38
"10794","IGFS                    ",-8.87,51.517,"2011-01-01T00:00:00Z",2011,"128","EXP","HKE","European Hake",20,498,486,12
"10795","IGFS                    ",-8.796,51.386,"2011-01-01T00:00:00Z",2011,"129","EXP","HKE","European Hake",20,2805.32,2703.3,102.02
"10796","IGFS                    ",-9.222,51.29,"2011-01-01T00:00:00Z",2011,"130","EXP","HKE","European Hake",20,2149.89,2054.21,95.68
"10797","IGFS                    ",-9.353,51.426,"2011-01-01T00:00:00Z",2011,"131","EXP","HKE","European Hake",20,844,680,164
"10798","IGFS                    ",-9.646,51.456,"2011-01-01T00:00:00Z",2011,"132","EXP","HKE","European Hake",20,26,24,2
"10799","IGFS                    ",-10.724,51.257,"2011-01-01T00:00:00Z",2011,"133","EXP","HKE","European Hake",20,160,138,22
"10800","IGFS                    ",-10.525,51.117,"2011-01-01T00:00:00Z",2011,"134","EXP","HKE","European Hake",20,104,72,32
"10801","IGFS                    ",-10.346,51.31,"2011-01-01T00:00:00Z",2011,"135","EXP","HKE","European Hake",20,392,270,122
"10802","IGFS                    ",-10.562,51.422,"2011-01-01T00:00:00Z",2011,"136","EXP","HKE","European Hake",20,488,378,110
"10803","IGFS                    ",-9.688,51.63,"2011-01-01T00:00:00Z",2011,"137","EXP","HKE","European Hake",20,268,244,24
"10804","IGFS                    ",-10.043,51.509,"2011-01-01T00:00:00Z",2011,"138","EXP","HKE","European Hake",20,64,40,24
"10805","IGFS                    ",-10.206,51.689,"2011-01-01T00:00:00Z",2011,"139","EXP","HKE","European Hake",20,132,104,28
"10806","IGFS                    ",-11.105,51.603,"2011-01-01T00:00:00Z",2011,"140","EXP","HKE","European Hake",20,1299.14,1255.14,44
"10807","IGFS                    ",-10.814,51.639,"2011-01-01T00:00:00Z",2011,"141","EXP","HKE","European Hake",20,508.63,166.56,342.07
"10808","IGFS                    ",-10.763,51.824,"2011-01-01T00:00:00Z",2011,"142","EXP","HKE","European Hake",20,1072.44,670.81,401.63
"10809","IGFS                    ",-10.555,51.925,"2011-01-01T00:00:00Z",2011,"143","EXP","HKE","European Hake",20,526.34,329.85,196.49
"10810","IGFS                    ",-10.37,51.999,"2011-01-01T00:00:00Z",2011,"144","EXP","HKE","European Hake",20,238,234,4
"10811","IGFS                    ",-9.766,52.553,"2011-01-01T00:00:00Z",2011,"145","EXP","HKE","European Hake",20,0,0,0
"10812","IGFS                    ",-10.077,52.585,"2011-01-01T00:00:00Z",2011,"149","EXP","HKE","European Hake",20,98,94,4
"10813","IGFS                    ",-10.333,52.53,"2011-01-01T00:00:00Z",2011,"150","EXP","HKE","European Hake",20,148,94,54
"10814","IGFS                    ",-10.558,52.681,"2011-01-01T00:00:00Z",2011,"151","EXP","HKE","European Hake",20,138,124,14
"10815","IGFS                    ",-10.909,52.753,"2011-01-01T00:00:00Z",2011,"152","EXP","HKE","European Hake",20,448.54,279.29,169.25
"10816","IGFS                    ",-11.042,52.858,"2011-01-01T00:00:00Z",2011,"153","EXP","HKE","European Hake",20,158,94,64
"10817","IGFS                    ",-11.237,53.003,"2011-01-01T00:00:00Z",2011,"154","EXP","HKE","European Hake",20,220,202,18
"10818","IGFS                    ",-10.933,53.076,"2011-01-01T00:00:00Z",2011,"155","EXP","HKE","European Hake",20,38,18,20
"10819","IGFS                    ",-11.268,53.202,"2011-01-01T00:00:00Z",2011,"156","EXP","HKE","European Hake",20,209.04,87.1,121.94
"10820","IGFS                    ",-10.986,53.261,"2011-01-01T00:00:00Z",2011,"157","EXP","HKE","European Hake",20,391.03,256.55,134.48
"10821","IGFS                    ",-10.885,53.396,"2011-01-01T00:00:00Z",2011,"158","EXP","HKE","European Hake",20,62,50,12
"10822","IGFS                    ",-10.244,53.296,"2011-01-01T00:00:00Z",2011,"159","EXP","HKE","European Hake",20,378,234,144
"10823","IGFS                    ",-10.182,53.056,"2011-01-01T00:00:00Z",2011,"160","EXP","HKE","European Hake",20,56,34,22
"10824","IGFS                    ",-9.888,53.1,"2011-01-01T00:00:00Z",2011,"161","EXP","HKE","European Hake",20,4,2,2
"10825","IGFS                    ",-9.397,53.192,"2011-01-01T00:00:00Z",2011,"163","EXP","HKE","European Hake",20,0,0,0
"10826","IGFS                    ",-9.328,53.139,"2011-01-01T00:00:00Z",2011,"167","EXP","HKE","European Hake",20,0,0,0
"10827","IGFS                    ",-9.667,53.032,"2011-01-01T00:00:00Z",2011,"170","EXP","HKE","European Hake",20,20,12,8
"10828","IGFS                    ",-9.878,52.908,"2011-01-01T00:00:00Z",2011,"171","EXP","HKE","European Hake",20,122,74,48
"10829","IGFS                    ",-9.626,52.77,"2011-01-01T00:00:00Z",2011,"172","EXP","HKE","European Hake",20,0,0,0
"10830","IGFS                    ",-9.717,52.925,"2011-01-01T00:00:00Z",2011,"173","EXP","HKE","European Hake",20,28,18,10
"10831","IGFS                    ",-9.512,52.952,"2011-01-01T00:00:00Z",2011,"174","EXP","HKE","European Hake",20,0,0,0
"10832","IGFS                    ",-10.327,54.522,"2011-01-01T00:00:00Z",2011,"1","EXP","HOM","Horse Mackerel (Scad)",15,24,0,24
"10833","IGFS                    ",-9.712,50.137,"2011-01-01T00:00:00Z",2011,"94","EXP","HOM","Horse Mackerel (Scad)",15,0,0,0
"10834","IGFS                    ",-10.036,50.504,"2011-01-01T00:00:00Z",2011,"95","EXP","HOM","Horse Mackerel (Scad)",15,0,0,0
"10835","IGFS                    ",-10.368,50.544,"2011-01-01T00:00:00Z",2011,"96","EXP","HOM","Horse Mackerel (Scad)",15,2,2,0
"10836","IGFS                    ",-10.548,50.345,"2011-01-01T00:00:00Z",2011,"97","EXP","HOM","Horse Mackerel (Scad)",15,0,0,0
"10837","IGFS                    ",-10.86,50.381,"2011-01-01T00:00:00Z",2011,"98","EXP","HOM","Horse Mackerel (Scad)",15,0,0,0
"10838","IGFS                    ",-11.081,50.298,"2011-01-01T00:00:00Z",2011,"99","EXP","HOM","Horse Mackerel (Scad)",15,2,0,2
"10839","IGFS                    ",-11.018,50.711,"2011-01-01T00:00:00Z",2011,"100","EXP","HOM","Horse Mackerel (Scad)",15,0,0,0
"10840","IGFS                    ",-11.174,50.941,"2011-01-01T00:00:00Z",2011,"101","EXP","HOM","Horse Mackerel (Scad)",15,2,0,2
"10841","IGFS                    ",-11.396,51.098,"2011-01-01T00:00:00Z",2011,"102","EXP","HOM","Horse Mackerel (Scad)",15,2,0,2
"10842","IGFS                    ",-11.463,51.25,"2011-01-01T00:00:00Z",2011,"103","EXP","HOM","Horse Mackerel (Scad)",15,4,0,4
"10843","IGFS                    ",-11.389,51.43,"2011-01-01T00:00:00Z",2011,"104","EXP","HOM","Horse Mackerel (Scad)",15,0,0,0
"10844","IGFS                    ",-10.537,50.718,"2011-01-01T00:00:00Z",2011,"105","EXP","HOM","Horse Mackerel (Scad)",15,2,0,2
"10845","IGFS                    ",-10.466,50.863,"2011-01-01T00:00:00Z",2011,"106","EXP","HOM","Horse Mackerel (Scad)",15,2,0,2
"10846","IGFS                    ",-10.232,51.006,"2011-01-01T00:00:00Z",2011,"107","EXP","HOM","Horse Mackerel (Scad)",15,2,2,0
"10847","IGFS                    ",-9.941,50.746,"2011-01-01T00:00:00Z",2011,"108","EXP","HOM","Horse Mackerel (Scad)",15,0,0,0
"10848","IGFS                    ",-9.646,50.91,"2011-01-01T00:00:00Z",2011,"109","EXP","HOM","Horse Mackerel (Scad)",15,0,0,0
"10849","IGFS                    ",-9.733,51.078,"2011-01-01T00:00:00Z",2011,"110","EXP","HOM","Horse Mackerel (Scad)",15,0,0,0
"10850","IGFS                    ",-9.974,51.142,"2011-01-01T00:00:00Z",2011,"111","EXP","HOM","Horse Mackerel (Scad)",15,0,0,0
"10851","IGFS                    ",-9.828,51.329,"2011-01-01T00:00:00Z",2011,"112","EXP","HOM","Horse Mackerel (Scad)",15,0,0,0
"10852","IGFS                    ",-7.779,50.89,"2011-01-01T00:00:00Z",2011,"113","EXP","HOM","Horse Mackerel (Scad)",15,0,0,0
"10853","IGFS                    ",-7.569,51.033,"2011-01-01T00:00:00Z",2011,"114","EXP","HOM","Horse Mackerel (Scad)",15,0,0,0
"10854","IGFS                    ",-7.671,51.244,"2011-01-01T00:00:00Z",2011,"115","EXP","HOM","Horse Mackerel (Scad)",15,2,0,2
"10855","IGFS                    ",-7.42,51.326,"2011-01-01T00:00:00Z",2011,"116","EXP","HOM","Horse Mackerel (Scad)",15,2.07,0,2.07
"10856","IGFS                    ",-7.239,51.5,"2011-01-01T00:00:00Z",2011,"117","EXP","HOM","Horse Mackerel (Scad)",15,0,0,0
"10857","IGFS                    ",-8.121,51.021,"2011-01-01T00:00:00Z",2011,"118","EXP","HOM","Horse Mackerel (Scad)",15,1.94,0,1.94
"10858","IGFS                    ",-8.265,51.092,"2011-01-01T00:00:00Z",2011,"119","EXP","HOM","Horse Mackerel (Scad)",15,0,0,0
"10859","IGFS                    ",-8.106,51.219,"2011-01-01T00:00:00Z",2011,"120","EXP","HOM","Horse Mackerel (Scad)",15,0,0,0
"10860","IGFS                    ",-7.856,51.362,"2011-01-01T00:00:00Z",2011,"121","EXP","HOM","Horse Mackerel (Scad)",15,8,8,0
"10861","IGFS                    ",-8.139,51.484,"2011-01-01T00:00:00Z",2011,"122","EXP","HOM","Horse Mackerel (Scad)",15,3,3,0
"10862","IGFS                    ",-8.858,51.1,"2011-01-01T00:00:00Z",2011,"123","EXP","HOM","Horse Mackerel (Scad)",15,1.94,1.94,0
"10863","IGFS                    ",-8.573,51.186,"2011-01-01T00:00:00Z",2011,"124","EXP","HOM","Horse Mackerel (Scad)",15,2,2,0
"10864","IGFS                    ",-8.696,51.261,"2011-01-01T00:00:00Z",2011,"125","EXP","HOM","Horse Mackerel (Scad)",15,4,0,4
"10865","IGFS                    ",-8.559,51.443,"2011-01-01T00:00:00Z",2011,"126","EXP","HOM","Horse Mackerel (Scad)",15,0,0,0
"10866","IGFS                    ",-8.351,51.439,"2011-01-01T00:00:00Z",2011,"127","EXP","HOM","Horse Mackerel (Scad)",15,0,0,0
"10867","IGFS                    ",-8.87,51.517,"2011-01-01T00:00:00Z",2011,"128","EXP","HOM","Horse Mackerel (Scad)",15,0,0,0
"10868","IGFS                    ",-8.796,51.386,"2011-01-01T00:00:00Z",2011,"129","EXP","HOM","Horse Mackerel (Scad)",15,2,2,0
"10869","IGFS                    ",-9.222,51.29,"2011-01-01T00:00:00Z",2011,"130","EXP","HOM","Horse Mackerel (Scad)",15,2,0,2
"10870","IGFS                    ",-9.353,51.426,"2011-01-01T00:00:00Z",2011,"131","EXP","HOM","Horse Mackerel (Scad)",15,0,0,0
"10871","IGFS                    ",-9.646,51.456,"2011-01-01T00:00:00Z",2011,"132","EXP","HOM","Horse Mackerel (Scad)",15,4,2,2
"10872","IGFS                    ",-10.724,51.257,"2011-01-01T00:00:00Z",2011,"133","EXP","HOM","Horse Mackerel (Scad)",15,0,0,0
"10873","IGFS                    ",-10.525,51.117,"2011-01-01T00:00:00Z",2011,"134","EXP","HOM","Horse Mackerel (Scad)",15,0,0,0
"10874","IGFS                    ",-10.346,51.31,"2011-01-01T00:00:00Z",2011,"135","EXP","HOM","Horse Mackerel (Scad)",15,2,0,2
"10875","IGFS                    ",-10.562,51.422,"2011-01-01T00:00:00Z",2011,"136","EXP","HOM","Horse Mackerel (Scad)",15,6,4,2
"10876","IGFS                    ",-9.688,51.63,"2011-01-01T00:00:00Z",2011,"137","EXP","HOM","Horse Mackerel (Scad)",15,4,2,2
"10877","IGFS                    ",-10.043,51.509,"2011-01-01T00:00:00Z",2011,"138","EXP","HOM","Horse Mackerel (Scad)",15,2,0,2
"10878","IGFS                    ",-10.206,51.689,"2011-01-01T00:00:00Z",2011,"139","EXP","HOM","Horse Mackerel (Scad)",15,38,38,0
"10879","IGFS                    ",-11.105,51.603,"2011-01-01T00:00:00Z",2011,"140","EXP","HOM","Horse Mackerel (Scad)",15,4,0,4
"10880","IGFS                    ",-10.814,51.639,"2011-01-01T00:00:00Z",2011,"141","EXP","HOM","Horse Mackerel (Scad)",15,0,0,0
"10881","IGFS                    ",-10.763,51.824,"2011-01-01T00:00:00Z",2011,"142","EXP","HOM","Horse Mackerel (Scad)",15,0,0,0
"10882","IGFS                    ",-10.555,51.925,"2011-01-01T00:00:00Z",2011,"143","EXP","HOM","Horse Mackerel (Scad)",15,2,0,2
"10883","IGFS                    ",-10.37,51.999,"2011-01-01T00:00:00Z",2011,"144","EXP","HOM","Horse Mackerel (Scad)",15,6,6,0
"10884","IGFS                    ",-9.766,52.553,"2011-01-01T00:00:00Z",2011,"145","EXP","HOM","Horse Mackerel (Scad)",15,4,4,0
"10885","IGFS                    ",-10.077,52.585,"2011-01-01T00:00:00Z",2011,"149","EXP","HOM","Horse Mackerel (Scad)",15,16,10,6
"10886","IGFS                    ",-10.333,52.53,"2011-01-01T00:00:00Z",2011,"150","EXP","HOM","Horse Mackerel (Scad)",15,6,4,2
