"","Cruise","Yr","LonDec","LatDec","ICESCODE","TotalCatch"
"15126","IGFS2011",2011,-9.717,52.925,"VIIb",93528.215
"15143","IGFS2011",2011,-9.512,52.952,"VIIb",93528.215
"15157","IGFS2012",2012,-10.599,54.591,"VIa",77965.612
"15173","IGFS2012",2012,-10.446,54.728,"VIa",77965.612
"15186","IGFS2012",2012,-10.092,54.761,"VIa",77965.612
"15202","IGFS2012",2012,-8.352,54.581,"VIa",77965.612
"15214","IGFS2012",2012,-8.711,54.568,"VIa",77965.612
"15229","IGFS2012",2012,-9.275,54.595,"VIa",77965.612
"15248","IGFS2012",2012,-9.586,54.549,"VIa",77965.612
"15269","IGFS2012",2012,-9.637,54.772,"VIa",77965.612
"15288","IGFS2012",2012,-9.7,54.92,"VIa",77965.612
"15306","IGFS2012",2012,-10.054,55.097,"VIa",77965.612
"15321","IGFS2012",2012,-9.559,55.109,"VIa",77965.612
"15353","IGFS2012",2012,-9.345,55.329,"VIa",77965.612
"15370","IGFS2012",2012,-9.165,55.584,"VIa",77965.612
"15383","IGFS2012",2012,-8.991,55.799,"VIa",77965.612
"15400","IGFS2012",2012,-8.817,55.997,"VIa",77965.612
"15415","IGFS2012",2012,-8.806,56.146,"VIa",77965.612
"15431","IGFS2012",2012,-8.338,56.313,"VIa",77965.612
"15449","IGFS2012",2012,-7.58,56.335,"VIa",77965.612
"15469","IGFS2012",2012,-7.603,56.218,"VIa",77965.612
"15484","IGFS2012",2012,-7.311,56.211,"VIa",77965.612
"15500","IGFS2012",2012,-7.068,56.303,"VIa",77965.612
"15521","IGFS2012",2012,-6.774,56.394,"VIa",77965.612
"15555","IGFS2012",2012,-7.053,56.052,"VIa",77965.612
"15572","IGFS2012",2012,-6.671,55.922,"VIa",77965.612
"15585","IGFS2012",2012,-7.117,55.8,"VIa",77965.612
"15596","IGFS2012",2012,-7.215,55.98,"VIa",77965.612
"15612","IGFS2012",2012,-7.602,55.859,"VIa",77965.612
"15628","IGFS2012",2012,-6.49,55.294,"VIa",77965.612
"15643","IGFS2012",2012,-6.889,55.303,"VIa",77965.612
"15655","IGFS2012",2012,-7.032,55.51,"VIa",77965.612
"15667","IGFS2012",2012,-7.318,55.609,"VIa",77965.612
"15679","IGFS2012",2012,-7.522,55.617,"VIa",77965.612
"15693","IGFS2012",2012,-7.582,55.261,"VIa",77965.612
"15705","IGFS2012",2012,-7.912,55.207,"VIa",77965.612
"15715","IGFS2012",2012,-8.181,56.017,"VIa",77965.612
"15732","IGFS2012",2012,-8.332,55.823,"VIa",77965.612
"15750","IGFS2012",2012,-8.61,55.662,"VIa",77965.612
"15762","IGFS2012",2012,-8.601,55.45,"VIa",77965.612
"15778","IGFS2012",2012,-8.716,55.273,"VIa",77965.612
"15794","IGFS2012",2012,-9.011,55.109,"VIa",77965.612
"15808","IGFS2012",2012,-8.763,55.108,"VIa",77965.612
"15821","IGFS2012",2012,-8.776,54.871,"VIa",77965.612
"15835","IGFS2012",2012,-11.183,54.285,"VIIb",77965.612
"15842","IGFS2012",2012,-9.416,53.192,"VIIb",77965.612
"15854","IGFS2012",2012,-9.612,52.796,"VIIb",77965.612
"15868","IGFS2012",2012,-10.071,52.586,"VIIb",77965.612
"15886","IGFS2012",2012,-10.318,52.549,"VIIb",77965.612
"15902","IGFS2012",2012,-11.801,51.993,"VIIj",77965.612
"15906","IGFS2012",2012,-11.521,51.917,"VIIj",77965.612
"15914","IGFS2012",2012,-11.67,51.728,"VIIj",77965.612
"15918","IGFS2012",2012,-11.395,51.631,"VIIj",77965.612
"15926","IGFS2012",2012,-11.113,51.611,"VIIj",77965.612
"15939","IGFS2012",2012,-10.724,51.256,"VIIj",77965.612
"15951","IGFS2012",2012,-10.535,51.133,"VIIj",77965.612
"15962","IGFS2012",2012,-10.349,51.312,"VIIj",77965.612
"15975","IGFS2012",2012,-10.078,51.492,"VIIj",77965.612
"15990","IGFS2012",2012,-9.753,51.607,"VIIj",77965.612
"16001","IGFS2012",2012,-9.793,51.257,"VIIj",77965.612
"16017","IGFS2012",2012,-9.644,51.105,"VIIj",77965.612
"16032","IGFS2012",2012,-9.354,51.117,"VIIj",77965.612
"16044","IGFS2012",2012,-9.236,51.264,"VIIj",77965.612
"16074","IGFS2012",2012,-7.854,51.363,"VIIg",77965.612
"16088","IGFS2012",2012,-7.672,51.243,"VIIg",77965.612
"16101","IGFS2012",2012,-7.463,51.347,"VIIg",77965.612
"16114","IGFS2012",2012,-7.247,51.289,"VIIg",77965.612
"16129","IGFS2012",2012,-6.664,51.366,"VIIg",77965.612
"16147","IGFS2012",2012,-6.595,51.22,"VIIg",77965.612
"16164","IGFS2012",2012,-6.486,51.154,"VIIg",77965.612
"16182","IGFS2012",2012,-6.339,51.215,"VIIg",77965.612
"16199","IGFS2012",2012,-6.132,51.184,"VIIg",77965.612
"16216","IGFS2012",2012,-5.265,51.453,"VIIg",77965.612
"16249","IGFS2012",2012,-5.52,51.271,"VIIg",77965.612
"16267","IGFS2012",2012,-5.812,51.333,"VIIg",77965.612
"16287","IGFS2012",2012,-5.803,51.087,"VIIg",77965.612
"16306","IGFS2012",2012,-7.281,50.646,"VIIg",77965.612
"16322","IGFS2012",2012,-7.606,50.617,"VIIg",77965.612
"16336","IGFS2012",2012,-7.84,50.725,"VIIg",77965.612
"16350","IGFS2012",2012,-8.021,50.536,"VIIg",77965.612
"16375","IGFS2012",2012,-8.238,50.742,"VIIg",77965.612
"16401","IGFS2012",2012,-8.879,50.602,"VIIg",77965.612
"16411","IGFS2012",2012,-9.079,50.521,"VIIj",77965.612
"16423","IGFS2012",2012,-9.446,50.612,"VIIj",77965.612
"16435","IGFS2012",2012,-9.353,50.479,"VIIj",77965.612
"16448","IGFS2012",2012,-8.493,50.884,"VIIg",77965.612
"16458","IGFS2012",2012,-8.275,51.09,"VIIg",77965.612
"16470","IGFS2012",2012,-8.119,51.021,"VIIg",77965.612
"16486","IGFS2012",2012,-7.787,50.884,"VIIg",77965.612
"16502","IGFS2012",2012,-6.138,51.444,"VIIg",77965.612
"16511","IGFS2012",2012,-6.207,51.59,"VIIg",77965.612
"16529","IGFS2012",2012,-6.494,51.572,"VIIg",77965.612
"16547","IGFS2012",2012,-7.04,51.596,"VIIg",77965.612
"16561","IGFS2012",2012,-6.758,52.007,"VIIg",77965.612
"16580","IGFS2012",2012,-6.501,51.831,"VIIg",77965.612
"16596","IGFS2012",2012,-6.261,52.005,"VIIa",77965.612
"16610","IGFS2012",2012,-6.081,51.835,"VIIg",77965.612
"16628","IGFS2012",2012,-8.561,51.442,"VIIg",77965.612
"16643","IGFS2012",2012,-8.327,51.432,"VIIg",77965.612
"16658","IGFS2012",2012,-8.141,51.484,"VIIg",77965.612
"16673","IGFS2012",2012,-8.254,51.613,"VIIg",77965.612
"16692","IGFS2012",2012,-7.482,52.057,"VIIa",77965.612
"16704","IGFS2012",2012,-7.396,51.924,"VIIg",77965.612
"16719","IGFS2012",2012,-7.515,51.585,"VIIg",77965.612
"16732","IGFS2012",2012,-7.087,51.801,"VIIg",77965.612
"16750","IGFS2012",2012,-7.174,51.502,"VIIg",77965.612
"16762","IGFS2012",2012,-7.504,51.49,"VIIg",77965.612
"16772","IGFS2012",2012,-8.059,51.247,"VIIg",77965.612
"16785","IGFS2012",2012,-8.542,51.201,"VIIg",77965.612
"16799","IGFS2012",2012,-8.765,51.1,"VIIg",77965.612
"16809","IGFS2012",2012,-9.209,50.977,"VIIj",77965.612
"16823","IGFS2012",2012,-9.226,50.755,"VIIj",77965.612
"16836","IGFS2012",2012,-9.504,50.837,"VIIj",77965.612
"16851","IGFS2012",2012,-9.765,50.832,"VIIj",77965.612
"16864","IGFS2012",2012,-9.344,51.424,"VIIj",77965.612
"16875","IGFS2012",2012,-9.641,51.458,"VIIj",77965.612
"16890","IGFS2012",2012,-9.931,51.168,"VIIj",77965.612
"16904","IGFS2012",2012,-10.235,51.054,"VIIj",77965.612
"16916","IGFS2012",2012,-10.275,50.78,"VIIj",77965.612
"16924","IGFS2012",2012,-10.086,50.517,"VIIj",77965.612
"16933","IGFS2012",2012,-9.827,50.379,"VIIj",77965.612
"16945","IGFS2012",2012,-9.631,50.133,"VIIj",77965.612
"16956","IGFS2012",2012,-10.195,50.098,"VIIj",77965.612
"16967","IGFS2012",2012,-10.59,50.167,"VIIj",77965.612
"16973","IGFS2012",2012,-11.01,50.014,"VIIj",77965.612
"16980","IGFS2012",2012,-10.893,50.345,"VIIj",77965.612
"16988","IGFS2012",2012,-10.656,50.576,"VIIj",77965.612
"16996","IGFS2012",2012,-10.705,50.716,"VIIj",77965.612
"17007","IGFS2012",2012,-11.118,50.781,"VIIj",77965.612
"17018","IGFS2012",2012,-11.137,51.216,"VIIj",77965.612
"17029","IGFS2012",2012,-10.799,51.46,"VIIj",77965.612
"17038","IGFS2012",2012,-10.806,51.633,"VIIj",77965.612
"17050","IGFS2012",2012,-11.158,52.045,"VIIj",77965.612
"17062","IGFS2012",2012,-11.337,52.163,"VIIj",77965.612
"17071","IGFS2012",2012,-11.625,52.366,"VIIj",77965.612
"17083","IGFS2012",2012,-11.947,52.519,"VIIb",77965.612
"17094","IGFS2012",2012,-12.056,52.706,"VIIc",77965.612
"17103","IGFS2012",2012,-11.95,53.067,"VIIb",77965.612
"17114","IGFS2012",2012,-11.925,53.249,"VIIb",77965.612
"17126","IGFS2012",2012,-12.255,53.297,"VIIc",77965.612
"17136","IGFS2012",2012,-12.128,53.462,"VIIc",77965.612
"17143","IGFS2012",2012,-11.862,53.578,"VIIb",77965.612
"17152","IGFS2012",2012,-11.832,52.834,"VIIb",77965.612
"17166","IGFS2012",2012,-11.519,52.734,"VIIb",77965.612
"17181","IGFS2012",2012,-11.264,52.926,"VIIb",77965.612
"17197","IGFS2012",2012,-10.879,52.777,"VIIb",77965.612
"17211","IGFS2012",2012,-9.483,52.982,"VIIb",77965.612
"17227","IGFS2012",2012,-9.719,52.923,"VIIb",77965.612
"17245","IGFS2012",2012,-9.892,53.102,"VIIb",77965.612
"17261","IGFS2012",2012,-10.199,53.105,"VIIb",77965.612
"17278","IGFS2012",2012,-10.395,52.92,"VIIb",77965.612
"17298","IGFS2012",2012,-10.698,53.177,"VIIb",77965.612
"17315","IGFS2012",2012,-10.985,53.261,"VIIb",77965.612
"17334","IGFS2012",2012,-10.883,53.397,"VIIb",77965.612
"17352","IGFS2012",2012,-10.877,53.715,"VIIb",77965.612
"17367","IGFS2012",2012,-11.195,54.267,"VIIb",77965.612
"17375","IGFS2012",2012,-11.081,54.064,"VIIb",77965.612
"17386","IGFS2012",2012,-10.704,54.132,"VIIb",77965.612
"17399","IGFS2012",2012,-10.369,54.289,"VIIb",77965.612
"17414","IGFS2012",2012,-9.899,54.488,"VIIb",77965.612
"17428","IGFS2012",2012,-9.512,54.483,"VIIb",77965.612
"17444","IGFS2012",2012,-9.271,54.322,"VIIb",77965.612
"17456","IGFS2012",2012,-9.627,54.341,"VIIb",77965.612
"17467","IGFS2012",2012,-9.919,54.305,"VIIb",77965.612
"17477","IGFS2012",2012,-9.373,53.108,"VIIb",77965.612
"17489","IGFS2012",2012,-9.668,53.032,"VIIb",77965.612
"17507","IGFS2012",2012,-9.45,53.195,"VIIb",77965.612
"17520","IGFS2013",2013,-10.451,54.722,"VIa",78193.98
"17534","IGFS2013",2013,-10.068,55.083,"VIa",78193.98
"17566","IGFS2013",2013,-9.339,55.334,"VIa",78193.98
"17583","IGFS2013",2013,-9.547,55.486,"VIa",78193.98
"17595","IGFS2013",2013,-9.165,55.581,"VIa",78193.98
"17613","IGFS2013",2013,-8.99,55.791,"VIa",78193.98
"17625","IGFS2013",2013,-9.223,55.993,"VIa",78193.98
"17655","IGFS2013",2013,-8.817,56.143,"VIa",78193.98
"17673","IGFS2013",2013,-8.211,56,"VIa",78193.98
"17691","IGFS2013",2013,-8.112,56.294,"VIa",78193.98
"17726","IGFS2013",2013,-7.607,56.228,"VIa",78193.98
"17745","IGFS2013",2013,-7.634,56.065,"VIa",78193.98
"17760","IGFS2013",2013,-7.671,55.879,"VIa",78193.98
"17779","IGFS2013",2013,-7.31,56.211,"VIa",78193.98
"17797","IGFS2013",2013,-7.066,56.304,"VIa",78193.98
"17815","IGFS2013",2013,-6.727,56.186,"VIa",78193.98
"17832","IGFS2013",2013,-6.968,56.052,"VIa",78193.98
"17851","IGFS2013",2013,-6.308,55.37,"VIa",78193.98
"17863","IGFS2013",2013,-6.482,55.297,"VIa",78193.98
"17879","IGFS2013",2013,-6.849,55.368,"VIa",78193.98
"17890","IGFS2013",2013,-6.769,55.556,"VIa",78193.98
"17904","IGFS2013",2013,-6.681,55.893,"VIa",78193.98
"17918","IGFS2013",2013,-7.271,55.98,"VIa",78193.98
"17934","IGFS2013",2013,-7.114,55.803,"VIa",78193.98
"17947","IGFS2013",2013,-7.33,55.629,"VIa",78193.98
"17958","IGFS2013",2013,-7.512,55.617,"VIa",78193.98
"17972","IGFS2013",2013,-7.745,55.539,"VIa",78193.98
"17993","IGFS2013",2013,-8.265,55.563,"VIa",78193.98
"18005","IGFS2013",2013,-8.323,55.824,"VIa",78193.98
"18021","IGFS2013",2013,-8.673,55.671,"VIa",78193.98
"18037","IGFS2013",2013,-8.603,55.452,"VIa",78193.98
"18055","IGFS2013",2013,-8.675,55.309,"VIa",78193.98
"18071","IGFS2013",2013,-9.619,55.216,"VIa",78193.98
"18084","IGFS2013",2013,-9.127,55.332,"VIa",78193.98
"18102","IGFS2013",2013,-8.667,54.863,"VIa",78193.98
"18116","IGFS2013",2013,-8.355,54.581,"VIa",78193.98
"18131","IGFS2013",2013,-8.533,54.519,"VIa",78193.98
"18143","IGFS2013",2013,-8.897,54.54,"VIa",78193.98
"18157","IGFS2013",2013,-9.254,54.596,"VIa",78193.98
"18172","IGFS2013",2013,-9.639,54.771,"VIa",78193.98
"18189","IGFS2013",2013,-9.419,54.997,"VIa",78193.98
"18205","IGFS2013",2013,-10.069,54.788,"VIa",78193.98
"18219","IGFS2013",2013,-10.288,54.562,"VIa",78193.98
"18233","IGFS2013",2013,-9.38,53.19,"VIIb",78193.98
"18249","IGFS2013",2013,-9.478,52.985,"VIIb",78193.98
"18263","IGFS2013",2013,-9.616,52.791,"VIIb",78193.98
"18277","IGFS2013",2013,-10.067,52.586,"VIIb",78193.98
"18296","IGFS2013",2013,-10.314,52.554,"VIIb",78193.98
"18315","IGFS2013",2013,-9.699,51.627,"VIIj",78193.98
"18328","IGFS2013",2013,-10.031,51.515,"VIIj",78193.98
"18343","IGFS2013",2013,-10.254,51.374,"VIIj",78193.98
"18357","IGFS2013",2013,-10.539,51.141,"VIIj",78193.98
"18370","IGFS2013",2013,-10.235,51.055,"VIIj",78193.98
"18383","IGFS2013",2013,-7.785,50.884,"VIIg",78193.98
"18397","IGFS2013",2013,-7.838,50.727,"VIIg",78193.98
"18408","IGFS2013",2013,-8.017,50.537,"VIIg",78193.98
"18420","IGFS2013",2013,-7.617,50.649,"VIIg",78193.98
"18432","IGFS2013",2013,-7.34,50.649,"VIIg",78193.98
"18444","IGFS2013",2013,-8.198,50.644,"VIIg",78193.98
"18450","IGFS2013",2013,-8.463,50.728,"VIIg",78193.98
"18459","IGFS2013",2013,-8.599,50.583,"VIIg",78193.98
"18477","IGFS2013",2013,-9.085,50.521,"VIIj",78193.98
"18490","IGFS2013",2013,-9.357,50.451,"VIIj",78193.98
"18501","IGFS2013",2013,-9.783,51.356,"VIIj",78193.98
"18518","IGFS2013",2013,-9.933,51.168,"VIIj",78193.98
"18533","IGFS2013",2013,-9.64,51.107,"VIIj",78193.98
"18549","IGFS2013",2013,-9.619,50.934,"VIIj",78193.98
"18565","IGFS2013",2013,-9.409,50.843,"VIIj",78193.98
"18577","IGFS2013",2013,-8.898,50.84,"VIIg",78193.98
"18600","IGFS2013",2013,-8.12,51.021,"VIIg",78193.98
"18612","IGFS2013",2013,-7.632,51.025,"VIIg",78193.98
"18624","IGFS2013",2013,-7.446,51.158,"VIIg",78193.98
"18639","IGFS2013",2013,-6.505,51.85,"VIIg",78193.98
"18651","IGFS2013",2013,-6.513,51.598,"VIIg",78193.98
"18667","IGFS2013",2013,-6.202,51.594,"VIIg",78193.98
"18683","IGFS2013",2013,-6.212,52.016,"VIIa",78193.98
"18700","IGFS2013",2013,-5.494,51.244,"VIIg",78193.98
"18717","IGFS2013",2013,-5.269,51.431,"VIIg",78193.98
"18732","IGFS2013",2013,-5.5,51.461,"VIIg",78193.98
"18749","IGFS2013",2013,-5.77,51.404,"VIIg",78193.98
"18765","IGFS2013",2013,-6.01,51.357,"VIIg",78193.98
"18778","IGFS2013",2013,-6.143,51.156,"VIIg",78193.98
"18793","IGFS2013",2013,-6.477,51.124,"VIIg",78193.98
"18807","IGFS2013",2013,-6.374,51.386,"VIIg",78193.98
"18816","IGFS2013",2013,-6.665,51.366,"VIIg",78193.98
"18831","IGFS2013",2013,-6.9,51.337,"VIIg",78193.98
"18841","IGFS2013",2013,-8.256,51.641,"VIIg",78193.98
"18858","IGFS2013",2013,-7.42,52.03,"VIIa",78193.98
"18878","IGFS2013",2013,-7.392,51.927,"VIIg",78193.98
"18897","IGFS2013",2013,-7.085,51.803,"VIIg",78193.98
"18916","IGFS2013",2013,-6.808,52.001,"VIIa",78193.98
"18935","IGFS2013",2013,-6.469,51.708,"VIIg",78193.98
"18953","IGFS2013",2013,-6.666,51.798,"VIIg",78193.98
"18974","IGFS2013",2013,-6.971,51.637,"VIIg",78193.98
"18989","IGFS2013",2013,-7.462,51.583,"VIIg",78193.98
"19002","IGFS2013",2013,-7.58,51.43,"VIIg",78193.98
"19013","IGFS2013",2013,-7.178,51.299,"VIIg",78193.98
"19027","IGFS2013",2013,-7.597,51.249,"VIIg",78193.98
"19057","IGFS2013",2013,-8.091,51.507,"VIIg",78193.98
"19073","IGFS2013",2013,-8.05,51.251,"VIIg",78193.98
"19089","IGFS2013",2013,-8.222,51.107,"VIIg",78193.98
"19100","IGFS2013",2013,-8.601,51.094,"VIIg",78193.98
"19113","IGFS2013",2013,-8.922,51.172,"VIIg",78193.98
"19129","IGFS2013",2013,-8.485,51.291,"VIIg",78193.98
"19142","IGFS2013",2013,-8.562,51.442,"VIIg",78193.98
"19155","IGFS2013",2013,-9.347,51.428,"VIIj",78193.98
"19179","IGFS2013",2013,-10.275,50.772,"VIIj",78193.98
"19191","IGFS2013",2013,-10.495,50.763,"VIIj",78193.98
"19201","IGFS2013",2013,-10.367,50.544,"VIIj",78193.98
"19210","IGFS2013",2013,-10.582,50.376,"VIIj",78193.98
"19220","IGFS2013",2013,-10.59,50.166,"VIIj",78193.98
"19239","IGFS2013",2013,-10.702,50.717,"VIIj",78193.98
"19248","IGFS2013",2013,-10.854,50.845,"VIIj",78193.98
"19261","IGFS2013",2013,-11.174,50.94,"VIIj",78193.98
"19270","IGFS2013",2013,-11.072,51.038,"VIIj",78193.98
"19282","IGFS2013",2013,-11.093,51.242,"VIIj",78193.98
"19292","IGFS2013",2013,-11.462,51.246,"VIIj",78193.98
"19298","IGFS2013",2013,-11.393,51.433,"VIIj",78193.98
"19307","IGFS2013",2013,-11.384,51.597,"VIIj",78193.98
"19316","IGFS2013",2013,-11.2,52.058,"VIIj",78193.98
"19325","IGFS2013",2013,-11.009,51.834,"VIIj",78193.98
"19336","IGFS2013",2013,-11.118,51.615,"VIIj",78193.98
"19349","IGFS2013",2013,-10.829,51.655,"VIIj",78193.98
"19362","IGFS2013",2013,-10.83,51.492,"VIIj",78193.98
"19373","IGFS2013",2013,-10.415,51.452,"VIIj",78193.98
"19387","IGFS2013",2013,-10.253,51.679,"VIIj",78193.98
"19402","IGFS2013",2013,-10.451,51.684,"VIIj",78193.98
"19417","IGFS2013",2013,-10.762,51.818,"VIIj",78193.98
"19431","IGFS2013",2013,-10.942,52.005,"VIIj",78193.98
"19446","IGFS2013",2013,-11.53,51.875,"VIIj",78193.98
"19456","IGFS2013",2013,-11.338,52.163,"VIIj",78193.98
"19466","IGFS2013",2013,-11.624,52.365,"VIIj",78193.98
"19475","IGFS2013",2013,-11.94,52.415,"VIIj",78193.98
"19480","IGFS2013",2013,-12.295,52.702,"VIIc",78193.98
"19484","IGFS2013",2013,-12.08,52.945,"VIIc",78193.98
"19493","IGFS2013",2013,-11.928,53.245,"VIIb",78193.98
"19504","IGFS2013",2013,-12.261,53.29,"VIIc",78193.98
"19510","IGFS2013",2013,-11.735,52.581,"VIIb",78193.98
"19524","IGFS2013",2013,-11.522,52.731,"VIIb",78193.98
"19551","IGFS2013",2013,-10.911,52.752,"VIIb",78193.98
"19567","IGFS2013",2013,-10.925,53.038,"VIIb",78193.98
"19585","IGFS2013",2013,-11.239,52.988,"VIIb",78193.98
"19600","IGFS2013",2013,-11.293,53.192,"VIIb",78193.98
"19616","IGFS2013",2013,-10.986,53.26,"VIIb",78193.98
"19631","IGFS2013",2013,-10.885,53.395,"VIIb",78193.98
"19647","IGFS2013",2013,-10.878,53.711,"VIIb",78193.98
"19665","IGFS2013",2013,-11.35,53.699,"VIIb",78193.98
"19680","IGFS2013",2013,-11.533,53.587,"VIIb",78193.98
"19694","IGFS2013",2013,-11.785,53.589,"VIIb",78193.98
"19703","IGFS2013",2013,-11.928,53.791,"VIIb",78193.98
"19709","IGFS2013",2013,-11.869,53.95,"VIIb",78193.98
"19712","IGFS2013",2013,-11.067,53.809,"VIIb",78193.98
"19726","IGFS2013",2013,-11.477,53.955,"VIIb",78193.98
"19732","IGFS2013",2013,-11.282,54.137,"VIIb",78193.98
"19740","IGFS2013",2013,-10.998,54.2,"VIIb",78193.98
"19751","IGFS2013",2013,-9.514,54.483,"VIIb",78193.98
"19766","IGFS2013",2013,-9.631,54.341,"VIIb",78193.98
"19777","IGFS2013",2013,-9.831,54.486,"VIIb",78193.98
"19792","IGFS2013",2013,-10.313,54.302,"VIIb",78193.98
"19823","IGFS2013",2013,-10.346,53.714,"VIIb",78193.98
"19840","IGFS2013",2013,-10.274,53.311,"VIIb",78193.98
"19852","IGFS2013",2013,-10.198,53.107,"VIIb",78193.98
"19870","IGFS2013",2013,-9.939,53.123,"VIIb",78193.98
"19884","IGFS2013",2013,-9.719,53.053,"VIIb",78193.98
"19899","IGFS2013",2013,-9.72,52.919,"VIIb",78193.98
"19913","IGFS2014",2014,-10.321,54.532,"VIa",78740.877
"19929","IGFS2014",2014,-10.611,54.581,"VIa",78740.877
"19940","IGFS2014",2014,-10.315,54.833,"VIa",78740.877
"19954","IGFS2014",2014,-10.072,55.077,"VIa",78740.877
"19967","IGFS2014",2014,-9.879,55.319,"VIa",78740.877
"19983","IGFS2014",2014,-8.51,54.519,"VIa",78740.877
"19997","IGFS2014",2014,-8.874,54.595,"VIa",78740.877
"20013","IGFS2014",2014,-8.783,54.869,"VIa",78740.877
"20022","IGFS2014",2014,-9.189,55.043,"VIa",78740.877
"20038","IGFS2014",2014,-9.57,55.24,"VIa",78740.877
"20055","IGFS2014",2014,-9.478,55.509,"VIa",78740.877
"20068","IGFS2014",2014,-9.166,55.586,"VIa",78740.877
"20087","IGFS2014",2014,-8.993,55.792,"VIa",78740.877
"20104","IGFS2014",2014,-9.216,56.008,"VIa",78740.877
"20132","IGFS2014",2014,-8.752,56.16,"VIa",78740.877
"20146","IGFS2014",2014,-8.182,56.252,"VIa",78740.877
"20164","IGFS2014",2014,-8.411,56.024,"VIa",78740.877
"20183","IGFS2014",2014,-8.066,56.03,"VIa",78740.877
"20199","IGFS2014",2014,-7.699,56.038,"VIa",78740.877
"20216","IGFS2014",2014,-7.81,56.181,"VIa",78740.877
"20229","IGFS2014",2014,-7.774,56.402,"VIa",78740.877
"20245","IGFS2014",2014,-8.328,55.823,"VIa",78740.877
"20264","IGFS2014",2014,-8.664,55.669,"VIa",78740.877
"20280","IGFS2014",2014,-8.321,55.625,"VIa",78740.877
"20298","IGFS2014",2014,-7.766,55.514,"VIa",78740.877
"20310","IGFS2014",2014,-7.574,55.651,"VIa",78740.877
"20321","IGFS2014",2014,-7.824,55.785,"VIa",78740.877
"20338","IGFS2014",2014,-6.773,56.397,"VIa",78740.877
"20357","IGFS2014",2014,-7.03,56.322,"VIa",78740.877
"20378","IGFS2014",2014,-6.731,56.186,"VIa",78740.877
"20397","IGFS2014",2014,-6.983,56.052,"VIa",78740.877
"20413","IGFS2014",2014,-7.116,55.801,"VIa",78740.877
"20426","IGFS2014",2014,-6.314,55.36,"VIa",78740.877
"20441","IGFS2014",2014,-6.84,55.368,"VIa",78740.877
"20458","IGFS2014",2014,-6.753,55.564,"VIa",78740.877
"20469","IGFS2014",2014,-7.029,55.508,"VIa",78740.877
"20480","IGFS2014",2014,-7.355,55.502,"VIa",78740.877
"20492","IGFS2014",2014,-7.587,55.214,"VIa",78740.877
"20509","IGFS2014",2014,-8.583,55.429,"VIa",78740.877
"20529","IGFS2014",2014,-8.673,55.309,"VIa",78740.877
"20545","IGFS2014",2014,-8.348,54.582,"VIa",78740.877
"20563","IGFS2014",2014,-9.709,54.973,"VIa",78740.877
"20581","IGFS2014",2014,-9.571,54.709,"VIa",78740.877
"20599","IGFS2014",2014,-11,54.216,"VIIb",78740.877
"20608","IGFS2014",2014,-10.691,54.158,"VIIb",78740.877
"20623","IGFS2014",2014,-10.375,54.288,"VIIb",78740.877
"20640","IGFS2014",2014,-8.841,54.424,"VIIb",78740.877
"20669","IGFS2014",2014,-9.624,54.34,"VIIb",78740.877
"20685","IGFS2014",2014,-9.842,54.486,"VIIb",78740.877
"20700","IGFS2014",2014,-10.586,53.899,"VIIb",78740.877
"20719","IGFS2014",2014,-9.986,53.844,"VIIb",78740.877
"20734","IGFS2014",2014,-10.347,53.714,"VIIb",78740.877
"20744","IGFS2014",2014,-10.871,53.724,"VIIb",78740.877
"20762","IGFS2014",2014,-11.297,54.015,"VIIb",78740.877
"20775","IGFS2014",2014,-11.355,53.698,"VIIb",78740.877
"20784","IGFS2014",2014,-11.675,53.764,"VIIb",78740.877
"20791","IGFS2014",2014,-11.859,53.579,"VIIb",78740.877
"20802","IGFS2014",2014,-11.654,53.436,"VIIb",78740.877
"20813","IGFS2014",2014,-11.899,53.28,"VIIb",78740.877
"20825","IGFS2014",2014,-12.24,53.319,"VIIc",78740.877
"20831","IGFS2014",2014,-12.319,53.14,"VIIc",78740.877
"20838","IGFS2014",2014,-12.284,52.888,"VIIc",78740.877
"20842","IGFS2014",2014,-12.071,52.732,"VIIc",78740.877
"20849","IGFS2014",2014,-11.957,52.545,"VIIb",78740.877
"20866","IGFS2014",2014,-11.801,52.01,"VIIj",78740.877
"20870","IGFS2014",2014,-11.401,51.749,"VIIj",78740.877
"20883","IGFS2014",2014,-11.197,52.059,"VIIj",78740.877
"20894","IGFS2014",2014,-11.007,51.836,"VIIj",78740.877
"20908","IGFS2014",2014,-10.767,51.852,"VIIj",78740.877
"20924","IGFS2014",2014,-10.837,51.663,"VIIj",78740.877
"20937","IGFS2014",2014,-11.469,51.262,"VIIj",78740.877
"20942","IGFS2014",2014,-11.071,51.085,"VIIj",78740.877
"20953","IGFS2014",2014,-11.113,50.901,"VIIj",78740.877
"20963","IGFS2014",2014,-11.047,50.744,"VIIj",78740.877
"20971","IGFS2014",2014,-9.988,50.066,"VIIj",78740.877
"20982","IGFS2014",2014,-9.71,50.137,"VIIj",78740.877
"20996","IGFS2014",2014,-9.757,50.347,"VIIj",78740.877
"21008","IGFS2014",2014,-9.4,50.338,"VIIj",78740.877
"21021","IGFS2014",2014,-9.15,50.518,"VIIj",78740.877
"21036","IGFS2014",2014,-9.796,51.617,"VIIj",78740.877
"21069","IGFS2014",2014,-9.413,51.413,"VIIj",78740.877
"21084","IGFS2014",2014,-9.223,51.288,"VIIj",78740.877
