"","Cruise","Yr","LonDec","LatDec","ICESCODE","TotalCatch"
"27551","IGFS2017",2017,-9.489,55.121,"VIa",63506.277
"27566","IGFS2017",2017,-9.014,55.121,"VIa",63506.277
"27585","IGFS2017",2017,-7.428,55.502,"VIa",63506.277
"27595","IGFS2017",2017,-7.086,55.536,"VIa",63506.277
"27604","IGFS2017",2017,-6.75,55.563,"VIa",63506.277
"27618","IGFS2017",2017,-6.883,55.301,"VIa",63506.277
"27630","IGFS2017",2017,-6.529,55.279,"VIa",63506.277
"27642","IGFS2017",2017,-8.671,54.863,"VIa",63506.277
"27657","IGFS2017",2017,-8.902,54.658,"VIa",63506.277
"27672","IGFS2017",2017,-9.232,54.596,"VIa",63506.277
"27687","IGFS2017",2017,-9.565,54.711,"VIa",63506.277
"27702","IGFS2017",2017,-9.48,52.985,"VIIb",63506.277
"27716","IGFS2017",2017,-9.61,52.804,"VIIb",63506.277
"27744","IGFS2017",2017,-9.758,52.554,"VIIb",63506.277
"27757","IGFS2017",2017,-10.072,52.586,"VIIb",63506.277
"27778","IGFS2017",2017,-10.536,52.681,"VIIb",63506.277
"27789","IGFS2017",2017,-10.877,52.775,"VIIb",63506.277
"27803","IGFS2017",2017,-10.32,52.023,"VIIj",63506.277
"27815","IGFS2017",2017,-10.765,51.851,"VIIj",63506.277
"27829","IGFS2017",2017,-10.982,51.799,"VIIj",63506.277
"27842","IGFS2017",2017,-11.007,52.057,"VIIj",63506.277
"27856","IGFS2017",2017,-11.337,52.161,"VIIj",63506.277
"27870","IGFS2017",2017,-10.624,51.432,"VIIj",63506.277
"27884","IGFS2017",2017,-10.379,51.323,"VIIj",63506.277
"27893","IGFS2017",2017,-10.729,51.249,"VIIj",63506.277
"27903","IGFS2017",2017,-10.533,51.129,"VIIj",63506.277
"27910","IGFS2017",2017,-10.45,50.864,"VIIj",63506.277
"27919","IGFS2017",2017,-11.108,50.859,"VIIj",63506.277
"27925","IGFS2017",2017,-11.464,51.251,"VIIj",63506.277
"27928","IGFS2017",2017,-11.382,51.59,"VIIj",63506.277
"27935","IGFS2017",2017,-11.121,51.618,"VIIj",63506.277
"27945","IGFS2017",2017,-11.945,52.518,"VIIb",63506.277
"27954","IGFS2017",2017,-11.836,52.792,"VIIb",63506.277
"27966","IGFS2017",2017,-11.639,53.12,"VIIb",63506.277
"27980","IGFS2017",2017,-11.336,53.175,"VIIb",63506.277
"27995","IGFS2017",2017,-10.735,53.75,"VIIb",63506.277
"28007","IGFS2017",2017,-11.067,54.069,"VIIb",63506.277
"28021","IGFS2017",2017,-10.999,54.214,"VIIb",63506.277
"28033","IGFS2017",2017,-8.806,54.463,"VIIb",63506.277
"28048","IGFS2017",2017,-9.274,54.322,"VIIb",63506.277
"28062","IGFS2017",2017,-9.409,54.465,"VIIb",63506.277
"28079","IGFS2017",2017,-9.833,54.486,"VIIb",63506.277
"28094","IGFS2017",2017,-10.168,54.436,"VIIb",63506.277
"28110","IGFS2017",2017,-11.934,53.951,"VIIb",63506.277
"28112","IGFS2017",2017,-11.671,53.769,"VIIb",63506.277
"28119","IGFS2017",2017,-11.866,53.631,"VIIb",63506.277
"28127","IGFS2017",2017,-11.587,53.56,"VIIb",63506.277
"28139","IGFS2017",2017,-11.396,53.69,"VIIb",63506.277
"28152","IGFS2017",2017,-10.859,53.429,"VIIb",63506.277
"28167","IGFS2017",2017,-10.988,53.092,"VIIb",63506.277
"28183","IGFS2017",2017,-10.738,53.153,"VIIb",63506.277
"28198","IGFS2017",2017,-10.201,53.115,"VIIb",63506.277
"28214","IGFS2017",2017,-10.453,51.683,"VIIj",63506.277
"28233","IGFS2017",2017,-10.084,51.488,"VIIj",63506.277
"28252","IGFS2017",2017,-9.658,51.658,"VIIj",63506.277
"28266","IGFS2017",2017,-9.789,51.352,"VIIj",63506.277
"28282","IGFS2017",2017,-10.593,50.158,"VIIj",63506.277
"28297","IGFS2017",2017,-11.142,50.124,"VIIj",63506.277
"28305","IGFS2017",2017,-10.889,50.347,"VIIj",63506.277
"28314","IGFS2017",2017,-10.913,50.532,"VIIj",63506.277
"28328","IGFS2017",2017,-10.448,50.545,"VIIj",63506.277
"28339","IGFS2017",2017,-10.079,50.515,"VIIj",63506.277
"28349","IGFS2017",2017,-9.822,50.383,"VIIj",63506.277
"28361","IGFS2017",2017,-9.669,50.508,"VIIj",63506.277
"28372","IGFS2017",2017,-9.982,50.068,"VIIj",63506.277
"28377","IGFS2017",2017,-9.701,50.136,"VIIj",63506.277
"28388","IGFS2017",2017,-9.39,50.344,"VIIj",63506.277
"28402","IGFS2017",2017,-9.489,50.589,"VIIj",63506.277
"28413","IGFS2017",2017,-9.269,50.751,"VIIj",63506.277
"28423","IGFS2017",2017,-10.921,50.083,"VIIj",63506.277
"28431","IGFS2017",2017,-9.644,50.912,"VIIj",63506.277
"28443","IGFS2017",2017,-9.766,51.064,"VIIj",63506.277
"28451","IGFS2017",2017,-9.376,51.116,"VIIj",63506.277
"28461","IGFS2017",2017,-9.232,51.267,"VIIj",63506.277
"28472","IGFS2017",2017,-9.419,51.412,"VIIj",63506.277
"28504","IGFS2017",2017,-8.615,50.556,"VIIg",63506.277
"28520","IGFS2017",2017,-8.498,50.703,"VIIg",63506.277
"28533","IGFS2017",2017,-8.245,50.738,"VIIg",63506.277
"28546","IGFS2017",2017,-7.602,50.613,"VIIg",63506.277
"28558","IGFS2017",2017,-7.884,50.703,"VIIg",63506.277
"28571","IGFS2017",2017,-7.788,50.882,"VIIg",63506.277
"28588","IGFS2017",2017,-7.561,51.036,"VIIg",63506.277
"28621","IGFS2017",2017,-8.913,51.173,"VIIg",63506.277
"28635","IGFS2017",2017,-8.832,51.376,"VIIg",63506.277
"28653","IGFS2017",2017,-8.559,51.318,"VIIg",63506.277
"28669","IGFS2017",2017,-5.49,51.461,"VIIg",63506.277
"28686","IGFS2017",2017,-5.814,51.301,"VIIg",63506.277
"28697","IGFS2017",2017,-5.779,51.49,"VIIg",63506.277
"28732","IGFS2017",2017,-6.072,51.799,"VIIg",63506.277
"28751","IGFS2017",2017,-6.209,52.016,"VIIa",63506.277
"28769","IGFS2017",2017,-6.738,51.976,"VIIg",63506.277
"28788","IGFS2017",2017,-7.376,52.021,"VIIa",63506.277
"28805","IGFS2017",2017,-6.45,51.565,"VIIg",63506.277
"28825","IGFS2017",2017,-6.467,51.707,"VIIg",63506.277
"28844","IGFS2017",2017,-6.714,51.786,"VIIg",63506.277
"28864","IGFS2017",2017,-8.051,51.251,"VIIg",63506.277
"28882","IGFS2017",2017,-8.081,51.03,"VIIg",63506.277
"28902","IGFS2017",2017,-8.459,50.9,"VIIg",63506.277
"28912","IGFS2017",2017,-8.897,50.843,"VIIg",63506.277
"28929","IGFS2017",2017,-8.018,50.536,"VIIg",63506.277
"28940","IGFS2017",2017,-6.891,51.347,"VIIg",63506.277
"28970","IGFS2017",2017,-7.607,51.248,"VIIg",63506.277
"29000","IGFS2017",2017,-8.145,51.482,"VIIg",63506.277
"29017","IGFS2017",2017,-7.863,51.615,"VIIg",63506.277
"29033","IGFS2017",2017,-7.552,51.481,"VIIg",63506.277
"29049","IGFS2017",2017,-7.236,51.499,"VIIg",63506.277
"29066","IGFS2017",2017,-7.032,51.6,"VIIg",63506.277
"29083","IGFS2017",2017,-8.252,51.612,"VIIg",63506.277
