"","Group.1","Group.2","Group.3","Group.4","Group.5","Group.6","AreaKmSq","CatchKg","RaisedNo"
"1730","IGFS2009",2009,108,-11.023,50.719,"VIIj",4.19532917076454,2012.115,15522.096
"1731","IGFS2015",2015,74,-10.286,50.72,"VIIj",4.52513094994656,26.449,414.953
"1732","IGFS2006",2006,100,-11.03,50.725,"VIIj",4.05052918723152,293.317,9683.839
"1733","IGFS2016",2016,84,-10.529,50.726,"VIIj",5.14530772832432,31.028,352.648
"1734","IGFS2008",2008,134,-11.047,50.743,"VIIj",3.20512276076786,63.941,2255.683
"1735","IGFS2014",2014,79,-11.047,50.744,"VIIj",3.85811820684713,16.395,120
"1736","IGFS2008",2008,157,-9.944,50.746,"VIIj",3.39145123853932,900.609,17462.08
"1737","IGFS2011",2011,108,-9.941,50.746,"VIIj",4.6139252090739,1338.621,42400.512
"1738","IGFS2014",2014,135,-9.936,50.747,"VIIj",3.39708402690138,42.44,283
"1739","IGFS2015",2015,75,-9.932,50.747,"VIIj",5.09071789495046,115.489,1358.617
"1740","IGFS2015",2015,72,-11.052,50.748,"VIIj",1.74311821148299,34.055,252.095
"1741","IGFS2007",2007,113,-9.94,50.748,"VIIj",4.68091252577401,317.682,5900.75
"1742","IGFS2007",2007,103,-11.053,50.749,"VIIj",3.35740179680561,93.394,2925.727
"1743","IGFS2005",2005,53,-9.927,50.749,"VIIj",4.08530879899547,929.972,18309.341
"1744","IGFS2014",2014,138,-9.272,50.75,"VIIj",6.20472825362256,111.344,4038.138
"1745","IGFS2017",2017,110,-9.269,50.751,"VIIj",4.35730303719133,47.708,302.402
"1746","IGFS2007",2007,115,-9.268,50.751,"VIIj",5.01495283540782,115.4,2171.608
"1747","IGFS2009",2009,119,-9.267,50.751,"VIIj",6.13140086664408,358.295,8151.899
"1748","IGFS2008",2008,158,-9.267,50.752,"VIIj",5.05671390034015,124.266,1912.85
"1749","IGFS2006",2006,129,-9.886,50.753,"VIIj",4.83239361565878,30.168,1008.593
"1750","IGFS2016",2016,174,-9.875,50.755,"VIIj",5.18564399898276,141.529,486.892
"1751","IGFS2011",2011,88,-9.23,50.755,"VIIj",6.55086431585737,193.6,1905.693
"1752","IGFS2012",2012,130,-9.226,50.755,"VIIj",5.39440895502252,107.601,784.634
"1753","IGFS2015",2015,81,-9.222,50.755,"VIIj",5.47766272230687,111.533,594.67
"1754","IGFS2005",2005,49,-9.221,50.756,"VIIj",6.62876315931293,101.323,1274.115
"1755","IGFS2016",2016,171,-9.213,50.756,"VIIj",6.97168485950632,103.799,265
"1756","IGFS2006",2006,128,-10.281,50.759,"VIIj",4.53912001715093,29.581,1011.203
"1757","IGFS2013",2013,120,-10.495,50.763,"VIIj",4.14294420301343,17.529,393
"1758","IGFS2013",2013,119,-10.275,50.772,"VIIj",3.79435077811584,28.526,664.972
"1759","IGFS2009",2009,115,-10.275,50.775,"VIIj",4.58581647294742,112.38,4812.88
"1760","IGFS2012",2012,137,-10.275,50.78,"VIIj",3.15756378931046,19.475,604.426
"1761","IGFS2012",2012,147,-11.118,50.781,"VIIj",2.18971734905372,7.46,57
"1762","IGFS2010",2010,72,-10.275,50.785,"VIIj",5.59086981413296,172.347,3726.371
"1763","IGFS2016",2016,173,-9.769,50.818,"VIIj",6.89363343862926,110.878,401.725
"1764","IGFS2016",2016,172,-9.367,50.826,"VIIj",5.65319530060805,173.267,591.907
"1765","IGFS2012",2012,132,-9.765,50.832,"VIIj",4.54184358744339,890.069,15290.897
"1766","IGFS2007",2007,114,-9.596,50.833,"VIIj",4.94812916632838,108.145,2925.55
"1767","IGFS2014",2014,136,-9.59,50.833,"VIIj",5.57001903655085,87.063,1791.847
"1768","IGFS2010",2010,158,-9.561,50.835,"VIIj",7.32863452992258,696.899,8930.612
"1769","IGFS2005",2005,54,-9.814,50.836,"VIIj",4.70912704819086,82.311,2407.445
"1770","IGFS2008",2008,170,-9.543,50.836,"VIIj",6.62851407059862,2387.177,55744.868
"1771","IGFS2012",2012,131,-9.504,50.837,"VIIj",5.71247390372521,1120.658,19928.872
"1772","IGFS2013",2013,75,-9.409,50.843,"VIIj",5.5000648259647,33.238,660.6
"1773","IGFS2006",2006,125,-10.842,50.844,"VIIj",5.22106420361255,111.891,4720.755
"1774","IGFS2016",2016,85,-10.838,50.844,"VIIj",6.81951359580165,1976.13,18118.091
"1775","IGFS2013",2013,127,-10.854,50.845,"VIIj",5.91849645430097,149.122,3597.616
"1776","IGFS2005",2005,70,-10.849,50.845,"VIIj",4.43820648754953,12.905,402.694
"1777","IGFS2009",2009,111,-10.897,50.846,"VIIj",3.32654026902947,485.671,23477.092
"1778","IGFS2007",2007,102,-10.896,50.846,"VIIj",4.67999801810233,18.289,362.758
"1779","IGFS2010",2010,68,-10.893,50.846,"VIIj",5.39607522356206,134.35,3364.83
"1780","IGFS2008",2008,133,-10.884,50.846,"VIIj",4.17704876616169,58.254,1442.039
"1781","IGFS2006",2006,101,-11.108,50.858,"VIIj",3.13772418544,103.293,3649.546
"1782","IGFS2017",2017,66,-11.108,50.859,"VIIj",3.07988722295131,14.666,100
"1783","IGFS2009",2009,109,-11.107,50.86,"VIIj",4.24962370260632,718.675,4595.128
"1784","IGFS2011",2011,106,-10.466,50.863,"VIIj",4.96260187812892,11.545,218
"1785","IGFS2017",2017,65,-10.45,50.864,"VIIj",3.98814393775139,40.513,285.514
"1786","IGFS2005",2005,71,-10.415,50.87,"VIIj",3.59277411112496,107.668,3846.593
"1787","IGFS2016",2016,170,-9.079,50.877,"VIIj",7.55664730919198,242.587,627.635
"1788","IGFS2008",2008,132,-11.11,50.883,"VIIj",4.56554735445017,253.332,2163.721
"1789","IGFS2007",2007,165,-11.137,50.889,"VIIj",1.80747261467331,35.35,358.522
"1790","IGFS2011",2011,89,-9.3,50.894,"VIIj",6.51993872018,308.713,1420.383
"1791","IGFS2007",2007,156,-9.3,50.895,"VIIj",5.55728286290283,381.123,5345.379
"1792","IGFS2014",2014,78,-11.113,50.901,"VIIj",4.73531967322882,95.479,617.06
"1793","IGFS2016",2016,54,-10.029,50.901,"VIIj",5.83753715352975,196.668,1042.663
"1794","IGFS2014",2014,139,-9.11,50.904,"VIIj",6.42643883323464,488.373,2468.577
"1795","IGFS2015",2015,80,-9.112,50.905,"VIIj",6.74841767090045,1253.214,13822.088
"1796","IGFS2010",2010,148,-11.115,50.906,"VIIj",5.27523398937702,373.415,9726.884
"1797","IGFS2011",2011,109,-9.646,50.91,"VIIj",5.35741874144045,475.877,3355.058
"1798","IGFS2016",2016,55,-9.645,50.912,"VIIj",6.1004715286394,959.073,9261.605
"1799","IGFS2017",2017,123,-9.644,50.912,"VIIj",4.9487849055871,261.721,2784.869
"1800","IGFS2007",2007,101,-11.15,50.915,"VIIj",2.85071405423596,66.938,1106.676
"1801","IGFS2010",2010,157,-9.301,50.921,"VIIj",4.68302227912682,780.098,6405.049
"1802","IGFS2014",2014,134,-9.998,50.927,"VIIj",5.22482906418715,312.612,3045.309
"1803","IGFS2013",2013,74,-9.619,50.934,"VIIj",6.6673084897603,170.165,1150.709
"1804","IGFS2013",2013,128,-11.174,50.94,"VIIj",4.17008765600602,57.872,784.693
"1805","IGFS2011",2011,101,-11.174,50.941,"VIIj",3.70513746715929,18.552,288.166
"1806","IGFS2016",2016,90,-11.185,50.946,"VIIj",5.24320917274938,328.58,4662.47
"1807","IGFS2012",2012,129,-9.209,50.977,"VIIj",5.68717197396691,150.765,1489.165
"1808","IGFS2008",2008,169,-9.207,50.977,"VIIj",5.81806045617939,118.455,2002.835
"1809","IGFS2006",2006,171,-9.216,50.978,"VIIj",5.53593273983646,161.11,3006.713
"1810","IGFS2005",2005,62,-9.254,50.982,"VIIj",4.36587482395034,99.952,1543.706
"1811","IGFS2011",2011,107,-10.232,51.006,"VIIj",4.98496223532665,107.044,5732.524
"1812","IGFS2010",2010,161,-10.233,51.014,"VIIj",5.7177160157218,365.341,7836.43
"1813","IGFS2005",2005,72,-10.233,51.017,"VIIj",4.13187225127073,60.316,1696.883
"1814","IGFS2013",2013,129,-11.072,51.038,"VIIj",4.9213136375901,1516.627,30054.083
"1815","IGFS2008",2008,172,-10.233,51.043,"VIIj",4.5767747271514,588.888,13506.662
"1816","IGFS2009",2009,110,-11.072,51.046,"VIIj",5.41578382029086,213.446,6652.494
"1817","IGFS2012",2012,136,-10.235,51.054,"VIIj",5.11438135556882,21.085,581.921
"1818","IGFS2013",2013,59,-10.235,51.055,"VIIj",5.58352543177701,76.58,1664.233
"1819","IGFS2016",2016,53,-10.234,51.055,"VIIj",4.50947490625945,30.934,308
"1820","IGFS2017",2017,124,-9.766,51.064,"VIIj",3.3209772455721,21.187,124
"1821","IGFS2014",2014,133,-10.236,51.065,"VIIj",5.50226392523063,63.128,249
"1822","IGFS2006",2006,124,-10.237,51.07,"VIIj",4.72175985395833,33.158,754.712
"1823","IGFS2011",2011,110,-9.733,51.078,"VIIj",6.161546173914,430.78,4178.598
"1824","IGFS2010",2010,67,-11.072,51.082,"VIIj",4.89008451372476,566.541,20256.754
"1825","IGFS2014",2014,77,-11.071,51.085,"VIIj",4.78626229416053,28.211,250
"1826","IGFS2007",2007,100,-11.071,51.087,"VIIj",4.06769450092552,208.59,1119.421
"1827","IGFS2008",2008,131,-11.071,51.09,"VIIj",2.89127225286648,95.973,3056.051
"1828","IGFS2015",2015,127,-10.512,51.093,"VIIj",4.99165533698746,61.526,854.932
"1829","IGFS2011",2011,102,-11.396,51.098,"VIIj",3.36632406455168,25.206,173
"1830","IGFS2009",2009,137,-11.396,51.098,"VIIj",2.11290700766401,60.333,2004.003
"1831","IGFS2006",2006,102,-11.404,51.101,"VIIj",2.22351823753937,63.091,962.015
"1832","IGFS2007",2007,158,-9.593,51.102,"VIIj",5.80635916403053,267.171,5459.565
"1833","IGFS2012",2012,74,-9.644,51.105,"VIIj",6.05292610912062,28.63,1035.445
"1834","IGFS2013",2013,73,-9.64,51.107,"VIIj",7.19787481864478,23.053,1920.565
"1835","IGFS2008",2008,130,-11.415,51.108,"VIIj",1.85021378713108,27.805,233
"1836","IGFS2016",2016,81,-9.607,51.112,"VIIj",5.62602439462227,20.537,355
"1837","IGFS2010",2010,147,-11.427,51.114,"VIIj",2.57682717584948,39.719,436.892
"1838","IGFS2009",2009,135,-9.597,51.114,"VIIj",6.3378770716376,333.306,8293.805
"1839","IGFS2014",2014,90,-9.591,51.115,"VIIj",3.3352689371481,8.229,149
"1840","IGFS2007",2007,99,-11.429,51.116,"VIIj",1.72819886015556,205.15,3103.863
"1841","IGFS2017",2017,125,-9.376,51.116,"VIIj",4.36352182861729,9.72,239
"1842","IGFS2015",2015,79,-9.354,51.116,"VIIj",6.23732380464575,19.631,429.63
"1843","IGFS2010",2010,156,-9.328,51.116,"VIIj",5.86328428502846,341.858,5694.894
"1844","IGFS2011",2011,134,-10.525,51.117,"VIIj",5.05033513801778,103.165,3549.807
"1845","IGFS2012",2012,75,-9.354,51.117,"VIIj",4.83039209471985,32.816,1025.504
"1846","IGFS2014",2014,89,-9.318,51.117,"VIIj",6.09581680199205,15.774,236
"1847","IGFS2009",2009,134,-9.31,51.117,"VIIj",6.22626589666092,312.805,8245.613
"1848","IGFS2005",2005,61,-9.276,51.117,"VIIj",5.48621411289407,27.554,490.407
"1849","IGFS2006",2006,172,-9.233,51.117,"VIIj",5.1266563640344,19.448,664.213
"1850","IGFS2007",2007,157,-9.225,51.118,"VIIj",6.46559809530524,341.308,6226.718
"1851","IGFS2010",2010,160,-10.528,51.121,"VIIj",5.39888096038089,168.664,3248.964
"1852","IGFS2005",2005,60,-9.595,51.127,"VIIj",5.96925110333149,23.448,482.65
"1853","IGFS2010",2010,159,-9.593,51.128,"VIIj",3.38843907606963,290.448,5370.061
"1854","IGFS2017",2017,64,-10.533,51.129,"VIIj",3.13322245822529,18.281,122
"1855","IGFS2006",2006,173,-9.595,51.129,"VIIj",4.56194916232818,36.544,1230.064
"1856","IGFS2016",2016,52,-10.537,51.132,"VIIj",5.48877553363059,35.17,378
"1857","IGFS2009",2009,142,-10.535,51.132,"VIIj",5.57059942144852,313.775,20395.03
"1858","IGFS2008",2008,122,-9.594,51.132,"VIIj",5.72014468189156,95.831,3723
"1859","IGFS2012",2012,69,-10.535,51.133,"VIIj",4.63944315256643,21.482,478.953
"1860","IGFS2006",2006,123,-10.539,51.137,"VIIj",5.10019869016631,33.189,1380.787
"1861","IGFS2014",2014,157,-10.537,51.137,"VIIj",4.70128512736185,15.724,142
"1862","IGFS2013",2013,58,-10.539,51.141,"VIIj",6.52081408290427,32.199,742.676
"1863","IGFS2011",2011,111,-9.974,51.142,"VIIj",6.08122728881987,3182.346,68916.366
"1864","IGFS2010",2010,162,-9.968,51.146,"VIIj",6.84979383852097,3358.088,62506.179
"1865","IGFS2008",2008,171,-9.949,51.148,"VIIj",4.60014286719074,490.824,4553.209
"1866","IGFS2016",2016,82,-9.944,51.16,"VIIj",5.50558284980169,515.62,4757.755
"1867","IGFS2009",2009,136,-9.938,51.164,"VIIj",6.8634594447344,700.743,6110.093
"1868","IGFS2013",2013,72,-9.933,51.168,"VIIj",6.75550351083808,206.589,2914.521
"1869","IGFS2012",2012,135,-9.931,51.168,"VIIj",5.75304295086872,569.752,4502.151
"1870","IGFS2005",2005,59,-9.934,51.17,"VIIj",5.90118992155147,56.8,764.526
"1871","IGFS2012",2012,149,-11.137,51.216,"VIIj",4.67470494943856,133.794,3603.148
"1872","IGFS2014",2014,156,-10.748,51.219,"VIIj",5.48323750264414,22.007,200
"1873","IGFS2016",2016,91,-10.743,51.227,"VIIj",4.3850430488597,36.736,259
"1874","IGFS2015",2015,128,-10.741,51.231,"VIIj",5.61582494573008,209.868,3477.139
"1875","IGFS2007",2007,159,-9.827,51.233,"VIIj",3.66350796700944,230.834,4290.895
"1876","IGFS2015",2015,129,-11.102,51.237,"VIIj",5.01600364542997,95.475,1880.264
"1877","IGFS2016",2016,92,-11.098,51.239,"VIIj",5.10624798915771,146.565,1303.961
"1878","IGFS2013",2013,130,-11.093,51.242,"VIIj",4.37991283810516,27.274,450.207
"1879","IGFS2013",2013,131,-11.462,51.246,"VIIj",2.90109227894508,69.329,717.853
"1880","IGFS2017",2017,63,-10.729,51.249,"VIIj",4.5544939029281,88.227,1225.918
"1881","IGFS2011",2011,103,-11.463,51.25,"VIIj",2.39649578245742,54.863,455.432
"1882","IGFS2017",2017,67,-11.464,51.251,"VIIj",1.63492813159115,62.976,666.012
"1883","IGFS2012",2012,68,-10.724,51.256,"VIIj",5.22577612687459,61.311,1346.143
"1884","IGFS2011",2011,133,-10.724,51.257,"VIIj",6.48553777905157,31.832,554.297
"1885","IGFS2012",2012,73,-9.793,51.257,"VIIj",6.26062766060675,26.078,705.455
"1886","IGFS2014",2014,76,-11.469,51.262,"VIIj",2.31934070206559,54.794,620.277
"1887","IGFS2008",2008,121,-9.788,51.262,"VIIj",5.74264071614295,327.197,5389.607
"1888","IGFS2012",2012,76,-9.236,51.264,"VIIj",6.71589464512495,33.556,584
"1889","IGFS2017",2017,126,-9.232,51.267,"VIIj",4.7308413589205,32.979,321.588
"1890","IGFS2009",2009,138,-11.472,51.269,"VIIj",2.81304251421652,17.681,167
"1891","IGFS2008",2008,129,-11.475,51.283,"VIIj",2.38174302530561,21.081,409.528
"1892","IGFS2012",2012,148,-11.475,51.283,"VIIj",1.94459838794788,41.676,306.748
"1893","IGFS2007",2007,98,-11.477,51.284,"VIIj",2.23094933064335,20.979,250.997
"1894","IGFS2014",2014,88,-9.223,51.288,"VIIj",5.18214374066896,22.982,386.031
"1895","IGFS2013",2013,118,-9.222,51.29,"VIIj",4.83982384925689,24.933,946.716
"1896","IGFS2011",2011,130,-9.222,51.29,"VIIj",7.68120033046755,82.504,1853.901
"1897","IGFS2016",2016,80,-9.225,51.291,"VIIj",7.98396648149964,62.251,3192.599
"1898","IGFS2015",2015,78,-9.221,51.291,"VIIj",5.9016585985658,53.65,1429.677
"1899","IGFS2014",2014,158,-10.308,51.294,"VIIj",5.79703949204278,76.874,1248.797
"1900","IGFS2011",2011,135,-10.346,51.31,"VIIj",5.60549379567329,79.003,3686.389
"1901","IGFS2012",2012,70,-10.349,51.312,"VIIj",5.43821661240694,63.461,2272.587
"1902","IGFS2017",2017,62,-10.379,51.323,"VIIj",4.35932402169698,27.167,905.43
"1903","IGFS2010",2010,66,-10.384,51.326,"VIIj",5.73370429320861,225.767,3402.061
"1904","IGFS2006",2006,122,-10.389,51.328,"VIIj",6.06010226311956,54.977,1508.917
"1905","IGFS2011",2011,112,-9.828,51.329,"VIIj",5.31524839289579,458.075,3759.541
"1906","IGFS2010",2010,163,-9.828,51.329,"VIIj",4.83114100753046,506.909,4262.286
"1907","IGFS2015",2015,59,-10.29,51.352,"VIIj",4.69362223233564,941.936,19824.331
"1908","IGFS2017",2017,96,-9.789,51.352,"VIIj",5.74697657055452,948.234,7869.727
"1909","IGFS2016",2016,176,-9.787,51.353,"VIIj",8.77143083249221,148.893,1095.876
"1910","IGFS2005",2005,58,-9.786,51.356,"VIIj",7.2246429966413,190.081,3416.723
"1911","IGFS2013",2013,71,-9.783,51.356,"VIIj",7.20834742956767,58.02,1045.876
"1912","IGFS2010",2010,127,-10.254,51.372,"VIIj",6.21729588278704,455.24,4099.328
"1913","IGFS2006",2006,103,-11.464,51.373,"VIIj",2.92055482360361,41.403,310.208
"1914","IGFS2013",2013,57,-10.254,51.374,"VIIj",6.16971928233892,168.331,4775.741
"1915","IGFS2009",2009,143,-10.249,51.376,"VIIj",5.18095619796863,282.323,6682.594
"1916","IGFS2016",2016,51,-10.244,51.378,"VIIj",5.46126283523172,64.67,801.776
"1917","IGFS2016",2016,93,-11.462,51.388,"VIIj",3.7365771629453,333.493,3883.896
"1918","IGFS2015",2015,77,-9.42,51.412,"VIIj",5.03641824547288,170.292,6081.365
"1919","IGFS2017",2017,127,-9.419,51.412,"VIIj",5.11609156195347,275.811,9686.853
"1920","IGFS2005",2005,55,-9.417,51.413,"VIIj",4.33156677962045,101.156,1866.501
"1921","IGFS2009",2009,80,-9.415,51.413,"VIIj",4.10795012837457,186.941,5394.12
"1922","IGFS2014",2014,87,-9.413,51.413,"VIIj",4.31406664590088,58.592,1758.683
"1923","IGFS2011",2011,136,-10.562,51.422,"VIIj",5.52750355787262,231.681,8706.962
"1924","IGFS2006",2006,176,-9.373,51.423,"VIIj",4.39929453546646,50.806,819.864
"1925","IGFS2012",2012,133,-9.344,51.424,"VIIj",2.98889139946796,27.157,882.96
"1926","IGFS2008",2008,101,-11.388,51.426,"VIIj",4.36653305246097,75.968,1310.316
"1927","IGFS2011",2011,131,-9.353,51.426,"VIIj",4.29402464393051,198.313,3846.826
"1928","IGFS2016",2016,79,-9.35,51.427,"VIIj",4.43420092763945,158.629,18248.377
"1929","IGFS2013",2013,117,-9.347,51.428,"VIIj",2.30950569523129,32.567,1099.014
"1930","IGFS2011",2011,104,-11.389,51.43,"VIIj",4.18478662625305,41.417,629.497
"1931","IGFS2010",2010,65,-10.616,51.431,"VIIj",5.70218038645126,213.264,3581.241
"1932","IGFS2017",2017,61,-10.624,51.432,"VIIj",6.36666985295367,52.292,266
"1933","IGFS2013",2013,132,-11.393,51.433,"VIIj",4.08707818967687,60.665,471
"1934","IGFS2010",2010,146,-11.391,51.44,"VIIj",3.78684545266837,155.896,1014.938
"1935","IGFS2010",2010,125,-9.693,51.446,"VIIj",3.51048211034846,878.071,5532.428
"1936","IGFS2014",2014,86,-9.69,51.446,"VIIj",5.12944076820902,100.766,1117.992
"1937","IGFS2008",2008,120,-9.69,51.446,"VIIj",4.6075469458278,316.114,2916.567
"1938","IGFS2007",2007,160,-9.69,51.447,"VIIj",3.9353708043468,235.122,10862.08
"1939","IGFS2008",2008,173,-10.789,51.451,"VIIj",4.23230690166131,184.902,6089.416
"1940","IGFS2013",2013,139,-10.415,51.452,"VIIj",5.95829681416864,89.796,2037.024
"1941","IGFS2014",2014,151,-10.416,51.454,"VIIj",7.79585349374006,281.313,4759.095
"1942","IGFS2011",2011,132,-9.646,51.456,"VIIj",4.63446214337446,148.807,3394.851
"1943","IGFS2006",2006,175,-9.646,51.457,"VIIj",4.46311293943858,42.355,629.395
"1944","IGFS2005",2005,56,-9.642,51.457,"VIIj",3.90846644310278,66.135,1145.374
"1945","IGFS2016",2016,94,-10.796,51.458,"VIIj",5.8215003049887,53.346,612
"1946","IGFS2010",2010,128,-10.796,51.458,"VIIj",4.30986300292884,63.785,1455.939
"1947","IGFS2014",2014,150,-10.796,51.458,"VIIj",5.27393382548858,21.65,240
"1948","IGFS2007",2007,164,-10.796,51.458,"VIIj",3.47264309825341,151.526,4779.548
"1949","IGFS2012",2012,134,-9.641,51.458,"VIIj",4.12126014352063,105.603,2555.335
"1950","IGFS2016",2016,175,-9.633,51.458,"VIIj",4.53246243268074,96.576,4682.35
"1951","IGFS2015",2015,125,-9.631,51.459,"VIIj",3.67844739595793,24.765,1428.123
"1952","IGFS2012",2012,150,-10.799,51.46,"VIIj",3.66237986082619,35.365,713.011
"1953","IGFS2009",2009,79,-9.626,51.46,"VIIj",4.48238830118225,170.859,4668.19
"1954","IGFS2009",2009,144,-10.802,51.463,"VIIj",5.15351789928471,520.109,29983.403
"1955","IGFS2015",2015,58,-10.455,51.473,"VIIj",6.39731309378149,151.428,2683.942
"1956","IGFS2016",2016,142,-10.464,51.477,"VIIj",6.48953212964141,75.09,564.647
"1957","IGFS2007",2007,163,-10.464,51.478,"VIIj",6.90886493891375,125.871,2911.808
"1958","IGFS2007",2007,97,-11.401,51.485,"VIIj",3.92128255834143,24.872,523
"1959","IGFS2016",2016,177,-10.085,51.488,"VIIj",5.29075245986257,139.336,3629.017
"1960","IGFS2017",2017,94,-10.084,51.488,"VIIj",5.94818323889916,98.773,7677.37
"1961","IGFS2015",2015,57,-10.829,51.489,"VIIj",5.89348619766155,92.257,2019.701
"1962","IGFS2007",2007,161,-10.082,51.49,"VIIj",3.41181512166858,118.086,2912.453
"1963","IGFS2015",2015,60,-10.077,51.491,"VIIj",3.97532379905198,209.618,19595.783
"1964","IGFS2014",2014,159,-10.076,51.491,"VIIj",4.72197782667183,147.686,3949.436
"1965","IGFS2013",2013,138,-10.83,51.492,"VIIj",4.66859845730345,149.889,5050.883
"1966","IGFS2012",2012,71,-10.078,51.492,"VIIj",4.41824243963251,439.923,10896.311
"1967","IGFS2006",2006,121,-10.834,51.496,"VIIj",4.47262383409217,134.007,6296.397
"1968","IGFS2009",2009,78,-10.048,51.507,"VIIj",4.44188825892783,743.516,13146.424
"1969","IGFS2006",2006,174,-10.045,51.509,"VIIj",5.10345784783191,270.383,3941.29
"1970","IGFS2011",2011,138,-10.043,51.509,"VIIj",6.79545258135917,300.83,7046.429
"1971","IGFS2010",2010,126,-10.034,51.513,"VIIj",4.10472192220711,293.181,2965.566
"1972","IGFS2013",2013,56,-10.031,51.515,"VIIj",4.44765318055537,418.939,6463.599
"1973","IGFS2005",2005,57,-10.027,51.517,"VIIj",5.97515562689307,127.221,2754.692
"1974","IGFS2008",2008,119,-10.025,51.517,"VIIj",4.23661655494683,390.124,3661.14
"1975","IGFS2017",2017,68,-11.382,51.59,"VIIj",3.25495384675827,15.484,160
"1976","IGFS2016",2016,96,-11.096,51.594,"VIIj",4.64420229274638,97.052,1038.119
"1977","IGFS2008",2008,102,-11.096,51.594,"VIIj",5.21289263802312,118.436,2874.788
"1978","IGFS2013",2013,133,-11.384,51.597,"VIIj",4.12403926137731,61.464,476
"1979","IGFS2006",2006,120,-11.098,51.598,"VIIj",6.29007416976093,145.463,4296.644
"1980","IGFS2016",2016,178,-9.834,51.599,"VIIj",6.25397371366561,245.067,1843.774
"1981","IGFS2009",2009,145,-11.102,51.6,"VIIj",4.30037892307925,364.099,17186.684
"1982","IGFS2011",2011,140,-11.105,51.603,"VIIj",5.67615891782562,91.933,3401.513
"1983","IGFS2009",2009,139,-11.387,51.604,"VIIj",4.50618264553086,155.314,3896.407
"1984","IGFS2005",2005,87,-11.106,51.604,"VIIj",4.08910460504927,391.591,2198.11
"1985","IGFS2010",2010,167,-11.109,51.606,"VIIj",4.96825140953669,90.031,1906.89
"1986","IGFS2005",2005,88,-11.389,51.607,"VIIj",4.27302652752142,97.184,2625.537
"1987","IGFS2006",2006,104,-11.388,51.607,"VIIj",3.65914766779616,41.324,740.389
"1988","IGFS2012",2012,72,-9.753,51.607,"VIIj",3.19725927648535,145.276,5755.17
"1989","IGFS2010",2010,144,-11.388,51.61,"VIIj",5.64276418034218,111.525,1295.087
"1990","IGFS2012",2012,67,-11.113,51.611,"VIIj",5.83272462612586,128.18,2753.158
"1991","IGFS2013",2013,136,-11.118,51.615,"VIIj",5.74006634563183,218.018,3471.705
"1992","IGFS2014",2014,85,-9.796,51.617,"VIIj",4.79951023355969,238.338,3859.051
"1993","IGFS2007",2007,96,-11.122,51.618,"VIIj",4.6909470526976,51.781,969.667
"1994","IGFS2017",2017,69,-11.121,51.618,"VIIj",3.09621575173188,30.453,161
"1995","IGFS2015",2015,61,-9.792,51.619,"VIIj",4.09188247246399,53.3,1173.326
"1996","IGFS2013",2013,55,-9.699,51.627,"VIIj",3.59626140732805,87.576,2714.519
"1997","IGFS2011",2011,137,-9.688,51.63,"VIIj",3.7489645204448,145.574,3767.901
"1998","IGFS2015",2015,126,-9.687,51.63,"VIIj",3.90564736895873,171.962,1662.161
"1999","IGFS2012",2012,66,-11.395,51.631,"VIIj",3.69151066225259,21.317,115
"2000","IGFS2016",2016,95,-10.806,51.632,"VIIj",6.00070147965185,51.799,491
"2001","IGFS2012",2012,151,-10.806,51.633,"VIIj",4.91201592542932,91.143,3297.53
"2002","IGFS2008",2008,174,-10.809,51.634,"VIIj",3.98886241890083,100.52,2972.398
"2003","IGFS2008",2008,100,-11.396,51.636,"VIIj",4.54342586544232,102.865,1368.285
"2004","IGFS2011",2011,141,-10.814,51.639,"VIIj",5.74950483203235,682.27,33319.996
"2005","IGFS2006",2006,118,-10.828,51.654,"VIIj",5.0353508684661,158.017,5380.411
"2006","IGFS2005",2005,75,-10.827,51.654,"VIIj",5.85196591179391,452.19,11083.027
"2007","IGFS2013",2013,137,-10.829,51.655,"VIIj",5.66172447326183,182.828,4492.073
"2008","IGFS2016",2016,179,-9.658,51.657,"VIIj",3.7502024328669,93.093,2016.909
"2009","IGFS2017",2017,95,-9.658,51.658,"VIIj",4.15575446800723,2687.312,303628.279
"2010","IGFS2010",2010,64,-10.834,51.659,"VIIj",6.463113139421,129.626,2574.349
"2011","IGFS2014",2014,75,-10.837,51.663,"VIIj",5.5374824189782,182.133,8344.507
"2012","IGFS2006",2006,119,-10.497,51.668,"VIIj",5.62262807013364,36.915,757.995
"2013","IGFS2005",2005,74,-10.497,51.669,"VIIj",8.3757808690102,154.14,1239.566
"2014","IGFS2014",2014,152,-10.494,51.669,"VIIj",5.6292030813425,59.24,952.183
"2015","IGFS2014",2014,160,-9.617,51.672,"VIIj",3.19823181635025,136.831,4228.063
"2016","IGFS2013",2013,140,-10.253,51.679,"VIIj",4.58339270836441,138.485,716.883
"2017","IGFS2010",2010,166,-10.462,51.68,"VIIj",6.75534534045608,101.784,1450.125
"2018","IGFS2007",2007,162,-10.249,51.681,"VIIj",4.79363775946564,212.443,8816.902
"2019","IGFS2009",2009,77,-10.456,51.683,"VIIj",6.26224348825262,458.588,8796.702
"2020","IGFS2017",2017,93,-10.453,51.683,"VIIj",7.52342287022893,88.581,2266.911
"2021","IGFS2013",2013,141,-10.451,51.684,"VIIj",5.55113873251955,171.219,4821.244
"2022","IGFS2011",2011,139,-10.206,51.689,"VIIj",4.01476088176288,74.817,2042.469
