"","FID","fldCruiseName","fldPrimeStation","fldGearCode","fldShotDepth","fldHaulDepth","fldCruiseStationNumber","HaulCnt","Gear_Type","SweepLngt","fldICESRectangle","fldValidityCode","fldDateTimeShot","TowDurationMin","fldShotLatDecimalDegrees","fldShotLonDecimalDegrees","fldHaulLatDecimalDegrees","fldHaulLonDecimalDegrees","fldStratum","DoorSpread","fldWingSpread","fldHeadlineHeight","Dist_Nmi","Dist_Km","AreaKmSq","ObsVal","SweepAngle","Warp","Heave_m","Pitch_deg","Roll_deg","WindSpeed_Kts","fldGearDamage","fldStationComment","LoadDate"
"1046",1046,"IGFS2009","FG112",101020101,243,235,19,1,"Groundgear_D","Long","41E0","V",2009-09-29 13:24:08,30,56.004,-9.216,56.035,-9.204,"VIaSlope",125,23.6,4.3,1.90363958175215,3.53179885297244,0.441474856621555,"Y",23.3015045512748,"790",196,5.5,14.8,20,"Nil
",NA,2018-03-13 00:40:05
"1047",1047,"IGFS2009","MB23",101020101,135,137,20,1,"Groundgear_D","Long","40E1","V",2009-09-29 15:57:08,30,55.997,-8.82,56.009,-8.871,"VIaDeep",113,22,4.4,1.86005181346745,3.4509310082884,0.38995520393659,"Y",20.9525661202979,"537",2.96,9.5,7.3,19,"Nil
",NA,2018-03-13 00:40:05
"1048",1048,"IGFS2009","FG118",101020101,129,127,21,1,"Groundgear_D","Long","41E1","V",2009-09-29 17:40:08,30,56.146,-8.804,56.16,-8.751,"VIaDeep",108,21.6,4.2,1.96411059944379,3.6439899804152,0.393550917884842,"Y",19.9848799707224,"500",2.85,5.8,12.5,23,"Nil
",NA,2018-03-13 00:40:05
"1049",1049,"IGFS2009","2",101020101,148,128,22,1,"Groundgear_D","Long","41E1","V",2009-09-30 06:19:08,29,56.311,-8.369,56.315,-8.313,"VIaDeep",107,20.3,4.6,1.88337712587653,3.49420617045739,0.373880060238941,"Y",19.7920639211258,"537",2.03,3,9.1,19,"Nil
","hauled a bit early to avoid unknown mark on sodena",2018-03-13 00:40:05
"1050",1050,"IGFS2009","MB48",101020101,172,171,23,1,"Groundgear_D","Long","41E1","V",2009-09-30 07:55:08,31,56.292,-8.101,56.284,-8.045,"VIaDeep",122,22.5,4,1.92991218746528,3.58054209177233,0.436826135196224,"Y",22.7105527692059,"642",2.07,4.2,12.5,14,"Nil
",NA,2018-03-13 00:40:05
"1051",1051,"IGFS2009","MB2",101020101,94,113,24,1,"Groundgear_D","Long","41E2","V",2009-09-30 09:57:08,30,56.19,-7.79,56.215,-7.746,"VIaMedium",109,22.7,4.3,2.10185869915572,3.89955231754307,0.425051202612195,"Y",20.1779322895175,"425",1.93,4.8,8.5,15,"Nil
",NA,2018-03-13 00:40:05
"1052",1052,"IGFS2009","FG144",101020101,153,154,25,1,"Groundgear_D","Long","41E2","V",2009-09-30 12:01:08,30,56.339,-7.616,56.332,-7.558,"VIaDeep",109,22.3,4.1,1.9787051447725,3.67106705894713,0.400146309425237,"Y",20.1779322895175,"560",1.47,4.1,7,11,"Nil
",NA,2018-03-13 00:40:05
"1053",1053,"IGFS2009","FG142",101020101,95,90,26,1,"Groundgear_D","Long","41E2","V",2009-09-30 14:29:08,30,56.243,-7.19,56.232,-7.135,"VIaMedium",99.5,19.9,4.5,1.95322299303231,3.62379033957757,0.360567138787968,"Y",18.3531723088651,"395",1.47,3.6,5.1,18,"Nil
",NA,2018-03-13 00:40:05
"1054",1054,"IGFS2009","SC583",101020101,78,82,27,1,"Groundgear_D","Short","41E3","V",2009-09-30 16:44:08,30,56.372,-6.794,56.402,-6.767,"VIaCoast",77,20.7,4.3,2.01242991965074,3.73363621456538,0.287489988521534,"Y",21.9493252742842,"336",0.92,2.5,3.8,22,"Nil
",NA,2018-03-13 00:40:05
"1055",1055,"IGFS2009","FG117",101020101,72,75,28,1,"Groundgear_D","Short","41E3","V",2009-10-01 06:13:08,30,56.199,-6.778,56.186,-6.828,"VIaCoast",64,18,4.8,1.84608491527365,3.42501839568395,0.219201177323773,"Y",18.1001918078743,"310",1.71,5.6,3.3,13,"Nil
","Towed this with a funny dogleg like in 2006, which wasnt really neccesary. 
Caught one old pot in the bridles",2018-03-13 00:40:05
"1056",1056,"IGFS2009","FG116",101020101,96,84,29,1,"Groundgear_D","Short","41E2","V",2009-10-01 08:13:08,30,56.052,-7.054,56.052,-6.994,"VIaCoast",79,20.3,4.2,2.0150721079696,3.73853823370984,0.295344520463077,"Y",22.550348789434,"425",1.38,4.2,5.4,13,"Nil
",NA,2018-03-13 00:40:05
"1057",1057,"IGFS2009","SC573",101020101,47,59,30,1,"Groundgear_D","Short","40E3","V",2009-10-01 10:13:08,30,55.922,-6.673,55.89,-6.683,"VIaCoast",75,19.5,4.7,1.94975890227622,3.61736345505792,0.271302259129344,"Y",21.3508319569858,"274",1.77,3.4,7,13,"Nil
",NA,2018-03-13 00:40:05
"1058",1058,"IGFS2009","31A",101020101,53,56,31,1,"Groundgear_D","Short","40E2","V",2009-10-01 12:12:08,30,55.868,-7.064,55.839,-7.085,"VIaCoast",76,18.9,4.3,1.8791809817886,3.4864211164909,0.264968004853309,"Y",21.6497684249468,"280",1.76,4.1,8.4,17,"Nil
","pescawin crashed , missed first 2 minutes of tow",2018-03-13 00:40:05
"1059",1059,"IGFS2009","SC575",101020101,113,115,32,1,"Groundgear_D","Long","40E2","V",2009-10-01 14:21:08,30,55.979,-7.213,55.979,-7.272,"VIaMedium",111,19.8,4.7,1.98522828176388,3.68316935392186,0.408831798285326,"Y",20.5647580467302,"440",1.74,4.5,6.7,18,"Nil
",NA,2018-03-13 00:40:05
"1060",1060,"IGFS2009","FG93",101020101,156,161,33,1,"Groundgear_D","Long","41E2","V",2009-10-01 16:45:08,30,56.057,-7.652,56.038,-7.701,"VIaDeep",110,21.1,NA,2.00223946621621,3.71472999297997,0.408620299227797,"Y",20.3712239480185,"507",2.04,4.8,6.4,19,"Nil
",NA,2018-03-13 00:40:05
"1061",1061,"IGFS2009","MB24",101020101,255,153,34,1,"Groundgear_D","Long","41E1","V",2009-10-02 06:22:08,30,56.041,-8.03,56.025,-8.081,"VIaDeep",111,21.2,NA,1.96433804884355,3.64441196445927,0.404529728054979,"Y",20.5647580467302,"550",2.13,9.2,5.8,24,"Nil
",NA,2018-03-13 00:40:05
"1062",1062,"IGFS2009","FG119",101020101,140,147,35,1,"Groundgear_D","Long","41E1","V",2009-10-02 08:47:08,30,56.023,-8.41,55.994,-8.382,"VIaDeep",107,20.3,4.2,1.97869311316348,3.67104473685247,0.392801786843214,"Y",19.7920639211258,"520",2.28,6.2,11.2,25,"Small tear in bottom of wing, stones in bag
",NA,2018-03-13 00:40:05
"1063",1063,"IGFS2009","MMMA3",101020101,137,149,36,1,"Groundgear_D","Long","40E1","V",2009-10-02 11:09:08,30,55.818,-8.365,55.826,-8.308,"VIaDeep",106,20.2,4.2,1.98463751596461,3.68207331347793,0.390299771228661,"Y",19.5994810996481,"500",2.48,5.6,12.5,20,"Nil
",NA,2018-03-13 00:40:05
"1064",1064,"IGFS2009","FG96",101020101,174,169,37,1,"Groundgear_D","Long","40E2","V",2009-10-02 13:20:08,30,55.924,-7.971,55.91,-7.92,"VIaDeep",116,21.4,4.1,1.91314594913958,3.54943589821814,0.411734564193304,"Y",21.5361758353133,"600",2.06,7.2,7.4,23,"Nil
",NA,2018-03-13 00:40:05
"1065",1065,"IGFS2009","MB6",101020101,136,133,38,1,"Groundgear_D","Long","40E2","V",2009-10-02 15:05:08,30,55.876,-7.662,55.861,-7.607,"VIaDeep",107,20.8,4.3,2.06269765981458,3.82689732804189,0.409478014100482,"Y",19.7920639211258,"510",1.75,6.9,5.7,33,"Nil
",NA,2018-03-13 00:40:05
"1066",1066,"IGFS2009","31",101020101,58,57,39,1,"Groundgear_D","Short","40E2","V",2009-10-02 17:38:08,30,55.695,-7.198,55.665,-7.219,"VIaCoast",78,20,4.2,1.93600198946335,3.5918404257205,0.280163553206199,"Y",22.2495146235435,"280",2.92,7.5,9.5,25,"Nil
",NA,2018-03-13 00:40:05
"1067",1067,"IGFS2009","COD2",101020101,79,75,40,1,"Groundgear_D","Short","39E3","V",2009-10-04 06:22:08,30,55.368,-6.828,55.368,-6.88,"VIaCoast",77,20.9,4,1.77717409851737,3.29716901394688,0.25388201407391,"Y",21.9493252742842,"340",3.72,11.4,6,13,"Nil
","Strong tide against",2018-03-13 00:40:05
"1068",1068,"IGFS2009","33",101020101,75,80,41,1,"Groundgear_D","Short","40E2","V",2009-10-04 08:44:08,30,55.508,-7.028,55.528,-7.072,"VIaCoast",78,20.7,3.9,1.91953687449887,3.56129290259531,0.277780846402434,"Y",22.2495146235435,"320",1.93,6.6,3,9,"Small tear in pt wing
","Still strong tide",2018-03-13 00:40:05
"1069",1069,"IGFS2009","FG100",101020101,57,57,42,1,"Groundgear_D","Short","40E2","V",2009-10-04 10:29:08,30,55.502,-7.363,55.502,-7.421,"VIaCoast",79,20,4.4,1.97552960986685,3.66517552850993,0.289548866752285,"Y",22.550348789434,"274",2.15,7,9.2,10,"Nil
","Hard but even ground, no damage
Door and headline sensors unstable",2018-03-13 00:40:05
"1070",1070,"IGFS2009","FG114",101020101,69,69,43,1,"Groundgear_D","Short","40E2","V",2009-10-04 12:04:08,30,55.616,-7.537,55.616,-7.594,"VIaCoast",72,20.1,4.4,1.9358560326821,3.59156963391854,0.258593013642135,"Y",20.4576265070529,"310",2.88,5.7,10.4,20,"Nil
",NA,2018-03-13 00:40:05
"1071",1071,"IGFS2009","MB7",101020101,67,65,44,1,"Groundgear_D","Short","40E2","V",2009-10-04 13:34:08,30,55.534,-7.748,55.504,-7.773,"VIaCoast",80,20.1,4.3,1.99132720997736,3.69448461962405,0.295558769569924,"Y",22.8518402928684,"310",3.27,4.5,7,14,"Couple of small tears in wing
",NA,2018-03-13 00:40:05
"1072",1072,"IGFS2009","MB8",101020101,69,64,45,1,"Groundgear_D","Short","39E2","V",2009-10-04 15:27:08,30,55.396,-7.98,55.386,-7.924,"VIaCoast",69,21,4.3,2.00468824543314,3.71927318262178,0.256629849600903,"Y",19.5695860557249,"320",1.25,5.9,8.5,24,"Nil
",NA,2018-03-13 00:40:05
"1073",1073,"IGFS2009","FG115",101020101,21,19,46,1,"Groundgear_D","Short","39E2","V",2009-10-04 17:32:08,30,55.246,-7.583,55.214,-7.589,"VIaCoast",63,17.1,4.9,1.93117527426077,3.58288548100328,0.225721785303206,"Y",17.8078193659074,"162",0.68,3.6,3.4,11,"Nil
",NA,2018-03-13 00:40:05
"1074",1074,"IGFS2009","10",101020101,26,39,47,1,"Groundgear_D","Short","39E2","V",2009-10-05 06:13:08,30,55.205,-7.909,55.233,-7.942,"VIaCoast",66,17.4,NA,2.02594965434038,3.75871921027899,0.248075467878413,"Y",18.6864122369248,"195",0.48,1.8,1.4,9,"Nil
",NA,2018-03-13 00:40:05
"1075",1075,"IGFS2009","9",101020101,79,76,48,1,"Groundgear_D","Short","39E1","V",2009-10-05 08:03:08,30,55.356,-8.193,55.378,-8.236,"VIaCoast",74,19.4,NA,1.97550000738341,3.66512060739037,0.271218924946887,"Y",21.0525039441795,"336",1.11,2.9,3.1,14,"Nil
",NA,2018-03-13 00:40:05
"1076",1076,"IGFS2009","GD2",101020101,86,85,49,1,"Groundgear_D","Long","40E1","V",2009-10-05 10:24:08,30,55.593,-8.267,55.576,-8.319,"VIaMedium",105,19,4.1,2.04074284488299,3.78616483280704,0.397547307444739,"Y",19.4071284940789,"366",1.51,2,6,19,"Nil
",NA,2018-03-13 00:40:05
"1077",1077,"IGFS2009","6A",101020101,93,95,50,1,"Groundgear_D","Long","40E1","V",2009-10-05 12:21:08,30,55.665,-8.629,55.673,-8.685,"VIaMedium",104,20.4,4.4,1.95906134459116,3.63462216065151,0.378000704707757,"Y",19.2150031205302,"400",1.34,3.7,1.7,24,"Few small stones
",NA,2018-03-13 00:40:05
"1078",1078,"IGFS2009","12",101020101,103,102,51,1,"Groundgear_D","Long","39E1","V",2009-10-05 14:45:08,30,55.45,-8.602,55.421,-8.575,"VIaMedium",104,20.1,4.3,1.96900274261527,3.65306631282982,0.379918896534301,"Y",19.2150031205302,"410",1.2,2.6,2.9,22,"Small teras in wings
",NA,2018-03-13 00:40:05
"1079",1079,"IGFS2009","MB106",101020101,99,101,52,1,"Groundgear_D","Long","39E1","V",2009-10-05 16:48:08,30,55.273,-8.707,55.272,-8.766,"VIaMedium",102,19.6,4.4,2.0221523139489,3.75167405185324,0.382670753289031,"Y",18.8314222723458,"400",1.97,4.8,6.7,25,"Nil
","New tow based on SBS backscatter info. Soft, flat ground, but hard to east and west of tow",2018-03-13 00:40:05
"1080",1080,"IGFS2009","FG151",101020101,236,258,53,1,"Groundgear_D","Long","38D9","V",2009-10-06 06:22:08,30,54.969,-10.166,54.943,-10.201,"VIaDeep",127,23,4.8,1.97344379683368,3.66130574551702,0.464985829680662,"Y",23.6969312997611,"690",1.38,3.8,6,21,"Nil
","Station is assigned to VIaDeep but actual depth is 236-258.
Briefly lost bottom contact towards end of tow. Headline increased steadily from 3.6 to 5.5 during tow, wings and doors stayed constant.",2018-03-13 00:40:05
"1081",1081,"IGFS2009","FG101",101020101,117,115,54,1,"Groundgear_D","Long","38D9","I",2009-10-06 08:15:08,30,54.784,-10.071,54.754,-10.097,"VIaMedium",106,20,4.1,2.01336704685158,3.73537485501221,0.395949734631294,"Y",19.5994810996481,"460",0.83,3.9,5.4,20,"6 ft tear in belly, behind footrope, no major damage but possibly afftected the catch.",NA,2018-03-13 00:40:05
"1082",1082,"IGFS2009","FG113",101020101,218,211,55,1,"Groundgear_D","Long","38D9","V",2009-10-06 10:24:08,30,54.743,-10.431,54.714,-10.459,"VIaSlope",118,22.2,4.1,1.99325249807243,3.69805658269468,0.436370676757972,"Y",21.9265520801114,"760",1.11,2.7,5,18,"Nil
","headline and TEY quite wobbly",2018-03-13 00:40:05
"1083",1083,"IGFS2009","FG149",101020101,226,234,56,1,"Groundgear_D","Long","38D9","V",2009-10-06 12:03:08,30,54.604,-10.584,54.576,-10.615,"VIaSlope",124,22.8,3.9,1.99726466731125,3.70550031041048,0.4594820384909,"Y",23.1042324731245,"738",1.76,5.4,4.7,16,"Nil
",NA,2018-03-13 00:40:05
"1084",1084,"IGFS2009","62",101010101,38,40.5,57,1,"Groundgear_A","Short","35E0","I",2009-10-29 16:27:08,17,53.191,-9.394,53.193,-9.427,"VIIbCoast",77.3,NA,5.1,1.19490346152204,2.21688953900193,0.171365561364849,"Y",22.0393151100448,"226",7.9,2.3,2.7,18,"No damage, test tow only.","First Test Tow for Leg3
",2018-03-13 00:40:05
"1085",1085,"IGFS2009","62",101010101,40,36.9,58,1,"Groundgear_A","Short","35E0","V",2009-10-29 17:28:08,30,53.195,-9.452,53.193,-9.396,"VIIbCoast",71.9,19.1,5,2.02093907491748,3.74942314455934,0.269583524093816,"Y",20.4279436369907,"226",6.9,1.9,4.1,15,"Nil
","1st tow of leg 2. Trawlspeed just back from repair for 2 new batteries. Looks like low charge, lost signal. Changing wing sensor mounting also.

",2018-03-13 00:40:05
"1086",1086,"IGFS2009","20",101010101,53.2,50.4,59,1,"Groundgear_A","Short","37E0","V",2009-10-30 07:18:08,30,54.34,-9.627,54.347,-9.683,"VIIbCoast",73.6,NA,4.7,2.00743197812895,3.72436359578654,0.27411316064989,"Y",20.9333404706955,"242",9.3,1.4,2.7,32,"Wing sensors bit dodgy","Wing sensors bit dodgy. 1/3 of a hopper, MAC and some rays",2018-03-13 00:40:05
"1087",1087,"IGFS2009","25",101010101,45.4,67.1,60,1,"Groundgear_A","Short","37E0","V",2009-10-30 09:44:08,31,54.304,-9.907,54.336,-9.921,"VIIbCoast",74.4,NA,4.8,1.98169003208711,3.67660488327849,0.27353940331592,"Y",21.1717628901315,"274",1.85,3,4,24,"New version of to from Michael Munly. Wing sensor not working properly","New version of to from Michael Munly. Wing sensor not working properly",2018-03-13 00:40:05
"1088",1088,"IGFS2009","22",101010101,118.7,127.4,61,1,"Groundgear_A","Long","37D9","V",2009-10-30 12:15:08,30,54.302,-10.315,54.288,-10.367,"VIIbMedium",107,19.4,4.6,2.00895870809046,3.72719611890623,0.398809984722966,"Y",19.7920639211258,"451",3.74,9.9,4.8,26,"Nil
","Boarfish, 2 lifts",2018-03-13 00:40:05
"1089",1089,"IGFS2009","21",101010101,180.6,181.8,62,1,"Groundgear_A","Long","37D9","V",2009-10-30 15:12:08,31,54.152,-10.694,54.184,-10.673,"VIIbDeep",123,22,4.2,2.05725588894087,3.81680127818343,0.469466557216561,"Y",22.9072497416419,"620",3.9,9.6,16.2,23,"Nil
",NA,2018-03-13 00:40:05
"1090",1090,"IGFS2009","FG186",101010101,220.8,219.1,63,1,"Groundgear_A","Long","37D9","I",2009-10-30 17:14:08,29,54.401,-10.676,54.432,-10.674,"VIIbSlope",132,25.5,4.3,1.86124087536624,3.45313706004867,0.455814091926425,"Y",24.6908208098671,"715",3.17,8.1,15.9,23,"Tore both wings badly to the Karflex at 120, then alot of holes in the bad. Many large stones, new tow. Trawl sent ashore.",NA,2018-03-13 00:40:05
"1091",1091,"IGFS2009","SC554",101010101,67.2,66.8,64,1,"Groundgear_A","Short","37E1","V",2009-10-31 10:46:08,31,54.462,-8.82,54.463,-8.879,"VIIbCoast",80.3,NA,4,2.06306392754249,3.82757686000461,0.30735442185837,"Y",22.9424178224421,"310",2.42,6.5,3,18,"Wing sensor still playing up",NA,2018-03-13 00:40:05
"1092",1092,"IGFS2009","MM1",101010101,45,40.4,65,1,"Groundgear_A","Short","37E0","V",2009-10-31 13:26:08,30,54.321,-9.265,54.329,-9.32,"VIIbCoast",75.1,NA,3.9,1.98764227244941,3.68764800083379,0.276942364862617,"Y",21.3806980279987,"242",1.03,3.1,2.2,15,"Nil
",NA,2018-03-13 00:40:05
"1093",1093,"IGFS2009","MM2",101010101,97.2,93.4,66,1,"Groundgear_A","Long","37E0","V",2009-10-31 16:11:08,30,54.479,-9.67,54.468,-9.617,"VIIbMedium",109,20.5,4.1,1.9660629033608,3.64761206560446,0.397589715150886,"Y",20.1779322895175,"395",2.77,6.2,12.5,24,"Nil
",NA,2018-03-13 00:40:05
"1094",1094,"IGFS2009","FG83",101010101,45.5,49.6,67,1,"Groundgear_A","Short","36E0","V",2009-11-01 07:21:08,30,53.844,-9.984,53.839,-10.039,"VIIbCoast",79.8,NA,4.2,1.97429075299191,3.66287709274938,0.2922975920014,"Y",22.7914887971545,"250",3.05,9.9,4.9,10,"Wings probably need charging",NA,2018-03-13 00:40:05
"1095",1095,"IGFS2009","FG80",101010101,89.3,100.9,68,1,"Groundgear_A","Long","36D9","V",2009-11-01 09:37:08,30,53.713,-10.348,53.69,-10.389,"VIIbMedium",109,NA,4.3,2.00846937141797,3.72628825866042,0.406165420193986,"Y",20.1779322895175,"400",3.86,9.3,6.9,11,"No wings data again!",NA,2018-03-13 00:40:05
"1096",1096,"IGFS2009","FG82",101010101,126.1,143,69,1,"Groundgear_A","Long","36D9","V",2009-11-01 12:10:08,30,53.878,-10.557,53.904,-10.592,"VIIbDeep",111,NA,3.9,1.99282722662118,3.69726758185748,0.41039670158618,"Y",20.5647580467302,"455",4.69,6.7,15.9,22,"Nil
",NA,2018-03-13 00:40:05
"1097",1097,"IGFS2009","95",101010101,156.8,159,70,1,"Groundgear_A","Long","36D9","V",2009-11-01 14:53:08,30,53.716,-10.875,53.748,-10.862,"VIIbDeep",113,20.6,4.2,1.974614988725,3.66347864327458,0.413973086690028,"Y",20.9525661202979,"560",3.63,5.8,13.2,20,"Nil
",NA,2018-03-13 00:40:05
"1098",1098,"IGFS2009","MB1",101010101,180.9,180.7,71,1,"Groundgear_A","Long","36D8","V",2009-11-01 16:50:08,30,53.81,-11.019,53.839,-11.044,"VIIbDeep",122,NA,3.8,1.9529819927151,3.62334321468479,0.442047872191544,"Y",22.7105527692059,"630",7.04,7.1,11.8,21,"Nil
",NA,2018-03-13 00:40:05
"1099",1099,"IGFS2009","FG91",101010101,284.2,298.4,72,1,"Groundgear_A","Long","37D8","V",2009-11-02 07:30:08,30,54.219,-11.001,54.252,-11,"VIIbSlope",126,23.9,3.9,1.98017201473307,3.67378852455115,0.462897354093445,"Y",23.4990696038922,"869",3.4,10.1,22.4,17,"Nil
",NA,2018-03-13 00:40:05
"1100",1100,"IGFS2009","FG87",101010101,304.2,310.1,73,1,"Groundgear_A","Long","37D8","V",2009-11-02 09:54:08,29,54.154,-11.24,54.135,-11.289,"VIIbSlope",130,23.1,3.6,2.06837389070709,3.83742836865879,0.498865687925643,"Y",24.292333566955,"900",4.95,11.4,16.6,11,"Nil
",NA,2018-03-13 00:40:05
"1101",1101,"IGFS2009","FG76",101010101,221.4,222.7,74,1,"Groundgear_A","Long","36D8","V",2009-11-02 12:13:08,29,53.948,-11.187,53.918,-11.207,"VIIbSlope",130,22.6,4.1,1.93404680119485,3.58821298922977,0.466467688599871,"Y",24.292333566955,"740",5.47,10.6,25,14,"Nil
",NA,2018-03-13 00:40:05
"1102",1102,"IGFS2009","FG99",101010101,312.3,324.2,75,1,"Groundgear_A","Long","36D8","V",2009-11-02 14:40:08,30,53.955,-11.52,53.953,-11.576,"VIIbSlope",131,23.1,3.8,1.9851500551885,3.68302422112894,0.482476172967891,"Y",24.4914193726564,"909",5.23,10.7,8.4,15,"Warp even, but pressure > Stbd side.","Warp even, but pressure > Stbd side. Very poor catch ~ 2 boxes.",2018-03-13 00:40:05
"1103",1103,"IGFS2009","PO113",101010101,375.1,382.1,76,1,"Groundgear_A","Long","36D8","V",2009-11-02 16:56:08,30,53.95,-11.887,53.951,-11.942,"VIIbSlope",135,22.7,3.8,1.94722372600639,3.61265997403784,0.487709096495108,"Y",25.2909584745894,"1035",4.81,15.1,11.4,20,"Warp on port side 20m longer than stbd","Warp on port side 20m longer than stbd
",2018-03-13 00:40:05
"1104",1104,"IGFS2009","43",101010101,88.8,83.8,77,1,"Groundgear_A","Long","32D9","V",2009-11-03 08:32:08,30,51.683,-10.456,51.667,-10.5,"VIIjMedium",111,21.1,4.3,1.90053448207667,3.52603800014224,0.391390218015789,"Y",20.5647580467302,"400",9.4,22.4,17.6,28,"Nil
",NA,2018-03-13 00:40:05
"1105",1105,"IGFS2009","FG33",101010101,71.7,70.7,78,1,"Groundgear_A","Short","31D9","V",2009-11-03 11:42:08,30,51.507,-10.048,51.485,-10.089,"VIIjCoast",84.5,20.6,4,2.02381891087244,3.75476606840899,0.31727773278056,"Y",24.2170331384403,"328",6.37,15.4,18,26,"Nil
",NA,2018-03-13 00:40:05
"1106",1106,"IGFS2009","FG9",101010101,49,54.8,79,1,"Groundgear_A","Short","31E0","V",2009-11-03 14:21:08,31,51.46,-9.626,51.45,-9.675,"VIIjCoast",83.4,19.8,4.1,1.93126082680834,3.58304420558134,0.298825886745483,"Y",23.8820014719826,"274",4.6,11.3,4.9,29,"Nil
",NA,2018-03-13 00:40:05
"1107",1107,"IGFS2009","FG56",101010101,67.3,66.2,80,1,"Groundgear_A","Short","31E0","V",2009-11-03 16:01:08,29,51.413,-9.415,51.424,-9.365,"VIIjCoast",85.7,20.9,4.3,1.98742044627403,3.68723644948799,0.315996163721121,"Y",24.5835304749471,"305",3.39,8.7,5,27,"Nil
",NA,2018-03-13 00:40:05
"1108",1108,"IGFS2009","FG177",101010101,31.7,37.4,81,1,"Groundgear_A","Short","33E2","V",2009-11-04 07:11:08,30,52.057,-7.483,52.025,-7.498,"VIIgCoast",74.4,18.3,4.4,1.99772365759563,3.70635186937965,0.275752579081846,"Y",21.1717628901315,"210",3.7,3.4,4.1,17,"Nil
","Mostly whiting and flats. Mine Head.",2018-03-13 00:40:05
"1109",1109,"IGFS2009","FG138",101010101,61.3,64.6,82,1,"Groundgear_A","Short","32E2","V",2009-11-04 08:46:08,30,51.926,-7.393,51.899,-7.424,"VIIgCoast",84.1,NA,4.6,1.98593967320397,3.68448918961776,0.309865540846854,"Y",24.095102191085,"290",2.65,11.4,8.6,28,"Nil
",NA,2018-03-13 00:40:05
"1110",1110,"IGFS2009","FG46",101010101,72,74.1,83,1,"Groundgear_A","Short","32E2","I",2009-11-04 11:09:08,29,51.843,-7.061,51.811,-7.081,"VIIgCoast",84.7,20.3,4.3,2.05796589401256,3.81811854176728,0.323394640487689,"Y",24.2780423640782,"336",4.58,12.4,8.6,18,"Large tear around footrope. Probably a stone, beam trawlers in area, clear tow historically.","Just otoliths taken",2018-03-13 00:40:05
"1111",1111,"IGFS2009","33A",101010101,54.4,59.7,84,1,"Groundgear_A","Short","33E3","V",2009-11-04 14:46:08,30,52.005,-6.756,51.974,-6.737,"VIIgCoast",79.1,19.2,4.3,1.98781123409774,3.68796147327966,0.291717752536421,"Y",22.5804681511908,"274",3.58,6,14.6,19,"Nil
",NA,2018-03-13 00:40:05
"1112",1112,"IGFS2009","CN207",101010101,74.8,75.6,85,1,"Groundgear_A","Short","32E3","V",2009-11-04 16:43:08,29,51.796,-6.683,51.772,-6.719,"VIIgCoast",82.1,NA,4.4,1.96585771146947,3.64723137563909,0.299437695939969,"Y",23.4871689847849,"336",3.73,12.9,5.3,18,"Nil
",NA,2018-03-13 00:40:05
"1113",1113,"IGFS2009","69",101010101,72.6,65.2,86,1,"Groundgear_A","Short","32E3","V",2009-11-05 07:03:08,30,51.833,-6.503,51.805,-6.474,"VIIgCoast",80.6,19.6,4.3,1.99534801737421,3.70194437360707,0.29837671651273,"Y",23.0330560042506,"320",4.34,6.3,15.9,22,"Nil
",NA,2018-03-13 00:40:05
"1114",1114,"IGFS2009","FG25",101010101,79.1,83.8,87,1,"Groundgear_A","Short","33E3","V",2009-11-05 09:21:08,28,52.008,-6.249,52.019,-6.202,"VIIgCoast",88.9,19.8,4.4,1.86020559070667,3.45121630928881,0.306813129895775,"Y",25.5661831441377,"351",1.86,6.5,4.8,29,"Nil
",NA,2018-03-13 00:40:05
"1115",1115,"IGFS2009","FG26",101010101,111.2,112.3,88,1,"Groundgear_A","Long","32E3","V",2009-11-05 11:41:08,30,51.835,-6.079,51.8,-6.073,"VIIgMedium",115,21.3,3.9,2.11080661080173,3.91615326679356,0.450357625681259,"Y",21.3413819366318,"453",3.7,7.5,13.3,28,"Nil
",NA,2018-03-13 00:40:05
"1116",1116,"IGFS2009","40",101010101,113.4,118.7,89,1,"Groundgear_A","Long","32E4","V",2009-11-05 13:28:08,30,51.736,-5.893,51.757,-5.849,"VIIgMedium",116,21.2,3.6,2.06613791142363,3.83327998408836,0.44466047815425,"Y",21.5361758353133,"453",2.8,8.3,9.5,28,"Nil
",NA,2018-03-13 00:40:05
