"","FID","fldCruiseName","fldPrimeStation","fldGearCode","fldShotDepth","fldHaulDepth","fldCruiseStationNumber","HaulCnt","Gear_Type","SweepLngt","fldICESRectangle","fldValidityCode","fldDateTimeShot","TowDurationMin","fldShotLatDecimalDegrees","fldShotLonDecimalDegrees","fldHaulLatDecimalDegrees","fldHaulLonDecimalDegrees","fldStratum","DoorSpread","fldWingSpread","fldHeadlineHeight","Dist_Nmi","Dist_Km","AreaKmSq","ObsVal","SweepAngle","Warp","Heave_m","Pitch_deg","Roll_deg","WindSpeed_Kts","fldGearDamage","fldStationComment","LoadDate"
"460",460,"IGFS2005","SC573",101020101,58,55,133,1,"Groundgear_D","Short","40E3","V",2005-11-22 16:19:00,30,55.903,-6.679,55.933,-6.669,"VIaCoast",78,20,4.7,1.83164376388106,3.39822590701495,0.265061620747166,"Y",22.2495146235435,"290",NA,NA,NA,14,"Nil. No mini-CTD on this tow. Mounting brackets broken.","Nil. No mini-CTD on this tow. Mounting brackets broken.",2018-03-13 00:40:05
"461",461,"IGFS2005","32",101020101,61,59,134,1,"Groundgear_D","Short","40E2","V",2005-11-23 07:43:00,30,55.623,-7.324,55.597,-7.308,"VIaCoast",84,18,4.7,1.65219115219467,3.06528970722574,0.257484335406962,"Y",24.0646376034906,"300",NA,NA,NA,11,"Nil. Mini-CTD lashed to door for this tow.","Nil. Mini-CTD lashed to door for this tow.",2018-03-13 00:40:05
"462",462,"IGFS2005","33",101020101,79,77,135,1,"Groundgear_D","Short","40E2","V",2005-11-23 09:21:00,30,55.535,-7.085,55.515,-7.044,"VIaCoast",84,21,4.6,1.84074363122839,3.41510877778922,0.286869137334295,"Y",24.0646376034906,"330",NA,NA,NA,15,"Nil
","Nil
",2018-03-13 00:40:05
"463",463,"IGFS2005","COD1",101020101,68,77,136,1,"Groundgear_D","Short","39E3","V",2005-11-23 11:10:00,30,55.368,-6.895,55.367,-6.842,"VIaCoast",75,21,4.8,1.81236704099477,3.36246204266191,0.252184653199643,"Y",21.3508319569858,"300",NA,NA,NA,11,"Nil. Towing down slope with 0.5 knot tide on port side.","Nil. Towing down slope with 0.5 knot tide on port side.",2018-03-13 00:40:05
"464",464,"IGFS2005","FG98",101020101,140,145,137,1,"Groundgear_D","Long","39E3","V",2005-11-23 13:27:00,30,55.294,-6.491,55.281,-6.527,"VIaMedium",116,20,4.5,1.4589171214671,2.70671080049554,0.313978452857483,"Y",21.5361758353133,"470",NA,NA,NA,15,"Nil. Fished against tide. Slow through water. Fast through net","Nil. Fished against tide. Slow through water. Fast through net",2018-03-13 00:40:05
"465",465,"IGFS2005","FG45",101020101,175,173,138,1,"Groundgear_D","Long","39E3","V",2005-11-23 15:17:00,30,55.346,-6.322,55.373,-6.305,"VIaMedium",113,19,4.6,1.72125312282431,3.19341952286514,0.360856406083761,"Y",20.9525661202979,"580",NA,NA,NA,15,"Nil
","Nil
",2018-03-13 00:40:05
"466",466,"IGFS2005","COD4",101020101,47,48,139,1,"Groundgear_D","Short","39E2","I",2005-11-23 18:58:00,30,55.389,-6.995,55.411,-7.035,"VIaCoast",83,20,5.1,1.89964631127383,3.52439018789208,0.292524385595042,"Y",23.7603872333566,"260",NA,NA,NA,20,"Night tow on Cape grounds. Running ahead of tide","Night tow on Cape grounds. Running ahead of tide",2018-03-13 00:40:05
"467",467,"IGFS2005","MB7",101020101,66,68,140,1,"Groundgear_D","Short","40E2","V",2005-11-24 07:54:00,30,55.515,-7.768,55.537,-7.746,"VIaCoast",85,20,5.1,1.5178025309369,2.81596016871409,0.239356614340698,"Y",24.3696112053061,"280",NA,NA,NA,40,"Nil damage. Very heavy weather. Last tow of the day.
","Nil damage. Very heavy weather. Last tow of the day.
",2018-03-13 00:40:05
"468",468,"IGFS2005","MB44",101020101,70,68,141,1,"Groundgear_D","Short","38E1","V",2005-11-27 07:56:00,30,54.87,-8.781,54.859,-8.826,"VIaCoast",84,NA,4.6,1.69148953786678,3.13819951366749,0.263608759148069,"Y",24.0646376034906,"280",NA,NA,NA,20,"Nil. Warps shortened slightly on Frankie's recommendation to hold doors up on hard ground.","Nil. Warps shortened slightly on Frankie's recommendation to hold doors up on hard ground.",2018-03-13 00:40:05
"469",469,"IGFS2005","SC555",101020101,91,89,142,1,"Groundgear_D","Long","38E1","V",2005-11-27 10:46:00,30,54.584,-8.933,54.595,-8.878,"VIaMedium",116,21,4.6,2.02688784840522,3.76045983006534,0.436213340287579,"Y",21.5361758353133,"370",NA,NA,NA,25,"Nil
","Nil
",2018-03-13 00:40:05
"470",470,"IGFS2005","14",101020101,35,44,143,1,"Groundgear_D","Short","38E1","V",2005-11-27 13:43:00,30,54.584,-8.348,54.57,-8.394,"VIaCoast",78,19,4.4,1.81003089747908,3.35812782463651,0.261933970321648,"Y",22.2495146235435,"220",NA,NA,NA,13,"Nil
","Nil
",2018-03-13 00:40:05
"471",471,"IGFS2005","15",101020101,60,66,144,1,"Groundgear_D","Short","38E1","V",2005-11-27 15:06:00,30,54.518,-8.536,54.518,-8.588,"VIaCoast",78,20,4.6,1.81506448376928,3.36746657471109,0.262662392827465,"Y",22.2495146235435,"280",NA,NA,NA,15,"Nil
","Nil
",2018-03-13 00:40:05
"472",472,"IGFS2005","FG103",101010101,201,201,145,1,"Groundgear_A","Long","35D8","V",2005-11-28 07:59:00,30,53.432,-11.659,53.403,-11.692,"VIIbDeep",124,21,4.1,2.10355133896409,3.90269265113932,0.483933888741276,"Y",23.1042324731245,"650",NA,NA,NA,25,"Nil
","Nil
",2018-03-13 00:40:05
"473",473,"IGFS2005","FG104",101010101,222,222,146,1,"Groundgear_A","Long","35D8","V",2005-11-28 10:07:00,30,53.269,-11.909,53.242,-11.932,"VIIbSlope",125,22,4.3,1.81871411359761,3.37423768756513,0.421779710945641,"Y",23.3015045512748,"700",NA,NA,NA,20,"Nil
","Nil
",2018-03-13 00:40:05
"474",474,"IGFS2005","FG105",101010101,149,149,147,1,"Groundgear_A","Long","35D8","V",2005-11-28 13:39:00,30,53.19,-11.298,53.207,-11.26,"VIIbDeep",118,20,4.4,1.7068906932056,3.16677308572468,0.373679224115512,"Y",21.9265520801114,"520",NA,NA,NA,25,"Nil
","Nil
",2018-03-13 00:40:05
"475",475,"IGFS2005","FG78",101010101,139,137,148,1,"Groundgear_A","Long","35D9","V",2005-11-28 16:38:00,30,53.299,-10.955,53.31,-10.912,"VIIbDeep",116,20,4.6,1.68007243409324,3.11701750295592,0.361574030342887,"Y",21.5361758353133,"500",NA,NA,NA,25,"Nil. Net fouled on initial shoot. Bend on track due to manouvering for reshoot","Nil. Net fouled on initial shoot. Bend on track due to manouvering for reshoot",2018-03-13 00:40:05
"476",476,"IGFS2006","PO230",101010101,422,418,1,1,"Groundgear_A","Long","34D5","A",2006-09-24 06:49:00,32,52.732,-14.553,52.695,-14.56,"VIIbSlope",133,NA,3.9,2.23387442854029,4.14447945925843,0.551215768081371,"Y",24.8905418113007,"1100",NA,NA,NA,6,"Nil
","Nil
",2018-03-13 00:40:05
"477",477,"IGFS2006","PO343",101010101,332,334,2,1,"Groundgear_A","Long","33D5","A",2006-09-24 12:59:00,30,52.357,-14.228,52.34,-14.19,"VIIbSlope",133,NA,4.1,1.72846971588977,3.20680837827415,0.426505514310462,"Y",24.8905418113007,"930",NA,NA,NA,6,"Nil
","Nil
",2018-03-13 00:40:05
"478",478,"IGFS2006","PO365",101010101,351,347,3,1,"Groundgear_A","Long","33D5","A",2006-09-24 15:47:00,26,52.185,-14.003,52.171,-14.041,"VIIbSlope",130,NA,3.4,1.63340975218252,3.03044480924401,0.393957825201721,"Y",24.292333566955,"1020",NA,NA,NA,10,"Nil
","Nil
",2018-03-13 00:40:05
"479",479,"IGFS2006","PO240",101010101,347,349,4,1,"Groundgear_A","Long","33D5","I",2006-09-24 17:26:00,31,52.154,-14.083,52.139,-14.12,"VIIbSlope",128,NA,NA,1.63493240164701,3.03326976186829,0.388258529519141,"Y",23.8950933494757,"980",NA,NA,NA,10,"Very uneven peaky ground. Bridles badly twisted and shined, so wing down for unknown period.","Very uneven peaky ground. Bridles badly twisted and shined, so wing down for unknown period.",2018-03-13 00:40:05
"480",480,"IGFS2006","PO78",101010101,237,238,5,1,"Groundgear_A","Long","34D5","A",2006-09-25 06:44:00,30,52.982,-14.27,52.957,-14.242,"VIIbSlope",119,NA,4.1,1.81019800910477,3.35843786475839,0.399654105906249,"Y",22.1221411162187,"710",NA,NA,NA,8,"Nil
","Nil
",2018-03-13 00:40:05
"481",481,"IGFS2006","PO81",101010101,196,196,6,1,"Groundgear_A","Long","34D6","A",2006-09-25 08:51:00,31,52.986,-13.953,52.984,-13.899,"VIIbSlope",115,NA,4.3,1.95845105555757,3.63348989899364,0.417851338384269,"Y",21.3413819366318,"615",NA,NA,NA,0.7,"Nil
","Nil
",2018-03-13 00:40:05
"482",482,"IGFS2006","PO97",101010101,221,224,7,1,"Groundgear_A","Long","34D6","A",2006-09-25 12:09:00,29,52.782,-13.782,52.815,-13.73,"VIIbSlope",115,NA,4,2.73712096560706,5.07814650390921,0.583986847949559,"Y",21.3413819366318,"680",NA,NA,NA,9,"Nil
","Nil
",2018-03-13 00:40:05
"483",483,"IGFS2006","PO83",101010101,201,209,8,1,"Groundgear_A","Long","34D6","A",2006-09-25 14:57:00,30,52.944,-13.645,52.954,-13.595,"VIIbSlope",115,NA,4.2,1.90820640086541,3.54027161570577,0.407131235806163,"Y",21.3413819366318,"630",NA,NA,NA,11,"Nil
","Nil
",2018-03-13 00:40:05
"484",484,"IGFS2006","PO174",101010101,323,323,9,1,"Groundgear_A","Long","35D7","V",2006-09-26 06:50:00,32,53.321,-12.238,53.292,-12.261,"VIIbSlope",125,NA,4.1,1.92591680211343,3.57312950299338,0.446641187874173,"Y",23.3015045512748,"940",NA,NA,NA,17,"Nil
","Nil
",2018-03-13 00:40:05
"485",485,"IGFS2006","PO187",101010101,363,374,10,1,"Groundgear_A","Long","35D7","V",2006-09-26 09:49:00,31,53.149,-12.572,53.136,-12.619,"VIIbSlope",133,NA,4,1.86594042334399,3.46185607299442,0.460426857708258,"Y",24.8905418113007,"1030",NA,NA,NA,20,"Nil
","Nil
",2018-03-13 00:40:05
"486",486,"IGFS2006","PO189",101010101,319,320,11,1,"Groundgear_A","Long","35D7","V",2006-09-26 12:25:00,30,53.141,-12.318,53.11,-12.328,"VIIbSlope",130,NA,4.3,1.89420483456363,3.51429468379153,0.456858308892899,"Y",24.292333566955,"920",NA,NA,NA,15,"Nil
","Nil
",2018-03-13 00:40:05
"487",487,"IGFS2006","PO34",101010101,239,239,12,1,"Groundgear_A","Long","34D7","V",2006-09-26 15:11:00,30,52.992,-12.083,52.96,-12.083,"VIIbSlope",126,NA,3.8,1.91945783491933,3.56114626144587,0.44870442894218,"Y",23.4990696038922,"730",NA,NA,NA,19,"Nil
","Nil
",2018-03-13 00:40:05
"488",488,"IGFS2006","PO39",101010101,256,246,13,1,"Groundgear_A","Long","34D7","V",2006-09-26 17:38:00,30,52.733,-12.073,52.703,-12.055,"VIIbSlope",124,NA,4.3,1.91512414856366,3.55310602701977,0.440585147350452,"Y",23.1042324731245,"770",NA,NA,NA,15,"Nil
","Nil
",2018-03-13 00:40:05
"489",489,"IGFS2006","PO9",101010101,263,267,14,1,"Groundgear_A","Long","36D8","V",2006-09-27 06:49:00,30,53.825,-11.429,53.802,-11.463,"VIIbSlope",133,NA,4.1,1.83329441058033,3.40128833131786,0.452371348065275,"Y",24.8905418113007,"780",NA,NA,NA,29,"Nil
","Nil
",2018-03-13 00:40:05
"490",490,"IGFS2006","PO12",101010101,290,294,15,1,"Groundgear_A","Long","36D8","V",2006-09-27 09:17:00,30,53.734,-11.71,53.712,-11.742,"VIIbSlope",131,NA,4.2,1.74302679365224,3.23381594369619,0.4236298886242,"Y",24.4914193726564,"860",NA,NA,NA,NA,"Nil
","Nil
",2018-03-13 00:40:05
"491",491,"IGFS2006","FG104",101010101,222,222,16,1,"Groundgear_A","Long","35D8","V",2006-10-23 07:05:00,30,53.261,-11.916,53.289,-11.893,"VIIbSlope",110,20,4.2,1.87217091198098,3.47341542111499,0.382075696322649,"Y",20.3712239480185,"570",NA,NA,NA,9,"Nil
","Nil
",2018-03-13 00:40:05
"492",492,"IGFS2006","PO22",101010101,281,271,17,1,"Groundgear_A","Long","36D8","V",2006-10-23 09:50:00,30,53.58,-11.856,53.587,-11.807,"VIIbSlope",129,NA,3.9,1.79886342806148,3.33740895744245,0.430525755510076,"Y",24.0935595062847,"840",3.38,6.7,8.6,14,"Nil
","Nil
",2018-03-13 00:40:05
"493",493,"IGFS2006","PO138",101010101,313,334,18,1,"Groundgear_A","Long","36D8","V",2006-10-23 12:15:00,29,53.764,-11.919,53.786,-11.951,"VIIbSlope",131,NA,3.6,1.74211808195889,3.23213002218719,0.423409032906522,"Y",24.4914193726564,"890",3.58,8,10,17,"Nil
","Nil
",2018-03-13 00:40:05
"494",494,"IGFS2006","PO113",101010101,374,369,19,1,"Groundgear_A","Long","36D8","V",2006-10-23 14:45:00,30,53.951,-11.926,53.951,-11.87,"VIIbSlope",132,NA,3.8,1.9816628891478,3.6765545253206,0.485305197342319,"Y",24.6908208098671,"1060",4.5,5.7,13.9,11,"Nil
","Nil
",2018-03-13 00:40:05
"495",495,"IGFS2006","FG99",101010101,321,311,20,1,"Groundgear_A","Long","36D8","V",2006-10-23 16:50:00,30,53.954,-11.56,53.956,-11.504,"VIIbSlope",134,NA,3.8,1.98510273281347,3.68293642451478,0.493513480884981,"Y",25.090586356856,"845",4.24,5,14.1,15,"Nil
","Nil
",2018-03-13 00:40:05
"496",496,"IGFS2006","P024",101010101,221,220,21,1,"Groundgear_A","Long","36D8","V",2006-10-24 06:43:00,30,53.562,-11.584,53.582,-11.542,"VIIbSlope",124,22,4.4,1.92055883052893,3.56318892491453,0.441835426689401,"Y",23.1042324731245,"680",2.85,8.6,12.6,3,"Nil
","Nil
",2018-03-13 00:40:05
"497",497,"IGFS2006","PO14",101010101,224,215,22,1,"Groundgear_A","Long","36D8","V",2006-10-24 08:29:00,31,53.692,-11.39,53.701,-11.338,"VIIbSlope",126,NA,4.2,1.92842434450524,3.57778171522308,0.450800496118109,"Y",23.4990696038922,"700",5.13,6,17.9,7,"Nil
","Nil
",2018-03-13 00:40:05
"498",498,"IGFS2006","MB1",101010101,178,178,23,1,"Groundgear_A","Long","36D8","V",2006-10-24 10:35:00,30,53.812,-11.068,53.84,-11.045,"VIIbDeep",123,22,3.9,1.86762085857476,3.46497376358954,0.426191772921514,"Y",22.9072497416419,"580",2.48,10.6,6,2,"Nil
","Nil
",2018-03-13 00:40:05
"499",499,"IGFS2006","FG76",101010101,220,225,24,1,"Groundgear_A","Long","36D8","V",2006-10-24 12:37:00,30,53.915,-11.208,53.942,-11.191,"VIIbSlope",127,22,4.3,1.72801713513431,3.20596871082432,0.407158026274688,"Y",23.6969312997611,"680",3.45,13.1,6,9,"Nil
","Nil
",2018-03-13 00:40:05
"500",500,"IGFS2006","FG87",101010101,310,303,25,1,"Groundgear_A","Long","37D8","V",2006-10-24 15:13:00,30,54.141,-11.276,54.158,-11.23,"VIIbSlope",130,23,3.8,1.91436670220156,3.55170074619955,0.461721097005942,"Y",24.292333566955,"890",3.76,9.6,9.8,9,"Nil
","Nil
",2018-03-13 00:40:05
"501",501,"IGFS2006","FG113",101020101,224,222,26,1,"Groundgear_D","Long","38D9","V",2006-10-25 06:51:00,31,54.722,-10.456,54.749,-10.426,"VIaSlope",117,23,4.6,1.92596909479031,3.57322652094677,0.418067502950772,"Y",21.7312314406437,"645",3.67,9.4,5.9,8,"Nil
","Nil
",2018-03-13 00:40:05
"502",502,"IGFS2006","FG101",101020101,115,114,27,1,"Groundgear_D","Long","38D9","V",2006-10-25 09:24:00,30,54.781,-10.077,54.752,-10.1,"VIaMedium",110,22,4.1,1.91426450617775,3.55151114318692,0.390666225750561,"Y",20.3712239480185,"415",2.3,10.3,6.4,14,"Nil
","Nil
",2018-03-13 00:40:05
"503",503,"IGFS2006","26",101020101,99,100,28,1,"Groundgear_D","Long","38E0","V",2006-10-25 12:06:00,30,54.779,-9.63,54.808,-9.6,"VIaMedium",107,20,4.3,2.02719687858095,3.761033169909,0.402430549180263,"Y",19.7920639211258,"385",3.06,9.3,6,12,"Nil
","Nil
",2018-03-13 00:40:05
"504",504,"IGFS2006","27",101020101,94,94,29,1,"Groundgear_D","Long","38E0","V",2006-10-25 14:16:00,31,54.972,-9.402,55.002,-9.423,"VIaMedium",107,22,4.1,1.9404569303339,3.60010562214081,0.385211301569067,"Y",19.7920639211258,"360",2.28,8.2,4.1,15,"Nil
","Nil
",2018-03-13 00:40:05
"505",505,"IGFS2006","29",101020101,120,117,30,1,"Groundgear_D","Long","39E0","V",2006-10-25 17:30:00,30,55.111,-9.547,55.122,-9.495,"VIaMedium",106,21,4,1.90634105397709,3.53681086081093,0.374901951245958,"Y",19.5994810996481,"450",2.7,3.5,5.8,12,"Nil
","Nil
",2018-03-13 00:40:05
"506",506,"IGFS2006","FG108",101020101,236,244,31,1,"Groundgear_D","Long","39D9","V",2006-10-26 06:59:00,30,55.064,-10.086,55.093,-10.059,"VIaDeep",125,23,4.4,1.97280687814081,3.66012407818333,0.457515509772916,"Y",23.3015045512748,"740",2.8,8.9,5.1,33,"Nil
","Nil
",2018-03-13 00:40:05
"507",507,"IGFS2006","FG109",101020101,259,249,32,1,"Groundgear_D","Long","39E0","V",2006-10-26 09:28:00,30,55.325,-9.872,55.351,-9.836,"VIaSlope",127,23,3.9,1.98751124828823,3.68740491333624,0.468300423993702,"Y",23.6969312997611,"840",3.13,10.6,7.5,36,"Nil
","Nil
",2018-03-13 00:40:05
"508",508,"IGFS2006","FG110",101020101,250,241,33,1,"Groundgear_D","Long","39E0","V",2006-10-26 11:49:00,30,55.497,-9.513,55.516,-9.466,"VIaSlope",125,NA,3.9,1.96523090698765,3.64606847307541,0.455758559134426,"Y",23.3015045512748,"780",4.35,11.5,11.9,29,"Nil
","Nil
",2018-03-13 00:40:05
"509",509,"IGFS2006","FG111",101020101,292,273,34,1,"Groundgear_D","Long","40E0","V",2006-10-26 14:36:00,30,55.754,-9.327,55.786,-9.326,"VIaSlope",122,23,3.7,1.92064963320181,3.5633573899848,0.434729601578145,"Y",22.7105527692059,"810",4.28,11.6,10.3,22,"Nil
","Nil
",2018-03-13 00:40:05
"510",510,"IGFS2006","FG112",101020101,252,240,35,1,"Groundgear_D","Long","40E0","V",2006-10-26 17:09:00,30,55.993,-9.222,56.026,-9.208,"VIaSlope",122,NA,3.9,2.03560858277403,3.77663930013735,0.460749994616757,"Y",22.7105527692059,"740",4.08,16.9,10.4,22,"Nil
","Nil
",2018-03-13 00:40:05
"511",511,"IGFS2006","R210",101020101,128,134,36,1,"Groundgear_D","Long","39E0","V",2006-10-27 07:05:00,30,55.408,-9.252,55.442,-9.254,"VIaDeep",110,20,4.1,2.04139949877925,3.78738311461827,0.41661214260801,"Y",20.3712239480185,"425",2.8,8.9,6.2,31,"Nil
","Nil
",2018-03-13 00:40:05
"512",512,"IGFS2006","R213",101020101,112,112,37,1,"Groundgear_D","Long","40E0","V",2006-10-27 08:52:00,30,55.58,-9.168,55.614,-9.166,"VIaMedium",117,NA,4.3,2.04144723149802,3.78747167253808,0.443134185686955,"Y",21.7312314406437,"420",2.17,9.5,6.1,27,"Nil
","Nil
",2018-03-13 00:40:05
"513",513,"IGFS2006","6",101020101,105,108,38,1,"Groundgear_D","Long","40E1","V",2006-10-27 11:02:00,30,55.629,-8.869,55.616,-8.912,"VIaMedium",111,21,4.3,1.65547734005692,3.07138653071785,0.340923904909681,"Y",20.5647580467302,"395",2.98,10.3,14.8,25,"Nil
","Nil
",2018-03-13 00:40:05
"514",514,"IGFS2006","SC544",101020101,131,138,39,1,"Groundgear_D","Long","40E1","V",2006-10-27 12:53:00,30,55.798,-8.993,55.831,-8.993,"VIaDeep",113,22,4.3,1.98037710849297,3.67416903245449,0.415181100667358,"Y",20.9525661202979,"455",3.36,8.8,10.8,24,"Nil
","Nil
",2018-03-13 00:40:05
"515",515,"IGFS2006","MB23",101020101,134,134,40,1,"Groundgear_D","Long","40E1","V",2006-10-27 15:03:00,30,55.995,-8.812,56.009,-8.868,"VIaDeep",121,20,4.3,2.06209280459901,3.82577514767906,0.462918792869167,"Y",22.5141380075862,"460",3.85,10.8,9.2,21,"Nil
","Nil
",2018-03-13 00:40:05
"516",516,"IGFS2006","MB6",101020101,133,136,41,1,"Groundgear_D","Long","40E2","V",2006-10-28 06:56:00,31,55.864,-7.619,55.878,-7.672,"VIaDeep",109,22,4.2,1.97583465094081,3.66574146742266,0.39956581994907,"Y",20.1779322895175,"440",3.38,9.2,4.7,22,"Nil
","Nil
",2018-03-13 00:40:05
"517",517,"IGFS2006","FG96",101020101,172,174,42,1,"Groundgear_D","Long","40E2","V",2006-10-28 08:58:00,30,55.915,-7.937,55.928,-7.991,"VIaDeep",118,27,3.9,1.97987376191279,3.6732351798011,0.43344175121653,"Y",21.9265520801114,"550",4.93,9.4,9.2,21,"Nil
","Nil
",2018-03-13 00:40:05
"518",518,"IGFS2006","MMMA3",101020101,147,137,43,1,"Groundgear_D","Long","40E1","V",2006-10-28 11:22:00,30,55.825,-8.322,55.817,-8.376,"VIaDeep",114,21,4.1,1.8864999035564,3.49999982106939,0.39899997960191,"Y",21.1468464514501,"510",3.42,9.3,5.6,24,"Nil
","Nil
",2018-03-13 00:40:05
"519",519,"IGFS2006","MB25",101020101,105,100,44,1,"Groundgear_D","Long","40E1","V",2006-10-28 13:44:00,30,55.757,-8.056,55.729,-8.085,"VIaMedium",110,23,4.1,1.94607031837093,3.61052007118912,0.397157207830803,"Y",20.3712239480185,"410",2.88,8.4,8,25,"Nil
","Nil
",2018-03-13 00:40:05
"520",520,"IGFS2006","8",101020101,94,91,45,1,"Groundgear_D","Long","40E1","V",2006-10-28 15:44:00,30,55.643,-8.276,55.626,-8.319,"VIaMedium",117,NA,4,1.78085490482987,3.30399796814448,0.386567762272904,"Y",21.7312314406437,"380",3.1,11.1,6.1,38,"Nil
","Nil
",2018-03-13 00:40:05
"521",521,"IGFS2006","MB43",101020101,65,60,46,1,"Groundgear_D","Short","39E1","V",2006-10-29 06:59:00,31,55.057,-8.55,55.085,-8.521,"VIaCoast",82,NA,4.6,1.95444033046036,3.62604885057581,0.297336005747216,"Y",23.4568464547423,"300",4.95,6.8,13.8,5,"Nil
","Nil
",2018-03-13 00:40:05
"522",522,"IGFS2006","MB41",101020101,94,95,47,1,"Groundgear_D","Long","39E1","V",2006-10-29 09:04:00,30,55.285,-8.478,55.316,-8.472,"VIaMedium",108,22,4.4,1.87150363402997,3.47217742862704,0.37499516229172,"Y",19.9848799707224,"385",5.4,7.9,15,5,"Nil
","Nil
",2018-03-13 00:40:05
"523",523,"IGFS2006","12",101020101,102,103,48,1,"Groundgear_D","Long","39E1","V",2006-10-29 10:45:00,30,55.426,-8.581,55.453,-8.605,"VIaMedium",104,19,4.3,1.81533358057208,3.36796582666434,0.350268445973092,"Y",19.2150031205302,"410",4.7,9,11.3,9,"Nil
","Nil
",2018-03-13 00:40:05
"524",524,"IGFS2006","9A",101020101,88,88,49,1,"Groundgear_D","Long","39E1","I",2006-10-29 12:50:00,9,55.469,-8.327,55.462,-8.329,"VIaMedium",104,20,3.9,0.425553920165638,0.78952489826649,0.082110589419715,"Y",19.2150031205302,"365",NA,NA,NA,18,"Came fast on starboard side broke headline and tore both wings.
","Came fast on starboard side broke headline and tore both wings.
",2018-03-13 00:40:05
"525",525,"IGFS2006","10",101020101,26,40,50,1,"Groundgear_D","Short","39E2","V",2006-10-30 07:22:00,31,55.21,-7.915,55.236,-7.946,"VIaCoast",63,19,5.3,1.8880530437405,3.50288134274676,0.220681524593046,"Y",17.8078193659074,"150",8.8,4.7,2.9,23,"Nil
","Nil
",2018-03-13 00:40:05
"526",526,"IGFS2006","9",101020101,79,84,52,1,"Groundgear_D","Short","39E1","V",2006-10-30 10:34:00,30,55.357,-8.195,55.378,-8.238,"VIaCoast",85,21,3.9,1.93590027444211,3.59165171510596,0.305290395784007,"Y",24.3696112053061,"320",2.93,10.4,6.3,32,"Nil
","Nil
",2018-03-13 00:40:05
"527",527,"IGFS2006","FG114",101020101,71,69,53,1,"Groundgear_D","Short","40E2","V",2006-10-30 13:58:00,31,55.617,-7.593,55.617,-7.53,"VIaCoast",83,20,4.3,2.13957589623384,3.96952856444127,0.329470870848625,"Y",23.7603872333566,"310",2.86,0.3,34,34,"Nil
","Nil
",2018-03-13 00:40:05
"528",528,"IGFS2006","32",101020101,61,60,54,1,"Groundgear_D","Short","40E2","V",2006-10-30 15:33:00,30,55.627,-7.326,55.595,-7.307,"VIaCoast",82,21,4.3,2.02584734498161,3.75852939699743,0.308199410553789,"Y",23.4568464547423,"300",4.24,8.4,12.6,34,"Nil
","Nil
",2018-03-13 00:40:05
"529",529,"IGFS2006","FG115",101020101,16,18,55,1,"Groundgear_D","Short","39E2","V",2006-10-31 08:38:00,29,55.213,-7.587,55.245,-7.583,"VIaCoast",71,18,NA,1.92507516491549,3.57156802396195,0.253581329701298,"Y",20.1610541419762,"150",1.52,8.8,5.6,33,"Nil","Nil",2018-03-13 00:40:05
"530",530,"IGFS2006","33",101020101,78,73,57,1,"Groundgear_D","Short","40E2","V",2006-11-01 06:47:00,30,55.528,-7.071,55.507,-7.026,"VIaCoast",84,20,4.8,1.98380740850807,3.68053322543242,0.309164790936323,"Y",24.0646376034906,"325",5.8,1.62,5.2,13,"Nil
","Nil
",2018-03-13 00:40:05
"531",531,"IGFS2006","MB46",101020101,51,50,58,1,"Groundgear_D","Short","39E2","V",2006-11-01 09:17:00,30,55.463,-7.06,55.458,-7.001,"VIaCoast",81,20,4.1,2.03395534305666,3.77357206504019,0.305659337268256,"Y",23.1540018652106,"275",3.71,1.71,5.7,14,"Nil
","Nil
",2018-03-13 00:40:05
"532",532,"IGFS2006","COD3",101020101,42,43,59,1,"Groundgear_D","Short","39E2","V",2006-11-01 11:18:00,30,55.395,-7.047,55.374,-7.005,"VIaCoast",83,19,3.9,1.90962500707261,3.5429035381681,0.294060993667953,"Y",23.7603872333566,"255",3,1.01,2.9,14,"Nil
","Nil
",2018-03-13 00:40:05
"533",533,"IGFS2006","COD1",101020101,55,78,60,1,"Groundgear_D","Short","39E3","V",2006-11-01 13:31:00,30,55.369,-6.898,55.368,-6.838,"VIaCoast",85,22,3.6,2.05143747187045,3.80600644131809,0.323510547512038,"Y",24.3696112053061,"310",4.7,2.07,7.9,13,"Nil
","Nil
",2018-03-13 00:40:05
"534",534,"IGFS2006","31",101020101,56,57,61,1,"Groundgear_D","Short","40E2","V",2006-11-01 16:50:00,31,55.666,-7.219,55.697,-7.201,"VIaCoast",81,19,3.9,1.95786552653058,3.63240357426823,0.294224689515727,"Y",23.1540018652106,"290",1.6,5.4,5.3,9,"Nil
","Nil
",2018-03-13 00:40:05
"535",535,"IGFS2006","SC573",101020101,59,55,62,1,"Groundgear_D","Short","40E3","V",2006-11-02 06:52:00,34,55.897,-6.681,55.93,-6.671,"VIaCoast",82,19.8,4.1,2.00888568517164,3.72706064039266,0.305618972512198,"Y",23.4568464547423,"295",1.06,2.2,2.3,4,"Nil
","Nil
",2018-03-13 00:40:05
"536",536,"IGFS2006","31A",101020101,57,53,63,1,"Groundgear_D","Short","40E2","V",2006-11-02 09:24:00,30,55.875,-7.06,55.845,-7.079,"VIaCoast",82,18,4.3,1.91115478529052,3.54574171667999,0.29075082076776,"Y",23.4568464547423,"285",0.99,2.4,3,3,"Nil
","Nil
",2018-03-13 00:40:05
