fldPrimeStation,Yr,LonDec,LatDec,ARG,BLR,BOF,COD,CUR,DAB,DFL,DGS,DII,ESB,GSS,GUG,HAD,HER,HKE,HOM,JOD,LBI,LSD,MAC,MEG,MON,NOP,PLE,POD,POK,POL,PTR,SAR,SDR,SHR,SKT,SOL,SPR,THR,UNR,WAF,WHB,WHG,CatchKg
20,2009,-9.627,54.34,0,0,0,0,3.013,19.55,0,0,0,0,0,1.853,3.49,0,0,0.659,0.004,0,2.269,484.521,0,0.548,0,23.82,0.004,0,0,0,0,4.423,0,0,4.782,0,5.78,0,0,0,0.505,555.221
110,2013,-6.513,51.598,0,0,0,0,0,2.386,0,0,0,13.68,0,1.085,15.359,0.635,2.986,36.08,6.5,0,26.043,0,0.844,1.698,10.185,14.04,0,0,0,0,0,13.4,0,0,0,0.446,0.185,0,0,0,96.369,241.921
14,2015,-8.341,54.585,0,0,0,0,0,8.25,0,1.332,0,0,0,0,0,3.146,0,1095.308,0.001,0,16.912,89.28,0,4.066,0.006,3.679,18.243,0,0,0,0,0,0,0,0,2.345,15.8,0,0,0,43.91,1302.278
SC322,2011,-9.646,50.91,0,0,76.01,13.72,0,0,0,0,0,0,0,0.077,357.65,0,2.888,0,0.898,0,5.187,1.533,0.512,0.075,2.712,0,8.145,0,0,0,0,0,0,0,0,0,0,0,0,2.198,7.16,478.765
MB106,2010,-8.711,55.273,0,0,0.232,0,4.204,4.59,0,0,0,0,0,8.54,8.73,23.59,2.41,5.37,5.205,0,38.68,159.837,3.009,7.81,0,3.487,0,0,0,0,0,6.429,0,0,1.463,0,50.63,0,1.372,0,26.77,362.358
71,2004,-10.327,52.02,0,0,0,0,0,9.38,0,0,0,0,0,5.1,159.2,0.137,0.794,0.133,0,0,8.12,0,0.282,0.183,0,0.29,0.01,0,0,0,0,0,0,0,1.829,3.59,0,0,0,0,551.047,740.095
FG70,2015,-11.593,52.121,0,0,0,0,1.11,0,0,8.81,0,0,0.408,1.068,54.01,0,7.21,1.404,0,0.71,0.98,0.178,4.38,9.84,0.227,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0.754,28.016,0.672,119.799
FG2,2005,-10.204,51.691,0,0,0.048,1.543,0,0.087,0,0,0,0,0,0.067,7.102,0,3.006,0.258,0,0,8.31,1.253,0,0.598,1.873,0.214,2.672,0,4.39,0,0,0,0,0,0.115,3.036,0,0,0,1.115,20.14,55.827
FG108,2017,-10.059,55.09,0,0,0,5.31,2.192,0,0,6.72,0,0,0,0.642,23.13,0,2.61,2.09,0,0,117.175,0,0.318,0,294.155,0,0.849,0.834,0,0,0,0,0,0,0,0,1.217,0,0,447.899,0,905.141
FG16,2014,-8.262,51.092,0,0,1.443,0,0,0,0,9.762,0,0,0,0.063,0.461,0,7.02,0.289,0.851,0,0.006,0.084,0.523,1.459,7.998,0,1.167,0,0,0,0,0,0,0,0,0,0,0,1.201,0.116,0.886,33.329
44,2013,-5.494,51.244,0,0,0,0,1.013,8.042,0,0,0,0,0,13.311,48.958,0.887,3.014,251.654,3.036,0,2.992,25.92,0,0,149.182,19.4,3.373,0,0,17,0,70.04,0,0,0.784,4.088,1.378,0,0,0,1247.572,1871.644
112,2011,-6.336,51.217,0,0,0,6.88,0,0,0,0,0,0,0,18.083,4.14,1.635,0.9,0,0,0,0.175,0,1.791,9.96,18.64,0,0.766,0,0,0,0,0,0,0,0,0,0,0,0,2.875,233.278,299.123
FG35,2010,-7.783,50.885,0,0,0,5.38,0,0.036,0,0,0,0,0.041,0.092,272.564,0,18.384,0.349,0.313,0,2.238,0.237,1.838,1.048,130.292,0.971,34.579,0,0,0,0,0,0,0,0,0,0,0,1.68,1.396,21.46,492.898
FG70,2016,-11.602,52.129,0,0,0.077,0,0,0,0,0,0,0,0.139,0.48,23.618,0,17.442,64.502,0.636,1.152,1.107,0,5.064,5.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42,223.07,1.219,344.956
FG72,2012,-11.67,51.728,0,0,0,0,0,0,0,0,0,0,3.506,0,0,0,64.87,0.35,0,2.236,0,0,2.988,8.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,155.33
43,2009,-10.456,51.683,0,0,0,0,0,9.1,0,0,0,0,0,2.762,300.8,0.319,9.044,1.886,5.31,0,3.81,0,0.243,0.254,1.317,2.195,21.6,0,0,0,0,0,0,0,0.279,0.022,0,0,3.89,42.351,66.34,471.522
DS2,2016,-10.038,50.44,0,0,13.69,0,1.49,0,0,0,0,0,0,3.034,1.503,0,8.82,0.755,0.682,0,3.277,0,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0.653,35.514
FG161,2007,-9.763,50.346,0,0,71.175,0,2.566,0,0,0,0,0,0,2.692,18.76,0,3.376,0.007,0.013,0,0.199,0,1.514,2.988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.454,0.479,105.223
PO22,2014,-11.859,53.579,0,0,0,0,0,0,0,0,0,0,0.691,0.5,156.06,0,113.927,135.81,1.013,0.945,1.101,0,2.631,13.78,0.088,0,0,0,0,0,0,0,0,0,0,0,2.92,0,8.994,551.308,0.542,990.31
21,2016,-10.677,54.179,0,4.124,46.252,0,3.472,0,0,5.4,0,0,23.964,20.47,71.064,0,4.328,165.829,9.51,0,20.35,3.02,11.081,18.7,110.114,1.289,10.34,0,0,0,0,0.953,0,0,0,0,0,0,0.043,19.984,24.68,574.967
9,2006,-8.195,55.357,0,0,0,0.977,0,0.045,0,0,0,0,0,1.951,7.069,1.189,0.801,2519.686,1.667,0,13.62,17.4,0.186,0,0,2.118,15.07,0.989,0,0,0,1.663,0,0,0,0,2.789,0,0,0,0.296,2587.516
CC306,2007,-8.915,50.63,0,0,0.692,0,0,0,0,0,0,0,0,0.238,11.51,0,8.078,0.04,2.025,0,9.9,0,0.925,0.014,3.197,0.677,12.137,0,0,0,0,0,0,0,0,0,0,0,0,0.798,0,50.231
FG187,2016,-6.925,51.311,0,0,0,0,0,0,0,0,0,0,0,0.323,8.37,7.966,10.41,3.04,0,0,3.345,0.048,0.586,14.736,6.384,0,0.344,0,0,0,0,2,0,0,0,0.116,0,0,0.209,0.133,7.77,65.78
FG109,2015,-9.862,55.33,0,0,0,8.45,0,0,0,1.876,1.846,0,10.6,0,32.1,0,46.2,0,0,0,233.499,0,2.646,0,0.19,0,2.894,0,0,0,0,0,0,0,0,0,82.3,0,0,5360.45,0,5783.051
FG76,2009,-11.187,53.948,0,0,0.194,4.48,1.008,0,0,4.57,0,0,0.413,8.08,22.55,0,15.6,8.62,0,0,10.15,0,4.678,0,0,0,19.9,0,0,0,0,0,0,0.385,0,0,0,0,3.04,65.224,0,168.892
FG158,2009,-11.472,51.269,0,0,0.085,0,0,0,0,0,0,0,0.273,0.345,0,0,141.21,0.382,0,1.95,0,0,5.91,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.716,6.859,0,161.83
FG25,2015,-6.203,52.019,0,0.482,0,0.882,0,0.096,0,19.53,0,0,0,11.118,58.55,0.518,41.58,33.3,0,0,96.92,2.682,0,0.626,4.29,0.1,32.993,0,0,0,0,8.098,0,0,0,0.168,1.206,0,0,28.6,100.43,442.169
SC575,2012,-7.215,55.98,0,0,0,0,1.078,0.078,0,0,0,0,0,8.583,498.264,48.22,54.871,523.5,3.38,0,81.7,157,0.502,1.335,0.009,5.505,0.638,0,0,0,0,3.488,0,0,0,0,0,0,0,0,44.66,1432.811
25,2008,-9.919,54.301,0,0,0,0,1.86,37.031,0,0,0,0,0,3.728,8.52,0,0,2.433,0,0,1.3,1.668,0.276,0.155,0.374,9.787,12.27,0,0,0,0,0,0,0,1.205,0,13.59,0,0,0,9.77,103.967
FG113,2006,-10.456,54.722,0,0,0,10.52,1.98,0,0,3.46,0,0,0,0,5,0,12.2,143.511,0,0,0,0.543,0.472,8.52,0,0,14.58,12.26,0,0,0,0,0,0,0,0,0,0,4.3,36.14,0,253.486
FG134,2006,-8.285,51.422,0,0,0.019,12.33,0,0.29,0,0,0,0,0,0.097,63.585,0,9.93,0.293,2.35,0,1.19,0.123,1.568,0,34.511,0.566,12.08,0,0,0,0,0,0,0,0,0,0,0,0.84,0.093,12.605,152.47
FG196,2011,-11.174,50.941,0,0,0.633,4.68,0,0,0,0,0,0,0.685,0,3.2,0,3.142,0.214,0,0.323,0.839,0,4.324,0.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.18,4.558,0,29.882
FG10,2012,-9.793,51.257,0,0,0.316,0,0,0.571,0,0,0,0,0,0.88,2.736,0,42.2,0.123,0,0,1.015,0.305,4.642,0.331,3.519,1.054,1.97,0,0,0,0,1.485,0,0,0.525,0,0,0,1.394,5.8,0.806,69.672
MB6,2010,-7.657,55.875,0,0,0.282,0,3.372,0.623,0,0,0,0,0,28.47,36.92,0,138.935,1.901,0,0,54.61,4.32,0.638,0,0.957,9.723,0.067,0,0,0,0,0.868,0,0.646,0,0,2.12,0,0,28.888,10.706,324.046
33A,2009,-6.756,52.005,0,0,0,0,1.736,31.5,0,0,0,0,0,13.54,132.8,0.338,12.181,1.148,3.83,0,19.052,0,0,2.066,0,80.527,4.132,0,0,0,0,6.327,0,0,0.581,1.2,4.33,0,0,0,71.431,386.719
1,2004,-8.011,56.328,1.114,0,0.006,0,0,0,0,0,0,0,0,0.338,1.18,0.8,4.614,10.34,0,0,1.9,0.92,0.324,11.442,34.54,0,2.58,4.68,0,0,0,0,0,0,0,0,0,0,6.46,4.338,7.64,93.216
CN303,2012,-6.486,51.154,0,0,0,12.66,0,0.086,0,3.94,0,0,0,218.66,724.226,10.267,4.029,0.168,2.606,0,35.72,1.9,2.214,4.286,29.454,0.192,19.932,0,0,0,0,0,0,0,0,0.086,0,0,0,0.348,612.52,1683.294
FG223,2017,-9.658,51.658,0,0,0.007,0,0,15.263,0,0,0,0,0,0.979,0,29.818,9.922,0.93,0,0,86.613,63.47,0,0,0.025,0.936,1.613,0,0,0,0,0,0,0,0.345,2305.599,2.6,0,0,0,179.114,2697.234
FG93,2014,-7.699,56.038,0,0,0,0,0,3.43,0,0,2.6,0,0.07,1.77,89.767,4.21,30.915,8.17,0,0,14.56,0.746,5.388,0,116.831,3.472,0.158,0,0,0,0,0.322,0,0,0.258,0,1.068,0,2.16,23.17,68.687,377.752
FG62,2005,-10.9,50.516,0,0,0.037,0,0,0,0,0,0,0,0.594,0,0.415,0,5.24,110.56,0,0.072,0,0,3.439,0.082,0,0,0.141,0,0,0,0,0,0,0,0,0,0,0,0.331,52.04,0,172.951
10,2009,-7.909,55.205,0,0,0,0,0,13.652,0,0,0,0,0,2.786,0,0,0,6.44,0,0,13.115,0.201,0,0.356,0,22.466,0,0,0,0,0,2.33,0,0,2.406,3.58,20.66,0,0,0,21.337,109.329
8,2006,-8.276,55.643,0,0,0,1.288,1.18,0.913,0,1.65,0,0,0,15.03,137.087,23.7,0.432,136.04,0.611,0,11.08,80.186,0.715,0,0.007,0.463,0.792,0.986,0,0,0,8.119,0,0,0,0,0,0,0,0,7.663,427.942
FG40,2004,-6.718,51.365,8.56,0,0,0.697,0,0.178,0,1.94,0,0,0,0.168,165.4,22.182,1.31,0.336,0.341,0,1.68,250.19,0.475,7.08,503.627,0.84,75.236,0,0,0,0,0,0,0,0,1.348,0,0,0,5.352,114.22,1161.16
MB29,2004,-9.696,50.495,0.468,0,54.18,0,0,0,0,0,0,0,0,0.694,0,0,4.43,1.767,0.588,0,0,598.346,4.875,0,0.731,2.548,25.4,0,0,0,0,0,0,0,0,0,0,0,0,1.491,0,695.518
59,2008,-9.667,53.032,0,0,0,0,0,0.263,0,0,0,0,0,0.499,101.73,0,3.354,276.984,4.56,0,38.58,0.778,0.161,0,0.207,0.61,0.658,0,0,0,0,1.3,0,0.58,0.185,2.024,0.59,0,0,7.56,175.44,616.063
FG35,2014,-7.751,50.907,0,0,0.112,12.46,0,0.03,0.621,7.97,0,0,0,1.036,57.022,0,5.66,0.163,0.007,0,2.751,0,2.088,0.346,68.11,0,24.729,0,0,0,0,0,0,0,0,0.004,0,0,0,0.699,12.068,195.876
93,2004,-7.269,56.216,0.479,0,0,0,8.2,0.031,0,0,0,0,0,14.62,36.952,1.708,7.06,4.96,4.36,0,28.66,701.381,2.1,5.66,0,6.72,3.6,0,0,0,0,7.06,0,0,1.46,0,0,0,0,0.454,27.82,863.285
33A,2015,-6.74,51.979,0,0,0,0,0,36.104,0,0,0,0,0,101.718,54.4,0.512,3.294,36.52,0,0,31.796,5.73,0,5.975,99.366,31.818,0.704,0,0,0,0,0,0,0,0.17,1.248,0,0,0,0,160.068,569.423
58,2007,-9.938,53.124,0.105,0,0.051,0,0,0.011,0,16.08,0,0,0,4.112,72.692,0.187,8,0.439,0,0,7.61,1.565,0.719,0,4.668,0.222,0.146,0,0,0,0,0,0,0,0,1.032,0,0,0,2.688,62.24,182.567
FG214,2015,-11.48,52.88,0,0,319.93,2.006,1.442,0,0,0,0,0,0,20.94,746.41,0,6.43,910.974,1.066,0,6.872,45.05,0.832,0.3,0,0,0.128,0,0,0,0,0,0,0,0,0,0,0,2.672,0,50.86,2115.912
48,2016,-10.705,52.65,0,0,338.529,0,1.423,0,0,4.948,0,0,0,5.52,0.617,0,1.976,3.69,11.38,0,16.12,3.34,10.249,11.07,0.207,0.244,0.074,0,0,0,0,0,0,0,0.509,0,4.339,0,0.912,0,0.465,415.612
29,2004,-9.361,55.165,0,0,0,0,1.137,0,0,0,0,0,0,0.42,47.34,0.493,10.91,227.271,28.6,0,14.36,11.795,0.176,0.631,1.118,0,15.634,0.594,15.04,0,0,0,0,0,0,0,0,0,0,0,0.489,376.008
29,2004,-9.361,55.165,0,0,0,0,1.137,0,0,0,0,0,0,0.42,47.34,0.493,10.91,227.271,28.6,0,14.36,11.795,0.176,0.631,1.118,0,15.634,0.594,15.04,0,0,0,0,0,0,0,0,0,0,0,0.489,204.116
FG120,2013,-11.239,52.988,0,0,2651.979,0,1.702,0,0,10.94,0,0,0,35.241,209.327,0,61.924,0.287,1.769,0,29.48,0.831,2.353,13.2,0,1.03,0,0,0,0,0,0,0,0,0,0,5.99,0,2.68,0.217,10.258,3039.208
FG192,2012,-7.068,56.303,0,0,0.08,0.428,1.638,2.152,0,0,6.4,0,0,2.581,367.02,2.38,92.965,8.68,0.426,0,181.04,5.98,0.365,7.74,1.274,2.656,4.478,0,0,0,0,8.42,0,0,0.585,0,0,0,0,0.647,135.7,833.635
22,2004,-10.374,54.285,2.94,0,1.337,0,0,0.354,0,5.1,0,0,0,19.48,272.904,176.294,2.189,0.076,1.4,0,27.568,23.18,1.94,23.48,0.016,1.292,0.007,0.864,0,0,0,0,0,0,0,0.027,0,0,0.134,3.125,28.144,591.851
FG102,2017,-9.695,54.904,0,0,0,2.6,0,0,0,5.45,0,0,0,0,253.352,0,0,16.88,2.934,0,18.83,7.75,0.32,2.49,0.063,0.312,5.79,3.16,1.46,0,0,0,0,0,0,0,2.3,0,0,0,7.82,331.511
FG40,2006,-6.678,51.366,0,0,0,0,0,0,0,1.34,0,0,0.008,0.743,234.04,0,4.446,0.271,7.06,0,8.86,1.078,0.455,2.6,34.32,0.617,10.39,0,0,0,0,0,0,0,0,0.236,0,0,0,0,495.73,802.194
FG46,2015,-7.057,51.847,0,0,0.002,0,3.21,6.312,0,3.28,0,0,0,15.836,136.555,8.91,9.51,5.66,0.312,0,109.6,0.362,2.274,7.21,16.028,60.26,0.642,0,0,0,0,17.15,0,0,0.158,0.218,2.42,0,0,0.07,66.139,472.118
MMMA3,2017,-8.396,55.813,0,0,0,0,1.158,0.831,0,0,1.506,0,0.157,106.836,76.815,0,9.13,0.711,2.784,0,52.72,8.93,3.73,2.642,0,146.73,0,0,0,0,0,0,0,0,0.114,0,9.08,0,1.394,6.475,104.49,536.233
FG4,2010,-10.796,51.458,0,0,0.316,0,0,0,0,0,0,0,0,10.987,20.66,0,4.974,0.035,0,0.483,0.831,0.734,1.611,4.26,0.723,0,4.198,0,0,0,0,0,0,0,0,0,0,0,0,19.43,0,69.242
FG48,2013,-6.01,51.357,0,0,0,0,0,0,0.905,0,0,1.831,0,0.111,8.87,0.545,8.38,5.59,0,0,35.36,0,0,2.815,16.141,0,1.362,0,0,0,0,0,0,0,0,0.304,0,0,0,0.671,93.04,175.925
CN308,2012,-6.138,51.444,0,0,0.001,0.846,0,0,0,0,0,0,0,0,11.34,2.902,0.96,3.128,0,0,0,0,0,0,16.76,0,0.72,0,0,0,0,0,0,0,0,0.08,0,0,0,0,52.82,89.557
FG111,2006,-9.327,55.754,0,0,0.254,35.08,1.684,0,0,13.72,0,0,0,0,0,0,0.429,79.22,0,0,0.899,0,3.295,3.6,0,0,21.08,33.691,0,0,0,0,0,0,0,0,0,0,0,176.1,0,369.052
MB33,2004,-4.708,52.414,0,0,0,0,0,0.14,0,1.44,0,0,0,0.116,4.432,0,0,0.146,0,0,132.22,0.283,0,0,0,0.25,4.128,0,0,0,0,0.069,0,0,0,9.18,0,0,0,0,241.21,393.614
43,2006,-10.497,51.668,0.003,0,0.083,0,0,7.19,0,0,0,0,0,0.658,0.711,0.135,0.5,0,2.733,0,1.974,0,0.545,1.354,0.802,1.349,4.678,0,0,0,0,0,0,0,0.171,0,0,0,0,0,14.532,37.418
MB28,2013,-10.885,53.395,0,0,7.58,0,3.055,0,0.27,0,0,0,0.237,3.522,214.78,0,7.56,0.156,0.021,0,23.64,0.469,1.731,6.88,1.149,0.425,1.578,0,0,0,0,1.25,0,0,0,0,0,0,0.012,10.8,0,285.115
CC307,2012,-7.281,50.646,0,0,0.001,18.12,0,0,0,14.824,0,0,0,31.6,0.752,0.122,24.544,1.746,1.028,0,1.932,1.642,3.052,2.182,24.8,0,3.774,0,0,0,0,0,0,0,0,0,0,0,0,1.014,0.062,131.195
FG155,2016,-11.954,52.423,0,0,0,0,0,0,0,0,0,0,0,0,5.96,0,28.72,0.85,0,0.977,1.16,0,3.087,10.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.841,345.902,0,397.887
FG43,2004,-4.715,53.057,0,0,0,0,6.48,0.092,0,0.98,0,0,0,0.092,2.92,0.191,0,0.016,0.32,0,31.52,0.106,0,0,0.092,1.138,4.65,0,0,0,0,20.04,0,0,1.847,0.894,24.88,0,0,0,12.17,108.428
90,2006,-11.522,52.732,0,0,80.95,0,5.553,0,0,2.602,0,0,0,22.585,227.01,0,8.035,3.35,7.61,0,43.32,0.98,3.531,0,0.057,0.14,0.492,0,0,0,0,0,0,0,1.674,0,10.973,0,0,2.489,3.47,424.821
FG160,2015,-10.46,50.545,0,0,0.856,0,0,0,0,0,0,0,0.264,6.78,0.16,0,4.674,0.592,12.95,0.586,6.996,20.104,2.008,0,0,0,1.336,0,0,0,0,2.878,0,0,1.162,0,0,0,0.468,6.883,0,68.697
FG172,2014,-11.957,52.545,0,0,0.017,2.53,0,0,0,0,0,0,0.203,3.812,19.7,0,5.2,542.636,0,0.889,1.764,0.296,2.175,0.122,0,1.493,0.016,0,0,0,0,0,0,0,0,0,0,0,0.012,0.354,0,581.219
84,2006,-9.886,50.753,0,0,8.73,0,0,0,0,0,0,0,0.049,5.152,0.712,0,4.17,0.055,0,0,0,0.187,2.568,0.023,3.45,0,5.724,0,0,0,0,0,0,0,0,0,0,0,0.227,2.996,0.571,34.614
MB17,2007,-10.123,52.576,0,0,0.031,0,0,0.021,0,5.08,0,0,0,3.342,292.854,0,1.527,3.784,3.41,0,24.797,0,0.799,0,170.925,0,3.148,0,0,0,0,2.87,0,0,0,0.12,0,0,0.499,57.25,273.144,843.601
66,2010,-9.628,52.763,0,0,0.001,0.116,0,8.433,0,0,0,0,0,1.491,28.92,1.661,2.073,1.592,0,0,0,0.584,0.553,0,0.202,3.505,0.157,0,0,0,0,0,0,0,1.384,442.619,0,0,0,0,11.405,504.696
FG40,2008,-6.675,51.365,0,0,0,7.28,0,2.588,0,3.028,0,0,0,0.825,149.335,0.489,12.46,6.675,5.76,0,36.58,3.972,1.606,0.086,49.935,3.962,53.795,0,0,0,0,2.2,0,0,0,0.321,0,0,0,3.802,359.61,704.309
90,2003,-11.482,52.762,0,0,22.09,0,5.08,0,0,2.452,0,0,0,5.358,637.492,0,1.785,0.558,0,0,3.46,0.552,3.097,9.54,0,0,0.041,0,0,0,0,0,0,0,0,0,6.26,0,5.51,0.883,32.87,737.028
50,2011,-11.042,52.858,0,0,3.8,1.473,2.758,0,0,0,0,0,0,152.247,369.516,0,4.939,0,0,0,21.98,1.457,7.546,0.712,0.344,0,3.673,0,0,0,0,0,0,0,0.205,0,7.68,0,3.86,0.099,4.52,586.809
FG2,2013,-10.253,51.679,0,0,0,0,0,0.208,0,0,85.62,0,0,0.05,12.62,1.481,4.285,0.074,0.129,0,4.56,0,0,6.72,0.216,0.545,0.378,0,7.34,0,0,0,0,0,0,0.164,0,0,0,0,18.38,142.77
FG76,2015,-11.207,53.918,0,0,0.128,1.908,0,0,0,0,0,0,0.619,51.72,1.034,0,1.684,5.22,0,0.001,0,1.278,3.391,0.104,0.757,0,1.413,0,0,0,0,0,0,0,0,0,0,0,0.326,18.906,0,88.489
110,2007,-6.498,51.577,0,0,0,0,0,4.432,0,3.47,0,0,0,1.472,93.439,0.156,2.249,0.084,7.61,0,21.52,1286.79,0,2.915,0,5.512,0,0,0,0,0,12.143,0,0,0,0,1.182,0,0,0,3.4,1446.374
FG188,2011,-10.537,50.718,0,0,1.119,0,0,0,0,0,0,0,0.332,2.468,3.098,0,6.56,0.187,0,1.196,1.931,0,5.516,8.06,0,0,1.029,0,0,0,0,0,0,0,0,0,0,0,1.461,1.906,0,34.863
FG188,2009,-10.537,50.718,0,0,1.948,0,0,0,0,0,0,0,0.156,2.99,10.98,0,3.01,1.666,0,0.305,5.47,0,3.367,0.054,0.032,0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,168.38,0.363,206.821
56A,2010,-10.2,53.111,0,0,0.004,0,0,0,0,0,0,0,0,0.7,6.783,0,4.405,0.146,0,0,16.34,0,0.653,0.68,0.193,0,0.026,0,0,0,0,0,0,0,0,0,0,0,0.034,5.705,3.672,39.341
COD3,2006,-7.047,55.395,0,0,0,0.543,0,0.709,0,0,0,0,0,0.055,0.297,2.236,0,3.626,0,0,0,0.048,0,0,0,0.794,0.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.768,9.159
FG16,2016,-8.216,51.108,0,0,0.139,12.1,0,0,0,0,0,0,0,1.198,0.498,0,9.828,0.365,0.263,0,0,0,1.822,4.68,5.104,0.903,0.435,0,0,0,0,0,0,0,0,0.042,0,0,4.93,0.097,5.35,47.754
PO113,2005,-11.884,53.951,0,0,0.992,0,0,0,0,0,0,0,0,0,0,0,8.66,0,0,0.592,0,0,0.191,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,53.88,0,65.625
PO12,2015,-11.711,53.731,0,0,0,0,0.962,0,0,0,0,0,0.216,1.41,0,0,6.27,3.5,0,0.442,0,0,0.822,2.826,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284,39.498,0,56.32
MB20,2005,-9.595,51.127,0,0,0.313,0.412,0,0.047,0,0,0,0,0.089,0.213,4.17,0,29.54,0.448,0.397,0,1.3,0,5.311,0,2.246,0.246,4.428,0.77,0,0,0,0,0,0,0,0,0.666,0,1.888,2.481,0,54.965
66,2005,-9.625,52.769,0,0,0,0,1.509,13.94,0,0,0,0,0,4.218,39.4,0,1.756,0.933,0,0,11.8,0,0,0.431,0.045,2.771,0.925,0,0,0,0,2.096,0,0,2.626,0.816,1.05,0,0,0.064,143.365,227.745
FG151,2007,-10.188,54.951,3.32,0,0.239,5.51,0,0,0,0,0,0,0,0.086,0,0,7.528,36.442,1.14,0,38.65,0,2.014,0,0,0,6.895,15.03,0,0,0,0,0,0,0,0,0,0,0,35.12,0,151.974
VMS1,2014,-8.493,50.884,0,0,9.758,0,0,0,0.566,0,0,0,0,0.194,0.375,0,15.37,0.02,0.007,0,3.953,0.227,2.73,0.153,0.193,0.549,0.206,0,0,0,0,0,0,0,0,0,0,0,0.55,1.068,1.399,37.318
FG66,2013,-10.235,51.055,0,0,38.62,0,0,0,0,0,0,0,0,12.1,2.503,0,24.203,0,1.47,0,0.393,0.558,5.12,4.388,0.529,4.5,5.223,0,0,0,0,0,0,0,0,0,0,0,3.497,0.09,1.086,104.28
33,2012,-7.032,55.51,0,0,0,16.94,0,0.211,0,6.28,0,0,0,0,0.944,8.84,0,6.573,8.06,0,7.56,26.907,0,0,0,0,1.182,0.37,0,0,0,0,0,0,0,0,0,0,0,0,19.18,103.047
FG96,2006,-7.937,55.915,0,0,0.053,0,0,0,0,0,0,0,0,4.088,0.225,26.81,27.43,773.733,0,0,11.36,22.45,2.997,7.1,4.06,0.717,41.83,0,0,0,0,0,0,0,0,0,0,0,1.695,0.194,6.37,931.112
111,2009,-6.361,51.41,0,0,0,1.336,0,0.094,0,0,0,0,0,0.088,30.75,0.253,1.677,0,0.375,0,1.008,0,1.517,4.002,67.767,0.665,9.848,0,0,0,0,0,0,0,0,0.111,0,0,0,8.41,59.631,187.532
FG6,2004,-10.842,50.846,4.82,0,1.62,0,0,0,0,0,0,0,0,0.183,0.235,0,1.058,1.5,1.68,0.202,0.775,0.578,5.65,4.48,0,0,2.971,0,0,0,0,0,0,0,0,0,0,0,0.152,19.36,0,45.264
FG80,2009,-10.348,53.713,0,2.63,0.05,0,11.08,6.586,0,0,0,0,0,158.2,63.77,0,1.732,642.598,0,0,2.82,119.26,1.212,0,0,37.134,0.009,0,0,0,0,34.71,0,0,0.905,0,14.985,0,0,0.119,0.07,1097.87
102,2003,-3.732,53.829,0,0,0,0,0,0.933,0,0,0,0,0,3.644,0.358,0.286,0.302,0.102,0,0,30.34,0.211,0,0,0,29.98,8.062,0,0,0,0,0,0,0,0.424,0.867,0.7,0,0,0,26.393,102.602
FG4,2007,-10.796,51.458,0,0,11.22,0,0,0,0,0,0,0,0,2.436,26.02,0,5.4,0.952,0,0,0,0,0.687,0,0,0,2.11,0,0,0,0,0,0,0,0,0,0,0,0,107.82,0.281,156.926
6,2006,-8.869,55.629,0,0,28.19,0.413,3.217,0.125,0,5.78,0,0,0,2.61,176.046,0.29,1.507,4.61,10.65,0,25.39,0,0.021,0,0,0.264,1.149,1.081,0,0,0,0,0,0,0,0,1.385,0,0,0,1.102,263.83
PO113,2010,-11.904,53.95,0,0,0.054,0,1.39,0,0,0,0,0,1.503,1.548,0,0,22.7,0.866,0,0.307,0,0.417,1.067,7.82,0,0,0.064,0,0,0,6.23,0,0,0,0,0,0,0,0,238.399,0,282.365
FG104,2008,-11.906,53.272,0,0,0.726,3.41,0,0,0,0,0,0,4.596,0.554,12.69,0,12.53,19.18,0,0.445,6.21,0,2.073,3.58,1.034,0,15.08,0,0,0,0,0,0,0,0,0,0,0,0,73.79,0,155.898
FG68,2014,-10.767,51.852,0,0,1.506,2.14,0,0.655,0,0,0,0,0.022,4.742,20.16,0,7.831,0.273,0,0,1.8,0.418,3.004,3.65,1.96,3.893,0.542,0,0,0,0,0,0,0,0.615,0,0,0,3.32,89.538,1.707,147.776
GD8,2016,-9.565,55.244,0,0,671.08,0,1.152,0.066,0,0,0,0,0,0.52,117.846,0,2.172,10.6,2.3,0,3.256,4.35,0,0.004,1.972,0.272,9.495,3.164,0,0,0,1.684,0,0,0.294,0,1.55,0,0,0,44.08,875.857
FG131,2014,-9.998,50.927,0,0,141.22,2.328,0,0,0,0,0,0,0,4.45,141.28,0,3.008,0.715,0.436,0.234,13.02,0.345,2.018,0,0,1.52,4.063,0,0,0,0,0,0,0,0,0,0,0,0.069,0.083,1.134,315.923
