fldPrimeStation,Yr,LonDec,LatDec,ARG,BLR,BOF,COD,CUR,DAB,DFL,DGS,DII,ESB,GSS,GUG,HAD,HER,HKE,HOM,JOD,LBI,LSD,MAC,MEG,MON,NOP,PLE,POD,POK,POL,PTR,SAR,SDR,SHR,SKT,SOL,SPR,THR,UNR,WAF,WHB,WHG,CatchKg
R213,2013,-9.165,55.581,0,0,405.82,1.445,1.21,0,0,0,0,0,0,0.358,38.98,79.12,6.6,67.123,9.986,0,54.82,527.187,1.518,0,13.62,0.24,4.06,35.04,14.74,0,0,0,0,0,0,0,0,0,0,11.745,0.305,1273.917
PO12,2014,-11.675,53.764,0,0,0,0,0,0,0,0,0,0,0.453,0.297,66.88,0,26.7,227.686,0,0.634,0,0,1.491,0,0.06,0,0,0,0,0,0,0,0,0,0,0,10.89,0,2.405,148.759,0,486.255
FG9,2016,-9.633,51.458,0,0,0,0,0.854,15.74,0,0,0,0,0,2.054,0,1.523,0.079,0.603,0.33,0,26.73,0,0,2.18,0,1.28,0.495,0,0,0,0,4.624,0,0,4.537,1.489,5.36,0,0,0,28.777,96.655
CN307,2016,-5.775,51.404,0,0,0.003,0,0,22.168,0,0,0,7.18,0,4.17,1.224,0,0.92,162.07,6.37,0,173.73,0.132,0.094,0.1,83.948,4.37,0.772,0,0,0,0,23.963,0,0,2.696,0.063,0.15,0,0,0.116,141.44,635.679
MM1,2015,-9.264,54.321,0,8.702,0,0,15.47,55.258,0,0,0,0,0,2.76,77.035,0.6,0,0,0,0,21.29,5.37,0,0.77,0.102,59.05,1.354,0,0.592,13.798,0,5.81,0,0,1.03,0,4.336,0,0,0,34.156,307.483
FG75,2008,-10.247,53.298,0,0,0,0,4.41,0,0,0,0,0,0,0.574,18.573,0.371,4.36,2.212,0,0,11.296,0.312,1.465,0,0.081,0.17,14.23,0,0,0,0,4.29,0,8.612,0.345,0,6.14,0,0,24.65,11.56,113.651
FG173,2007,-9.609,52.971,0,0,0,0,0,3.122,0,0,0,0,0,5.442,194.109,0.554,0.33,0.248,2.29,0,9.59,419.123,0.132,0,0,7.364,0,0,0,0,0,0,0,0,0,850.822,0,0,0,0,121.479,1614.605
84,2007,-9.94,50.748,0,0,239.13,0,0,0,0,0,0,0,0,10.66,25.232,0,8.377,0.01,0,0,0,0.476,4.249,0,0.278,0.635,18.285,0,0,0,0,0,0,0,0,0,0,0,0.051,18.54,0.187,326.11
CC307,2010,-7.295,50.646,0,0,0,5.17,0,0,0,0,0,0,0,0.459,13.576,0,7.61,0.003,0,0,0,0,1.602,0.887,21.313,1.144,5.38,0,0,0,0,0,0,0,0,0,0,0,6.19,4.798,0,68.132
MB15,2005,-9.966,52.953,0,0,0.002,0,0.565,0.133,0,1.51,0,0,0,0.836,3.138,0.127,30.772,0.598,1.724,0,20.25,0,0.154,2.44,0.109,0,1.042,0,0,0,0,0,0,0,0.328,0.615,0,0,0,0.038,7.028,71.409
FG11,2009,-8.893,50.871,0,0,0.255,11.5,2.02,0.113,0,0,0,0,0.251,0.055,104.908,0,12.602,0.104,0,0,1.2,0,2.686,2.47,7.196,0.8,38.611,0,0,0,0,0,0,0,0,0,0,0,3.79,22.842,17.256,228.659
FG125,2007,-11.429,51.116,0,0,0,0,0,0,0,0,0,0,3.25,0,0,0,14.48,0,0,0.446,0.887,0,0.297,10.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.506,0,223.326
CN205,2008,-8.024,51.688,0,0,0.037,2.74,1.256,3.11,0,0,0,0,0,2.712,10.74,3.114,53.62,0.241,0.546,0,16.5,0,1.851,3.88,4.63,7.283,14.64,0,0,0,0,7.2,0,0,0.448,22.36,0,0,0,0,33.06,189.968
2,2009,-8.369,56.311,0,0,0,0,2.059,0.169,0,1,0,0,0,29.597,2.011,7.01,15.683,0.163,2.865,0,7.04,108.48,2.653,0,29.15,0.186,36.148,0,0,0,0,0,0,0.301,0,0,0.832,0,0,0.177,5.002,250.526
FG78,2006,-10.912,53.31,0,0,10.66,0,4.834,0,0,10.25,0,0,0.035,135.354,143.69,2.934,2.247,0.415,0.64,0,26.21,515.857,7.908,1.287,0.414,0.671,2.429,0,0,0,0,0,0,0,0,0,1.796,0,0,1788.87,0,2656.501
PO24,2013,-11.533,53.587,0,0,0.232,0,0,0,0,0,0,0,0.249,12.54,11.28,0,36.538,68.933,1.869,0.079,10.92,0,1.64,7.46,0.674,0,8.809,0,0,0,0,1.206,0,0,0,0,1.95,0,4.58,46.325,0.78,216.064
FG35,2013,-7.785,50.884,0,0,0,0,0,0,1.299,0,0,0,0.025,1.713,98.705,1.749,12.537,0.862,0,0,0.665,0,1.121,4.66,219.106,2.433,28.025,0,0,0,0,0,0,0,0,0.022,0,0,0.273,0.569,104.084,477.848
95,2003,-10.863,53.747,16.43,0,3.33,0,1.77,0,0,3.84,0,0,0,0.06,184.59,24.56,0.66,0.62,0,0,7.548,0,1.45,2.48,12.49,0,6.58,0,0,0,0,0,0,0,0.23,0,2.3,0,0,5.485,2.12,276.543
PO113,2015,-11.936,53.951,0,0,0,0,0,0,0,0,6.59,0,9.53,2.026,0,0,5.89,1.164,0,0.384,0,0,0.554,9.32,0.124,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,356.742,0,392.336
31,2017,-7.218,55.661,0,21.35,0,0,0,0.212,0,0,0,0,0,3.561,2.22,0.173,0,380.048,0,0,0,14.76,0,0,0,8.978,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0.78,434.712
FG99,2009,-11.52,53.955,0,0,0.135,0,0,0,0,0,0,0,0.144,0.362,0,0,16.602,1.006,0,0.076,0,0,1.399,4.68,0,0,0.097,0,0,0,0,0,0,0,0,0,0,0,0,16.88,0.069,41.45
64,2009,-8.733,51.262,0,0,0.05,3.62,0,0.64,0,0,0,0,0.095,0.079,381.173,0,30.46,0.045,1.152,0,1.117,0,0.977,1.268,29.42,2.088,93.21,0,0.543,0,0,0,0,0,0,0.011,0,0,1.732,4.425,18.787,570.892
SC554,2010,-8.827,54.462,0,0,0,0,3.144,30.68,0,0,0,0,0,28.197,2.5,0.713,1.559,0.027,0,0,39.58,0.193,1.163,0.603,0.37,98.63,71.5,0,0,4.687,0,6.1,0,0,1.08,0,0,0,0,0,24.63,315.356
113,2009,-5.8,51.086,0,0,0,0,0,0.63,0,0,0,9.92,0,3.132,297.15,1.064,4.572,0.12,3.378,0,73.72,0.14,1.454,5.26,61.7,1.523,17.22,0,0,0,0,0.772,0,0,0.535,0.712,0.452,0,0,58.3,628.18,1169.934
FG17,2004,-8.075,51.479,0.858,0,0,0.799,0,1.079,0,0,0,0,0,1.031,153.78,0,4.22,0.3,0.01,0,7.02,0.061,0.414,0.012,51.667,1.341,11.071,0,0,0,0,0,0,0,0,3.17,0,0,0.009,0,33.9,270.742
68,2017,-9.758,52.554,0,1.494,0,0,0,8.484,0,0,2.88,0,0,0.43,0,0.164,0,5.855,0.431,0,2.98,10.26,0,0.455,0,0.096,0,0,0,0,0,0,0,0,0.024,32.969,0,0,1.373,0,19.214,87.109
9,2003,-5.742,54.021,0.131,0,0,0,0,9.3,0,1.96,0,0,0,4.296,181.882,139.185,2.12,0.838,0.262,0,6.09,0,0,0,5.144,6.748,0.101,0,0,0,0,0,0,0,0.09,173.454,0,0,0,0,217.654,749.255
FG133,2009,-8.028,50.533,0,0,0.009,0,0,0,0,5.34,0,0,0.024,0,0.137,0,7.863,0.515,0,0,4.065,0,1.022,0,2.9,0,1.629,0,0,0,0,0,0,0,0,0,0,0,0.275,11.98,0.035,35.794
E5,2011,-6.744,51.81,0,0,0,2.727,1.276,12.16,0,0,0,0,0,83,321.48,7.419,2.436,0.045,1.627,0,20.98,1096.847,3.28,0,1.767,83.283,25.861,0,0,0,0,8.12,0,0,0.244,4.848,1.322,0,0,0,82.01,1760.732
FG197,2016,-7.672,51.243,0,0,0.003,8.45,0,2.302,0,1.853,0,0,0,2.543,196.015,0,49.22,0.567,0.01,0,13.76,0.174,1.526,2.4,60.927,17.14,9.22,0,0,0,0,3.274,0,0,0,0.238,0,0,0,0.377,80.555,450.554
GD5,2013,-7.607,56.228,0,0,0,0,1.228,17.72,0,0,0.787,0,0,5.84,81.963,172.927,10.4,4.12,0.386,0,15.22,28.6,0.451,0,26.922,20.2,2.704,0.784,0,0,0,3.573,0,0,0,0.03,0,0,1.51,2.169,33.798,431.332
52,2016,-10.693,53.18,0,0,304.388,0,1.286,0,0,19.09,0,0,0,2.418,84.88,0,7.168,0.244,0,0,35.58,1.116,6.542,8.03,0.066,2.372,0,0,0,0,0,1.028,0,0,0.29,0.262,0.976,0,1.448,0,38.932,516.116
FG116,2012,-7.053,56.052,0,0,0,0,2.14,1.051,0,0,0,0,0,26.42,193.26,29.712,16.68,81.743,0.486,0,39.62,52.5,0.653,0,0.012,10.074,0.294,0,0,0,0,2.153,0,0,1.135,0,12.7,0,0,0,134.52,605.153
MB52,2011,-9.328,53.139,0,0,0,2.372,0,7.32,0,0,0,0,0,3.482,36.903,15.364,0,0.043,1.845,0,5.24,0,0,1.43,0,0.303,0.346,0,0,0,0,12.368,0,0,2.615,1.954,18.44,0,0,0,59.857,169.882
FG35,2012,-7.787,50.884,0,0,0.04,21.56,0,0,0,17.14,0.65,0,0,0.334,76.337,0,23.02,1.61,0,0,2.672,0.392,6.004,2.338,721.952,2.178,110.982,0,0,0,0,0,0,0,0,0,0,0,0,1.998,150.355,1139.562
81,2007,-11.053,50.749,0,0,0.189,0,0,0,0,0,0,0,0.516,0,0,0,2.201,0.001,0.113,0.175,1.993,0,2.234,3.83,0,0,0.639,0,0,0,0,0,0,0,0,0,0,0,0.316,84.395,0,96.602
62,2009,-9.452,53.195,0,0,0,0.175,0,33.05,0,0,0,0,0,5.315,9.26,0,0.157,0.799,1.781,0,44.107,10.38,0,0,0,1.213,9.02,0,0,0,0,1.89,0,9.191,0.993,8.78,16.3,0,0,0,602.709,755.12
FG54,2007,-10.085,50.517,0,0,10.951,0,0,0,0,0,0,0,0,0.343,0.687,0,5.78,0.005,0.117,0,0.513,0,1.306,1.042,0,0,4.69,0,0,0,0,0,0,0,0,0,0,0,0.023,50.481,0.194,76.132
FG3,2003,-11.124,51.622,2.964,0,13.27,0,0,0,0,0,0,0,0,1.819,72.212,0,2.89,1.601,1.287,0.175,0,0,1.901,2.65,5.93,0,8.696,0,0,0,0,0,0,0,0.568,0,0,0,7.51,31.977,7.42,162.87
FG35,2004,-7.782,50.887,0.474,0,0.104,3.88,0,0,0,0.682,0,0,0,1.436,9.04,0,4.528,2.447,0.235,0,13,0,1.216,7.66,61.38,2.8,57.77,2.98,0,0,0,0,0,1.04,0.715,0.101,0,0,0.011,6,11.24,188.739
FG176,2015,-7.499,51.491,0,0,0.001,0,0,0.688,0,0,0,0,0,0.348,58.51,0.12,14.98,2.112,0.202,0,14.19,0,0.586,0.148,19.16,3.142,1.824,0,0,0,0,4.742,0,0,0,0.014,0,0,0,0.518,27.1,148.385
MB11,2009,-9.711,54.502,0,0,0.052,0,0,2.714,0,0,0,0,0,23.526,19.64,0,1.759,291.656,0,0,35.14,134.439,0.822,2.31,1.238,6.962,13.02,0,0,0,0,1.56,0,0,0,0,0,0,0,0,61.13,595.968
FG14,2012,-8.242,50.624,0,0,0.001,4.6,0,0,0,4.78,0,0,0,0.034,0,0,36.908,0.074,0,0,2.832,0.602,2.086,10.86,6.852,0,0.958,0,0,0,0,0,0,0,0,0,0,0,0,12.524,0,83.111
94,2015,-9.185,56.186,0,0,356.2,0,0,0,0,4.45,0,0,3.25,0,5.95,0,0,0,0,0,8.55,0,0.206,0,0.406,0,5.1,25.226,0,0,0,0,0,0,0,0,0,0,0,846.145,0,1255.483
66,2017,-9.61,52.804,0,0.895,0.002,0,0,6.68,0,0,0,0,0,1.378,1.573,0.021,0,425.519,0.915,0,12.492,26.763,0.894,3.382,0,9.31,0.203,0,0,0,0,0,0,0,0.615,15.294,0,0,0,0,40.252,546.188
SC546,2010,-9.375,55.136,0,0,1.984,0,6.628,0.439,0,1.78,0,0,0,56.02,111.06,0.948,0.449,6.39,1.73,0,31.054,47.83,0.536,0,1.247,1.554,7.115,0.363,0,0,0,1.478,0,0.739,0.162,0,17.85,0,0,0.158,5.818,303.332
CN,2007,-6.484,51.124,0,0,0,0,0,1.647,0,0,0,0,0,490.12,40.62,0.195,1.34,0.015,2.68,0,16.78,0.62,0.71,11.72,157.605,2.797,3.148,0,0,0,0,0,0,0,0,0,0,0,0,1.2,31.215,762.412
FG37A,2012,-7.854,51.363,0,0,0.006,19.54,0,3.29,0,0,0,0,0,1.042,55.018,0,9.725,0.033,0.227,0,0,0.382,0.275,0.89,8.002,2.125,31.251,0,0,0,0,0,0,0,0,0,0,0,0,0,47.32,179.126
FG3,2005,-11.106,51.604,0,0,2.021,0,0,0,0,0,0,0,0.578,3.298,16.6,0,5.708,0,0,0.319,0.14,354.13,5.102,0.21,0,0,5.584,0,0,0,0,0,0,0,0,0,0,0,0.684,3.591,0.915,398.88
CN204,2014,-7.444,51.62,0,0,0,10.37,0,0.546,0,0,0,0,0,0.844,155.17,0.829,14.68,5.61,1.301,0,33.19,3.078,0.21,3.29,0.19,6.205,30.008,0,0,0,0,11.2,0,0,0,0.09,0,0,0,0,9.1,285.911
FG87,2009,-11.24,54.154,0,0,0.115,0,0,0,0,0,0,0,0.375,0,0,0,67.9,2.75,0,0.158,1.91,0,1.875,0,0,0,0.104,1.185,0,0,0,0,0,0,0,0,0,0,0,234.7,0,311.072
48,2003,-10.757,52.668,0,0,3.716,0,0,0,0,0,0,0,0,0.467,107.955,0,0.816,0,0.916,0,3.598,0,2.629,0,9.275,0,0.525,0,0,0,0,0,0,0,0.539,0,0,0,0,258.822,16.365,405.623
70,2008,-10.337,52.525,0,0,0.226,0,1.456,0.065,0,0,0,0,0,2.308,11.415,0,2.597,0.069,7.76,0,35.152,0,3.283,0,1.754,0,8.06,0,0,0,0,21.98,0,0,0.259,0.004,2.7,0,7.11,6.049,10.424,122.671
18,2003,-9.304,54.596,0,0,0,0,0.856,0,0,1.37,0,0,0.451,7.22,129.848,0.49,0.006,5.993,5.57,0,14.43,0.847,0.279,1.072,101.386,0,9.196,2.84,0,0,0,2.29,0,1.99,0,0.072,11.01,0,0,0.277,149.958,214.727
18,2003,-9.304,54.596,0,0,0,0,0.856,0,0,1.37,0,0,0.451,7.22,129.848,0.49,0.006,5.993,5.57,0,14.43,0.847,0.279,1.072,101.386,0,9.196,2.84,0,0,0,2.29,0,1.99,0,0.072,11.01,0,0,0.277,149.958,447.451
GD2,2015,-8.358,55.564,0,0,0,0,0,0.108,0,0,0,0,0,0.087,154.669,18.564,0,123.732,1.116,0,11.05,155.543,0.402,0,55.407,0.437,1.033,0,0,0,0,0,0,0,0,0,0,0,0,1.007,19.973,543.128
FG23,2013,-7.446,51.158,0,0,0,7.14,0,0,13.5,0,0,0,0.019,0.028,6.58,0,13.12,0.03,0,0,3.901,0.031,0.281,8,32.246,0.899,1.497,0,0,0,0,0,0,0,0,0.403,0,0,2.537,1.413,2.296,93.921
MB48,2016,-8.103,56.292,0,0,0.172,0,0,14.574,0,0,0,0,0,0.914,5.94,154.07,8,0,0,0,1.906,13.39,3.772,3.404,242.96,0,0.304,0.971,0,0,0,0,0,0,0,0,0,0,3.523,590.877,6.02,1050.797
MB48,2016,-8.103,56.292,0,0,0.172,0,0,14.574,0,0,0,0,0,0.914,5.94,154.07,8,0,0,0,1.906,13.39,3.772,3.404,242.96,0,0.304,0.971,0,0,0,0,0,0,0,0,0,0,3.523,590.877,6.02,465.251
FG6,2013,-10.854,50.845,0,0,109.211,0,0,0,0,0,0,0,0,0.219,0.863,0,8.706,1.205,9.08,0,2.309,1.506,1.506,1.151,0.607,0,17.26,0,0,0,0,0,0,0,0,0,0,0,0.628,4.056,0.149,158.456
SC573,2016,-6.674,55.925,0,0,0,0,0.79,3.69,0,7.846,0,0,0,5.14,0.288,0.322,0,2.28,0,0,1.856,9.66,0,0,0,11.134,0,0,0,0,0,0,0,0,0.154,0.206,1.67,0,0,0,1.844,46.88
FG46,2012,-7.087,51.801,0,0,0,3.9,0,8,0,4.48,0,0,0,8.14,236.408,6.6,10.717,0.578,1.84,0,18.04,0.31,3.14,2.96,5.063,27.96,0.316,0,0,0,0,5.148,0,0,0,0.064,0,0,0,0,89.156,432.82
SC583,2014,-6.773,56.397,0,0,0,0,2.06,31.45,0,1.98,0.384,0,0,9.76,24.25,0.814,4.9,0.584,0,0,39.51,7.8,0,2.558,0.48,6.638,0.61,0,0,0,0,7.22,0,0,0.714,3.36,3.35,0,0,0,484.366,632.788
Mar-05,2014,-6.753,55.564,0,0,0,14.38,0,0.742,0,5.267,0,0,0,4.91,1.68,0,0,1.884,0,0,20.29,0,0,0,0,0,27.82,0,0,0,0,5,0,0,5.268,0,0,0,0,0,39.434,126.675
PO16,2016,-11.934,53.611,0,0,0.021,0,0,0,0,0,0,0,1.087,0.786,3.44,0,18.27,1.113,0,1.566,0,0,1.642,11.884,2.205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.274,0,126.288
42,2011,-10.814,51.639,0,0,0.929,4.32,0,0,0,0,0,0,0.026,18.296,12.236,0,19.546,0,0,0.649,4.64,47.384,6.458,1.606,0.329,0,7.548,0,0,0,0,0,0,0,0,0.007,0,0,0,537.057,41.46,702.491
PO22,2012,-11.862,53.578,0,0,0,0,0,0,0,0,0,0,0.028,0.15,8.18,0,13.48,0.448,0,1.246,0,0.524,1.352,11.28,0.913,0,0.09,0,0,0,0,0,0,0,0,0,0,0,3.54,202.041,0,243.272
FG171,2007,-11.623,52.363,0,0,0.92,0,1.48,0,0,0,0,0,0.165,26.16,85.43,0,2.482,11.637,1.574,0,2.418,0,2.518,1.05,0,0.237,0.187,0,0,0,0,0,0,0,0,0,0,0,1.21,28.26,16.69,182.418
FG167,2014,-6.612,51.856,0,1.25,0,0,3.207,5.134,0,9.409,0,0,0,3.886,102.87,0.234,4.03,2.344,0,0,11.44,1.78,0,4.19,0.13,49.079,0,0,0,3.07,0,17.51,0,0,0.232,0,26.59,0,0,0,94.27,340.655
MB27,2004,-8.821,54.396,0.029,0,0,0,1.78,29.834,0,9.62,0,0,0,10.54,9.116,0,0,0.212,0,0,14.44,0,0.333,3.98,0,31.351,1.033,0,0,0,0,1.1,0,0,0.743,0.98,0,0,0,0,31.824,146.915
MB48,2009,-8.101,56.292,0,0,0,0,0,0.211,0,1.614,0,0,0,1.459,0,2.217,42.179,0.529,0,0,48.18,23.71,1.987,4.912,663.59,0,47.879,0,0,0,0,0,0,0,0,0,0,0,2.962,146.59,27.979,1015.998
112,2007,-6.332,51.248,0,0,0,11.54,0,0.085,0,0,0,0,0,0.166,2.42,0.115,1.363,0.005,0.023,0,0.003,0.309,0,0,8.872,0,0.23,0,0,0,0,0,0,0,0,1.176,0,0,0,0.229,48.957,75.493
89,2011,-11.268,53.202,0,0,31.4,0,8.86,0,0,0,1.544,0,0,1151.138,493.79,0,13.214,64.419,10.9,0,34.64,42.064,5.595,0.858,0,0.836,0.01,0,0,0,0,0,0,0,0.175,0,0,0,1.726,5.302,7.26,1873.731
MM1,2012,-9.271,54.322,0,0,0,0,1.278,2.744,0,0,0,0,0,0.154,1.228,0.146,0,0.181,0,0,3.7,6.66,0,0,0,7.263,0,0,0,0,0,1.4,0,0,0.356,0.064,0,0,0,0,0,25.174
40,2005,-5.868,51.75,0,0,0,4.16,0,0,0,0,0,0,0,0.06,102.71,0.138,0.734,0,1.702,0,24.16,0,0,2.5,17.115,0,59.937,0,0,0,0,1.785,0,0,0,0.965,0,0,0,1.044,43.089,260.099
59,2012,-9.668,53.032,0,0,0,0,0,1.212,0,0,0,0,0,0.526,26.66,0.098,5.41,0.191,0,0,4.92,0.152,0.106,1.266,0.182,2.698,1.058,0,1.52,0,0,3.78,0,0,0.204,0.441,1.88,0,0,0,51.09,103.394
FG51,2012,-8.105,51.348,0,0,0,28.42,0,2.623,0,0,0,0,0,0.366,567.35,0,24.26,0.025,1.501,0,5.62,0.244,1.588,2.68,1.661,0,61.92,0,6.86,0,0,0,0,0,0,0,0,0,0,0,50.48,755.598
FG25,2014,-6.258,52.006,0,4.222,0,1.561,0,0,0,56.18,0,0,0,81.24,54.121,0.133,1.75,3.296,0,0,111.69,0.247,0,0.544,0.118,1.585,5.45,0,0,0,0,3.66,0,0,0.217,0,1.438,0,0,0,9.882,337.334
62,2015,-9.389,53.192,0,0,0,0,0,2.644,0,7.14,0,0,0,0.556,2.118,9.47,0,10.559,0,0,7.91,0.162,0,20.293,0.008,0.506,3.902,0,0,0,0,7.956,0,0,0.724,75.24,2.326,0,0,0,28.154,179.668
FG52,2007,-8.054,51.251,0,0,0.011,7.42,0,0,0,0,0,0,0.01,0.316,16.926,2.292,3.45,0.078,0.009,0,0,0,1.532,0,7.54,0,21.34,0,0,0,0,0,0,0,0,0,0,0,0.938,0.372,8.53,70.764
FG134,2010,-8.289,51.422,0,0,0,19.84,0,2.991,0,0,0,0,0,0.269,403.216,0.71,1.553,0.003,0,0,4.385,0,0.638,1.224,22.44,2.253,9.08,0,0,0,0,0,0,0,0.145,3.36,0,0,0,0.048,31.765,503.92
FG124,2006,-11.108,50.858,0,0,0.186,0,0,0,0,0,0,0,0.485,0,1.8,0,6.21,14.23,0,0.393,4.909,0.411,3.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,78.67,0,110.511
MB44,2010,-8.775,54.872,0,0,0,1.929,0,0,0,0,0,0,0,0.293,0,13,2.46,0,0.194,0,7.521,11.65,0,0,0,0,0.668,0.513,0,0,0,0,0,0,0,0,0,0,0,0,0.12,38.348
44,2015,-5.493,51.244,0,0,0,0,0,5.595,0,22.37,0,104.19,0,11.2,247.6,0.146,0.368,4333.78,2.57,0,28.33,26.742,0.836,5.19,77.356,15.76,1.886,0,0,0,0,15.732,0,0,0.79,0.038,0.084,0,0,10.322,131.708,5042.593
62,2004,-9.464,53.196,0,0,0,0,0,5.162,0,0,0,0,0,2.35,3.64,8.804,0,0,0,0,66.96,0,0,1.72,0,0.242,0,0,0,0,0,0,0,1.88,0.546,65.317,11.32,0,0,0,111.696,279.637
62,2004,-9.464,53.196,0,0,0,0,0,5.162,0,0,0,0,0,2.35,3.64,8.804,0,0,0,0,66.96,0,0,1.72,0,0.242,0,0,0,0,0,0,0,1.88,0.546,65.317,11.32,0,0,0,111.696,48.943
FG67,2007,-10.763,51.823,0,0,0,1.045,0,0,0,0,0,0,0,0,664.939,0.235,9.481,4.39,0.191,0.036,0,0.065,1.488,0,24.74,0.265,11.94,0,0,0,0,0,0,0,0,0,0,0,0.823,14.78,3.612,738.03
FG67,2007,-10.763,51.823,0,0,0,1.045,0,0,0,0,0,0,0,0,664.939,0.235,9.481,4.39,0.191,0.036,0,0.065,1.488,0,24.74,0.265,11.94,0,0,0,0,0,0,0,0,0,0,0,0.823,14.78,3.612,88.261
MB30,2011,-7.606,50.621,0,0,0.037,3.14,0,0,0,0,0,0,0.027,0,8.98,0,3.868,0,0.36,0,0.004,0,2.681,8.04,8.804,0,0.743,0,0,0,0,0,0,0,0,0,0,0,7.88,3.602,0,48.166
FG171,2016,-11.63,52.371,0,0,0.135,0,0,0,0,0,0,0,0.264,19.259,29.645,0,4.536,78.257,0,0,2.608,0,3.359,4.85,0.039,0,0.124,0,0,0,0,0,0,0,0,0,0,0,0.567,7.869,31.03,182.542
FG15,2010,-7.425,51.329,0,0,0,7.14,0,4.714,0,0,0,0,0,195.98,181.51,0,20.738,0.255,0,0,7.85,1.158,2.22,3.01,0.232,5.475,16.69,0,0,0,0,0,0,0,0,0.087,0,0,0,0.52,147.983,595.562
27,2004,-5.607,52.178,0,0,0,4.64,0,0,0,6.46,0,0,0,0,0,0,0,0,19.9,0,45.34,0.419,0,5.2,0,0,24.98,0,0,0,0,1.177,0,0,0,0,14.76,0,0,0,0,122.876
FG109,2008,-9.832,55.353,0,0,0,0,1.234,0,0,0,0,0,1.973,0.191,13.13,0,16.45,431.104,0,0,32.17,2.013,2.934,10.24,0.008,0,34.769,6.64,0,0,0,0,0,0,0,0,32.49,0,0,82.49,0,667.836
C310,2005,-8.539,51.204,0,0,0.089,0.75,0,0,0,0,0,0,0,0.018,4.25,0,13.69,0.432,0,0,2.194,0,0.678,0.459,20.41,0,32.06,0,0,0,0,0,0,0,0,0,0,0,0,8.195,11.03,94.255
FG151,2008,-10.199,54.945,0,0,0,14.59,0,0,0,9.73,0,0,46.436,0.53,1.086,0,7.53,256.684,0,0,57.39,0,1.183,0,0.048,0,9.45,33.3,0,0,0,0,0,0,0,0,0,0,0,415.927,0,853.884
FG182,2016,-8.867,51.52,0,0,0.002,0,0,6.122,0,0,0,0,0,0.442,0.028,1.002,11.54,0.996,0.256,0,0,0,0,0.536,0.022,0.77,0.014,0,0,0,0,0,0,0,0,12.31,0,0,0.164,0,7.494,41.698
FG16,2013,-8.222,51.107,0,0,0.041,0,0,0,0,0,0,0,0,0.438,2.069,0,22.38,0.652,0,0,1.27,0,0.95,0,3.801,0,7.177,0,0,0,0,0,0,0,0,0.261,0,0,7.64,0.582,4.38,51.641
52,2012,-10.698,53.177,0,0,2.988,0,3.994,0,0,9.74,0.892,0,0,580.524,133.488,0,28.474,0.255,0,0,46.9,3.188,9.086,15.58,1.2,0.64,0.754,0,0,0,0,2.28,0,0,0,0,0,0,0,5.015,32.47,877.468
FG55,2017,-9.489,50.589,0,0,0.796,15.12,2.84,0,0,0,0,0,0,0,80.17,0,1.396,0.201,0.016,0,2.6,0,1.885,0,0,0,6.03,0,0,0,0,0,0,0,0,0,0,0,0.029,0.449,0.701,112.233
FG139,2011,-6.188,51.617,0,0,0,2.548,2.802,0.208,0,0,0,0,0,49.82,240.339,0.761,0.316,0,2.069,0,104.94,0,2.687,10.06,36.84,0.34,3.317,0,0,0,0,1.682,0,0,1.327,0.028,0,0,0,0.853,103.207,564.144
FG71,2006,-11.53,51.876,0,0,0.285,0,0,0,0,0,0,0,0.204,0,14.57,0,17.694,0.344,0,0.717,2.38,0,5.574,3.25,0,0,0.087,0,0,0,0,0,0,0,0,0,0,0,0.254,100.543,0,145.902
MB32,2006,-5.494,51.464,0,0,0,0.651,0,3.958,0,3.15,0,20.72,0,0.855,0,2.126,0,5.838,2.169,0,11.69,1.249,0,0,5.37,2.063,1.463,0,0,2.68,0,7.4,0,0,0.135,0,0,0,0,0.138,147.82,219.475
R217,2013,-9.339,55.334,0,0,51.44,0,1.124,0,0,0,0,0,0,0.651,20.434,83.46,5.48,91.78,5.18,0,26.74,145.823,0,0.502,7.909,0,5.96,217.138,22.528,0,0,0,0,0,0,0,1.451,0,0,9.74,1.564,698.904
FG205,2015,-9.687,51.63,0,10.5,0,0,0,6.874,0,0,0,0,0,0.354,0,0.062,1.206,0.66,0,0,53.31,0,0,0.2,0,1.12,4.562,0,2.28,0,0,18.13,0,0,2.218,1.712,64.62,0,0,0,15.86,183.668
FG4,2008,-10.789,51.451,0,0,20.26,0,0,0,0,0,0,0,0.035,7.982,17.786,0,6.72,0.612,0,0.387,0.186,0.176,3.021,0,0,0,6.48,0,0,0,0,0,0,0,0,0,0,0,2.185,128.11,0.289,194.229
66,2011,-9.626,52.77,0,0,0,0,0,6.065,0,0,0,0,0,0.494,33.7,0.676,0,0,0,0,4.458,0,0,0.1,3.789,12.94,2.133,0,0,0,0,0,0,0,5.807,9.504,0,0,0,0,82.608,162.274
CC306,2004,-8.908,50.624,0.58,0,4.158,0,0,0,0,0.98,0,0,0,0.495,2.9,0,10.6,2.156,0.573,0,4.58,53.95,3.266,6,10.024,0,19.58,0,0,0,0,0,0,0,0,0,0,0,2.6,15.44,0.016,137.898
