"","Cruise","Yr","LonDec","LatDec","ICESCODE","AreaKmSq","Species","RaisedNo","TotalCatch"
"4382","IGFS2004",2004,-5.755,53.401,"VIIa",0.210536961736676,"DAB",4,50709.332
"4397","IGFS2004",2004,-4.008,54.075,"VIIa",0.173767484538291,"CUR",13,50709.332
"4414","IGFS2004",2004,-3.643,54.093,"VIIa",0.243637611689496,"COD",9,50709.332
"4428","IGFS2004",2004,-3.789,53.973,"VIIa",0.227604355565614,"CUR",3,50709.332
"4442","IGFS2004",2004,-4.126,53.787,"VIIa",0.22361558040893,"COD",5,50709.332
"4460","IGFS2004",2004,-4.088,53.911,"VIIa",0.173345491991279,"COD",8,50709.332
"4477","IGFS2004",2004,-4.382,54.017,"VIIa",0.156059290833618,"BLR",1,50709.332
"4491","IGFS2004",2004,-4.685,53.8,"VIIa",0.212847776605391,"COD",3,50709.332
"4508","IGFS2004",2004,-5.085,53.83,"VIIa",0.418644259048296,"COD",2,50709.332
"4527","IGFS2004",2004,-4.885,55.392,"VIa",0.265875775957158,"DAB",3,50709.332
"4535","IGFS2004",2004,-5.202,55.233,"VIa",0.279081061833417,"ARG",5,50709.332
"4551","IGFS2004",2004,-6.311,55.365,"VIa",0.416503835350485,"BLR",1,50709.332
"4564","IGFS2004",2004,-8.993,55.817,"VIa",0.399036142195518,"ARG",14,50709.332
"4582","IGFS2004",2004,-9.265,55.458,"VIa",0.397963633627917,"ARG",32,50709.332
"4598","IGFS2004",2004,-9.376,55.139,"VIa",0.40499882231889,"ARG",2,50709.332
"4617","IGFS2004",2004,-8.475,55.31,"VIa",0.36919165335921,"CUR",2,50709.332
"4630","IGFS2004",2004,-8.523,55.083,"VIa",0.245966233154102,"COD",3,50709.332
"4643","IGFS2004",2004,-8.78,54.871,"VIa",0.256090251710803,"HER",14,50709.332
"4648","IGFS2004",2004,-8.76,54.578,"VIa",0.419104346901705,"ARG",38,50709.332
"4663","IGFS2004",2004,-9.491,54.484,"VIIb",0.335989295295686,"ARG",22,50709.332
"4681","IGFS2004",2004,-8.882,54.463,"VIIb",0.257900968575104,"DAB",86,50709.332
"4696","IGFS2004",2004,-8.882,54.594,"VIa",0.349108838134407,"ARG",23,50709.332
"4715","IGFS2005",2005,-11.664,53.953,"VIIb",0.435834535963303,"BOF",40,41501.598
"4721","IGFS2005",2005,-11.884,53.951,"VIIb",0.344676986487798,"BOF",17,41501.598
"4727","IGFS2005",2005,-11.366,53.697,"VIIb",0.370182545713053,"BOF",40,41501.598
"4743","IGFS2005",2005,-11.544,53.581,"VIIb",0.456821338210509,"BOF",69,41501.598
"4756","IGFS2005",2005,-11.832,53.583,"VIIb",0.436183372341699,"BOF",405.148,41501.598
"4767","IGFS2005",2005,-11.628,53.688,"VIIb",0.429881114763448,"BOF",66,41501.598
"4777","IGFS2005",2005,-11.917,53.763,"VIIb",0.376426605022735,"BOF",10,41501.598
"4783","IGFS2005",2005,-12.146,52.064,"VIIk",0.356287334868138,"HKE",1,41501.598
"4787","IGFS2005",2005,-12.06,52.239,"VIIk",0.443721350026611,"HKE",3,41501.598
"4792","IGFS2005",2005,-12.187,52.357,"VIIk",0.358956178226847,"BOF",1,41501.598
"4798","IGFS2005",2005,-12.169,52.559,"VIIc",0.42558977153933,"BOF",2,41501.598
"4805","IGFS2005",2005,-12.298,52.721,"VIIc",0.432510633188571,"BOF",1,41501.598
"4812","IGFS2005",2005,-12.41,52.974,"VIIc",0.445321928364759,"BOF",29,41501.598
"4820","IGFS2005",2005,-12.841,52.908,"VIIc",0.477449234591751,"BOF",26,41501.598
"4826","IGFS2005",2005,-12.57,53.15,"VIIc",0.445691248639863,"BOF",23,41501.598
"4835","IGFS2005",2005,-8.256,51.645,"VIIg",0.29393603373556,"BOF",1,41501.598
"4851","IGFS2005",2005,-7.855,51.618,"VIIg",0.396916319146296,"COD",4,41501.598
"4867","IGFS2005",2005,-7.384,52.027,"VIIa",0.260854550145294,"COD",8,41501.598
"4902","IGFS2005",2005,-7.087,51.804,"VIIg",0.320186218242772,"DAB",8,41501.598
"4918","IGFS2005",2005,-6.759,52.008,"VIIa",0.256645309506637,"BLR",1,41501.598
"4937","IGFS2005",2005,-6.492,51.732,"VIIg",0.311537830173836,"DAB",20,41501.598
"4958","IGFS2005",2005,-6.475,51.592,"VIIg",0.403097139060153,"CUR",1,41501.598
"4973","IGFS2005",2005,-5.868,51.75,"VIIg",0.368158940704213,"COD",5,41501.598
"4987","IGFS2005",2005,-6.187,51.62,"VIIg",0.440904859194475,"COD",2,41501.598
"5002","IGFS2005",2005,-6.016,51.402,"VIIg",0.408610349620513,"DAB",6,41501.598
"5016","IGFS2005",2005,-5.802,51.086,"VIIg",0.344862308174239,"BOF",1,41501.598
"5035","IGFS2005",2005,-5.958,51.212,"VIIg",0.570450424220011,"DAB",10,41501.598
"5047","IGFS2005",2005,-6.708,51.365,"VIIg",0.394287370812495,"COD",3,41501.598
"5063","IGFS2005",2005,-6.334,51.243,"VIIg",0.449198403018521,"COD",1,41501.598
"5075","IGFS2005",2005,-6.6,51.218,"VIIg",0.406887717312849,"COD",2,41501.598
"5086","IGFS2005",2005,-7.431,51.332,"VIIg",0.458957926736643,"BOF",7,41501.598
"5101","IGFS2005",2005,-7.616,50.646,"VIIg",0.476991779654165,"COD",1,41501.598
"5109","IGFS2005",2005,-7.34,50.65,"VIIg",0.385497639940306,"COD",1,41501.598
"5135","IGFS2005",2005,-8.539,51.204,"VIIg",0.430848551340203,"BOF",19,41501.598
"5148","IGFS2005",2005,-8.259,51.095,"VIIg",0.483274703082547,"BOF",2,41501.598
"5159","IGFS2005",2005,-8.063,51.246,"VIIg",0.4006216427906,"BOF",1,41501.598
"5172","IGFS2005",2005,-8.908,50.623,"VIIg",0.420429879370432,"BOF",20,41501.598
"5185","IGFS2005",2005,-8.612,50.566,"VIIg",0.422794382869845,"BOF",6,41501.598
"5198","IGFS2005",2005,-8.244,50.625,"VIIg",0.440724885793124,"BOF",1,41501.598
"5212","IGFS2005",2005,-7.887,50.703,"VIIg",0.455314628844514,"DAB",215.837,41501.598
"5226","IGFS2005",2005,-7.634,50.989,"VIIg",0.426575250571946,"BOF",5,41501.598
"5241","IGFS2005",2005,-9.221,50.756,"VIIj",0.414297697457058,"BOF",357.619,41501.598
"5259","IGFS2005",2005,-9.463,50.605,"VIIj",0.365408088069218,"BOF",185.165,41501.598
"5274","IGFS2005",2005,-9.645,50.523,"VIIj",0.421918531389444,"BOF",6067.886,41501.598
"5288","IGFS2005",2005,-10.049,50.507,"VIIj",0.417512129293973,"BOF",102,41501.598
"5298","IGFS2005",2005,-9.927,50.749,"VIIj",0.408530879899547,"BOF",15894.018,41501.598
"5309","IGFS2005",2005,-9.814,50.836,"VIIj",0.428102458926441,"BOF",1306.791,41501.598
"5321","IGFS2005",2005,-9.417,51.413,"VIIj",0.309397627115747,"BLR",1,41501.598
"5337","IGFS2005",2005,-9.642,51.457,"VIIj",0.279176174507341,"BOF",1,41501.598
"5352","IGFS2005",2005,-10.027,51.517,"VIIj",0.373447226680817,"BLR",1,41501.598
"5370","IGFS2005",2005,-9.786,51.356,"VIIj",0.424978999802429,"BOF",5,41501.598
"5388","IGFS2005",2005,-9.934,51.17,"VIIj",0.393412661436765,"BOF",21,41501.598
"5404","IGFS2005",2005,-9.595,51.127,"VIIj",0.397950073555432,"BOF",30,41501.598
"5421","IGFS2005",2005,-9.276,51.117,"VIIj",0.422016470222621,"BOF",6,41501.598
"5436","IGFS2005",2005,-9.254,50.982,"VIIj",0.363822901995862,"BOF",104,41501.598
"5450","IGFS2005",2005,-10.932,50.292,"VIIj",0.448269911729162,"BOF",8,41501.598
"5462","IGFS2005",2005,-11.098,50.267,"VIIj",0.45198196335452,"BOF",1,41501.598
"5469","IGFS2005",2005,-10.9,50.516,"VIIj",0.44824412353333,"BOF",2,41501.598
"5479","IGFS2005",2005,-10.635,50.577,"VIIj",0.403070713474697,"BOF",48,41501.598
"5490","IGFS2005",2005,-10.582,50.378,"VIIj",0.43852426792447,"BOF",6,41501.598
"5500","IGFS2005",2005,-11.01,50.706,"VIIj",0.471996551052448,"BOF",2,41501.598
"5509","IGFS2005",2005,-10.744,50.717,"VIIj",0.418234399672405,"BOF",28,41501.598
"5521","IGFS2005",2005,-10.849,50.845,"VIIj",0.443820648754953,"BOF",39,41501.598
"5533","IGFS2005",2005,-10.415,50.87,"VIIj",0.399197123458329,"BOF",114.123,41501.598
"5544","IGFS2005",2005,-10.233,51.017,"VIIj",0.317836327020825,"BOF",520.661,41501.598
"5559","IGFS2005",2005,-10.204,51.691,"VIIj",0.41226631727617,"BOF",12,41501.598
"5577","IGFS2005",2005,-10.497,51.669,"VIIj",0.440830572053169,"BOF",6,41501.598
"5597","IGFS2005",2005,-10.827,51.654,"VIIj",0.417997565128136,"BOF",5242.792,41501.598
"5612","IGFS2005",2005,-10.878,52.774,"VIIb",0.3257290045642,"BOF",60,41501.598
"5628","IGFS2005",2005,-10.74,52.663,"VIIb",0.409772076647533,"BOF",249.644,41501.598
"5642","IGFS2005",2005,-10.337,52.519,"VIIb",0.472780257038037,"BOF",16,41501.598
"5660","IGFS2005",2005,-10.105,52.58,"VIIb",0.398279300291962,"BOF",4,41501.598
"5675","IGFS2005",2005,-9.819,52.544,"VIIb",0.261251432946251,"DAB",333.285,41501.598
"5687","IGFS2005",2005,-11.351,52.187,"VIIj",0.396272469097758,"BOF",84,41501.598
"5702","IGFS2005",2005,-11.197,52.056,"VIIj",0.388557435485912,"BOF",1639.423,41501.598
"5717","IGFS2005",2005,-10.93,52.031,"VIIj",0.450631860305425,"BOF",287.731,41501.598
"5729","IGFS2005",2005,-10.766,51.846,"VIIj",0.418683358637776,"BOF",130.554,41501.598
"5757","IGFS2005",2005,-11.106,51.604,"VIIj",0.408910460504927,"BOF",48,41501.598
"5770","IGFS2005",2005,-11.389,51.607,"VIIj",0.427302652752142,"BOF",25,41501.598
"5783","IGFS2005",2005,-11.653,51.704,"VIIj",0.453656547685036,"GSS",15,41501.598
"5790","IGFS2005",2005,-11.527,51.896,"VIIj",0.466682908157965,"BOF",15,41501.598
"5798","IGFS2005",2005,-11.802,51.982,"VIIj",0.448629670961396,"BOF",1,41501.598
"5804","IGFS2005",2005,-9.393,53.191,"VIIb",0.255249643705488,"COD",1,41501.598
"5822","IGFS2005",2005,-10.189,53.073,"VIIb",0.493814077558441,"BOF",3,41501.598
"5841","IGFS2005",2005,-10.242,53.295,"VIIb",0.39927366816648,"BLR",2,41501.598
"5858","IGFS2005",2005,-10.77,53.114,"VIIb",0.421630103874721,"BOF",8,41501.598
"5875","IGFS2005",2005,-10.887,53.393,"VIIb",0.443630658997851,"BOF",6,41501.598
"5894","IGFS2005",2005,-9.625,52.769,"VIIb",0.291440471937766,"CUR",2,41501.598
"5911","IGFS2005",2005,-9.674,53.035,"VIIb",0.303740168877411,"DAB",43,41501.598
"5931","IGFS2005",2005,-9.966,52.953,"VIIb",0.435462451542532,"BOF",2,41501.598
"5950","IGFS2005",2005,-10.408,52.914,"VIIb",0.410715680408271,"BOF",19,41501.598
"5967","IGFS2005",2005,-10.893,53.058,"VIIb",0.406047018415037,"BOF",78.008,41501.598
"5984","IGFS2005",2005,-11.056,52.887,"VIIb",0.403451491770972,"BLR",1,41501.598
"6004","IGFS2005",2005,-11.183,53.955,"VIIb",0.431319287147521,"BOF",2,41501.598
"6016","IGFS2005",2005,-10.737,53.762,"VIIb",0.386972754359182,"BOF",541.503,41501.598
"6033","IGFS2005",2005,-10.585,53.898,"VIIb",0.418256827025768,"BOF",28,41501.598
"6055","IGFS2005",2005,-10.384,53.693,"VIIb",0.413729158023081,"BLR",3,41501.598
"6072","IGFS2005",2005,-10.701,54.141,"VIIb",0.440876283027942,"BOF",92.16,41501.598
"6090","IGFS2005",2005,-11.001,54.246,"VIIb",0.457568468984064,"BOF",2,41501.598
"6103","IGFS2005",2005,-11.223,54.162,"VIIb",0.457272187727015,"BOF",3,41501.598
"6111","IGFS2005",2005,-11.052,53.832,"VIIb",0.385305694834598,"BOF",283.13,41501.598
"6130","IGFS2005",2005,-9.402,54.972,"VIa",0.382028053141435,"COD",2,41501.598
"6143","IGFS2005",2005,-9.002,55.081,"VIa",0.384225931887857,"COD",1,41501.598
"6161","IGFS2005",2005,-9.103,56.228,"VIa",0.308988291037348,"BOF",5,41501.598
"6183","IGFS2005",2005,-8.865,56.008,"VIa",0.373292566107004,"COD",1,41501.598
"6215","IGFS2005",2005,-9.166,55.611,"VIa",0.329327381400322,"BOF",26,41501.598
"6229","IGFS2005",2005,-9.253,55.438,"VIa",0.387432962717992,"BOF",46,41501.598
"6246","IGFS2005",2005,-8.034,56.327,"VIa",0.382480683761231,"BOF",3,41501.598
"6263","IGFS2005",2005,-7.765,56.205,"VIa",0.334697814075053,"DGS",1,41501.598
"6276","IGFS2005",2005,-7.644,56.061,"VIa",0.380529179979774,"GUG",17,41501.598
"6292","IGFS2005",2005,-7.947,55.919,"VIa",0.409414945796388,"CUR",1,41501.598
"6307","IGFS2005",2005,-8.201,56.007,"VIa",0.369339726208741,"COD",1,41501.598
"6325","IGFS2005",2005,-7.672,55.856,"VIa",0.355387348075502,"GUG",119,41501.598
"6340","IGFS2005",2005,-8.048,55.762,"VIa",0.297361436783239,"BLR",1,41501.598
"6357","IGFS2005",2005,-8.332,55.824,"VIa",0.332558466740351,"DAB",6,41501.598
"6374","IGFS2005",2005,-8.286,55.639,"VIa",0.345585151879603,"DAB",2,41501.598
"6387","IGFS2005",2005,-8.629,55.665,"VIa",0.33711524429297,"COD",2,41501.598
"6402","IGFS2005",2005,-6.77,56.401,"VIa",0.368723093085669,"COD",1,41501.598
"6423","IGFS2005",2005,-7.244,56.22,"VIa",0.348691705577329,"CUR",18,41501.598
"6442","IGFS2005",2005,-7.255,55.98,"VIa",0.312000093063942,"BOF",1,41501.598
"6457","IGFS2005",2005,-7.061,55.872,"VIa",0.231157180456103,"CUR",1,41501.598
"6467","IGFS2005",2005,-6.679,55.903,"VIa",0.265061620747166,"DAB",54,41501.598
"6477","IGFS2005",2005,-7.324,55.623,"VIa",0.257484335406962,"COD",3,41501.598
"6486","IGFS2005",2005,-7.085,55.535,"VIa",0.286869137334295,"COD",1,41501.598
"6495","IGFS2005",2005,-6.895,55.368,"VIa",0.252184653199643,"COD",2,41501.598
"6503","IGFS2005",2005,-6.491,55.294,"VIa",0.313978452857483,"COD",4,41501.598
"6515","IGFS2005",2005,-6.322,55.346,"VIa",0.360856406083761,"BLR",1,41501.598
"6532","IGFS2005",2005,-7.768,55.515,"VIa",0.239356614340698,"HAD",6,41501.598
"6539","IGFS2005",2005,-8.781,54.87,"VIa",0.263608759148069,"COD",3,41501.598
"6549","IGFS2005",2005,-8.933,54.584,"VIa",0.436213340287579,"DAB",235.329,41501.598
"6566","IGFS2005",2005,-8.348,54.584,"VIa",0.261933970321648,"COD",58,41501.598
"6581","IGFS2005",2005,-8.536,54.518,"VIa",0.262662392827465,"BLR",1,41501.598
"6600","IGFS2005",2005,-11.659,53.432,"VIIb",0.483933888741276,"ARG",5,41501.598
"6614","IGFS2005",2005,-11.909,53.269,"VIIb",0.421779710945641,"ARG",73,41501.598
"6628","IGFS2005",2005,-11.298,53.19,"VIIb",0.373679224115512,"BOF",463.155,41501.598
"6647","IGFS2005",2005,-10.955,53.299,"VIIb",0.361574030342887,"BOF",483.673,41501.598
"6670","IGFS2006",2006,-12.238,53.321,"VIIc",0.446641187874173,"BOF",7,55225.259
"6677","IGFS2006",2006,-12.572,53.149,"VIIc",0.460426857708258,"BOF",12,55225.259
"6684","IGFS2006",2006,-12.318,53.141,"VIIc",0.456858308892899,"BOF",14,55225.259
"6692","IGFS2006",2006,-12.083,52.992,"VIIc",0.44870442894218,"BOF",5,55225.259
"6703","IGFS2006",2006,-12.073,52.733,"VIIc",0.440585147350452,"BOF",1,55225.259
"6710","IGFS2006",2006,-11.429,53.825,"VIIb",0.452371348065275,"BOF",8,55225.259
"6717","IGFS2006",2006,-11.71,53.734,"VIIb",0.4236298886242,"BOF",7,55225.259
"6724","IGFS2006",2006,-11.916,53.261,"VIIb",0.382075696322649,"BOF",15,55225.259
"6739","IGFS2006",2006,-11.856,53.58,"VIIb",0.430525755510076,"BOF",1,55225.259
"6750","IGFS2006",2006,-11.919,53.764,"VIIb",0.423409032906522,"BOF",6,55225.259
"6760","IGFS2006",2006,-11.926,53.951,"VIIb",0.485305197342319,"BOF",5,55225.259
"6768","IGFS2006",2006,-11.56,53.954,"VIIb",0.493513480884981,"BOF",1,55225.259
"6777","IGFS2006",2006,-11.584,53.562,"VIIb",0.441835426689401,"BOF",3,55225.259
"6793","IGFS2006",2006,-11.39,53.692,"VIIb",0.450800496118109,"BOF",7,55225.259
"6808","IGFS2006",2006,-11.068,53.812,"VIIb",0.426191772921514,"BOF",144,55225.259
"6829","IGFS2006",2006,-11.208,53.915,"VIIb",0.407158026274688,"BOF",5,55225.259
"6845","IGFS2006",2006,-11.276,54.141,"VIIb",0.461721097005942,"BOF",3,55225.259
"6855","IGFS2006",2006,-10.456,54.722,"VIa",0.418067502950772,"COD",6,55225.259
"6867","IGFS2006",2006,-10.077,54.781,"VIa",0.390666225750561,"BOF",2,55225.259
"6883","IGFS2006",2006,-9.63,54.779,"VIa",0.402430549180263,"BOF",3,55225.259
"6918","IGFS2006",2006,-9.547,55.111,"VIa",0.374901951245958,"BOF",16,55225.259
"6938","IGFS2006",2006,-10.086,55.064,"VIa",0.457515509772916,"BOF",1,55225.259
"6954","IGFS2006",2006,-9.872,55.325,"VIa",0.468300423993702,"BOF",1,55225.259
"6967","IGFS2006",2006,-9.513,55.497,"VIa",0.455758559134426,"BOF",3,55225.259
"6981","IGFS2006",2006,-9.327,55.754,"VIa",0.434729601578145,"BOF",5,55225.259
"6993","IGFS2006",2006,-9.222,55.993,"VIa",0.460749994616757,"BOF",1,55225.259
"7006","IGFS2006",2006,-9.252,55.408,"VIa",0.41661214260801,"BOF",3622.422,55225.259
"7023","IGFS2006",2006,-9.168,55.58,"VIa",0.443134185686955,"BOF",1282.753,55225.259
"7041","IGFS2006",2006,-8.869,55.629,"VIa",0.340923904909681,"BOF",533.324,55225.259
"7059","IGFS2006",2006,-8.993,55.798,"VIa",0.415181100667358,"BOF",12683.917,55225.259
"7074","IGFS2006",2006,-8.812,55.995,"VIa",0.462918792869167,"COD",1,55225.259
"7089","IGFS2006",2006,-7.619,55.864,"VIa",0.39956581994907,"BOF",2,55225.259
"7107","IGFS2006",2006,-7.937,55.915,"VIa",0.43344175121653,"BOF",1,55225.259
"7122","IGFS2006",2006,-8.322,55.825,"VIa",0.39899997960191,"BOF",2,55225.259
"7141","IGFS2006",2006,-8.056,55.757,"VIa",0.397157207830803,"CUR",5,55225.259
"7158","IGFS2006",2006,-8.276,55.643,"VIa",0.386567762272904,"COD",2,55225.259
"7177","IGFS2006",2006,-8.55,55.057,"VIa",0.297336005747216,"COD",4,55225.259
"7187","IGFS2006",2006,-8.478,55.285,"VIa",0.37499516229172,"COD",1,55225.259
"7203","IGFS2006",2006,-8.581,55.426,"VIa",0.350268445973092,"BOF",1,55225.259
"7221","IGFS2006",2006,-7.915,55.21,"VIa",0.220681524593046,"CUR",1,55225.259
"7233","IGFS2006",2006,-8.195,55.357,"VIa",0.305290395784007,"COD",1,55225.259
"7250","IGFS2006",2006,-7.593,55.617,"VIa",0.329470870848625,"GUG",10,55225.259
"7260","IGFS2006",2006,-7.326,55.627,"VIa",0.308199410553789,"COD",1,55225.259
"7270","IGFS2006",2006,-7.587,55.213,"VIa",0.253581329701298,"DAB",70,55225.259
"7283","IGFS2006",2006,-7.071,55.528,"VIa",0.309164790936323,"COD",79,55225.259
"7297","IGFS2006",2006,-7.06,55.463,"VIa",0.305659337268256,"BLR",1,55225.259
"7306","IGFS2006",2006,-7.047,55.395,"VIa",0.294060993667953,"COD",1,55225.259
"7316","IGFS2006",2006,-6.898,55.369,"VIa",0.323510547512038,"COD",1,55225.259
"7327","IGFS2006",2006,-7.219,55.666,"VIa",0.294224689515727,"BLR",8,55225.259
"7341","IGFS2006",2006,-6.681,55.897,"VIa",0.305618972512198,"DAB",210,55225.259
"7356","IGFS2006",2006,-7.06,55.875,"VIa",0.29075082076776,"BLR",1,55225.259
"7369","IGFS2006",2006,-7.047,56.053,"VIa",0.315601570170835,"CUR",4,55225.259
"7384","IGFS2006",2006,-6.823,56.186,"VIa",0.286312920814635,"CUR",1,55225.259
"7401","IGFS2006",2006,-7.254,56.218,"VIa",0.309300543761012,"CUR",2,55225.259
"7418","IGFS2006",2006,-7.645,56.061,"VIa",0.408239048743189,"CUR",2,55225.259
"7434","IGFS2006",2006,-8.097,56.032,"VIa",0.407559247815984,"CUR",2,55225.259
"7451","IGFS2006",2006,-7.796,56.189,"VIa",0.392082116389129,"BOF",1,55225.259
"7465","IGFS2006",2006,-8.066,56.288,"VIa",0.422462597216851,"BOF",1,55225.259
"7480","IGFS2006",2006,-9.067,56.49,"VIa",0.451375782481168,"CUR",1,55225.259
"7491","IGFS2006",2006,-8.761,56.158,"VIa",0.423391866849946,"BOF",1,55225.259
"7509","IGFS2006",2006,-8.413,56.026,"VIa",0.437238605183703,"COD",4,55225.259
"7528","IGFS2006",2006,-9.003,55.083,"VIa",0.418907218130834,"CUR",6,55225.259
"7546","IGFS2006",2006,-8.786,54.869,"VIa",0.29358937787263,"GUG",5,55225.259
"7554","IGFS2006",2006,-8.862,54.631,"VIa",0.304357283249647,"DAB",16,55225.259
"7564","IGFS2006",2006,-8.584,54.518,"VIa",0.309610666736794,"DAB",1066.841,55225.259
"7573","IGFS2006",2006,-8.392,54.57,"VIa",0.292535614046062,"CUR",1,55225.259
"7590","IGFS2006",2006,-8.835,54.462,"VIIb",0.310626972729041,"DAB",424.835,55225.259
"7602","IGFS2006",2006,-9.416,54.469,"VIIb",0.417442566154244,"COD",10,55225.259
"7624","IGFS2006",2006,-9.643,54.342,"VIIb",0.29024139025372,"BOF",1,55225.259
"7635","IGFS2006",2006,-9.918,54.296,"VIIb",0.315278214534314,"BOF",5,55225.259
"7650","IGFS2006",2006,-10.333,54.299,"VIIb",0.411058635344706,"BOF",16,55225.259
"7669","IGFS2006",2006,-10.866,53.42,"VIIb",0.393348865389132,"BOF",469.676,55225.259
"7688","IGFS2006",2006,-10.912,53.31,"VIIb",0.423446580257508,"BOF",253.809,55225.259
"7707","IGFS2006",2006,-10.94,53.077,"VIIb",0.449337989484417,"BOF",331.519,55225.259
"7726","IGFS2006",2006,-11.233,53.029,"VIIb",0.4490031387378,"BOF",9677.984,55225.259
"7742","IGFS2006",2006,-11.054,52.885,"VIIb",0.43038909249491,"BOF",603.75,55225.259
"7754","IGFS2006",2006,-11.832,52.835,"VIIb",0.450321856472801,"BOF",71,55225.259
"7770","IGFS2006",2006,-11.522,52.732,"VIIb",0.470210989211483,"BOF",1554.781,55225.259
"7788","IGFS2006",2006,-10.888,52.767,"VIIb",0.377686719581406,"BOF",369.281,55225.259
"7803","IGFS2006",2006,-10.595,52.679,"VIIb",0.455763594692707,"BOF",29,55225.259
"7819","IGFS2006",2006,-10.321,52.547,"VIIb",0.40134542473827,"BOF",4,55225.259
"7838","IGFS2006",2006,-12.179,52.575,"VIIc",0.457405143517738,"BOF",2,55225.259
"7846","IGFS2006",2006,-12.188,52.358,"VIIk",0.491832577967657,"BOF",1,55225.259
"7851","IGFS2006",2006,-11.772,52.319,"VIIj",0.444346343931792,"BOF",14,55225.259
"7861","IGFS2006",2006,-10.902,50.519,"VIIj",0.422880095868563,"BOF",4,55225.259
"7870","IGFS2006",2006,-11.03,50.725,"VIIj",0.45005879858128,"BOF",5,55225.259
"7882","IGFS2006",2006,-11.108,50.858,"VIIj",0.448246312205715,"BOF",11,55225.259
"7892","IGFS2006",2006,-11.404,51.101,"VIIj",0.444703647507874,"HAD",1,55225.259
"7899","IGFS2006",2006,-11.464,51.373,"VIIj",0.417222117657658,"BOF",1,55225.259
"7909","IGFS2006",2006,-11.388,51.607,"VIIj",0.406571963088462,"BOF",25,55225.259
"7921","IGFS2006",2006,-11.653,51.706,"VIIj",0.473353033792292,"BOF",1,55225.259
"7929","IGFS2006",2006,-11.401,51.751,"VIIj",0.459638562723232,"BOF",22,55225.259
"7941","IGFS2006",2006,-11.53,51.876,"VIIj",0.450713315144161,"BOF",10,55225.259
"7952","IGFS2006",2006,-11.802,51.983,"VIIj",0.476001627071035,"GSS",1,55225.259
"7958","IGFS2006",2006,-10.443,52.897,"VIIb",0.453808933209125,"BOF",3,55225.259
"7971","IGFS2006",2006,-10.191,53.083,"VIIb",0.434840163707257,"BOF",11,55225.259
"7987","IGFS2006",2006,-9.965,52.95,"VIIb",0.452255498056165,"DAB",1,55225.259
"8000","IGFS2006",2006,-9.708,53.05,"VIIb",0.299233596184219,"BOF",3,55225.259
"8017","IGFS2006",2006,-9.43,53.194,"VIIb",0.323171007702309,"DAB",245.767,55225.259
"8030","IGFS2006",2006,-9.618,52.788,"VIIb",0.289952923909286,"ARG",2,55225.259
"8046","IGFS2006",2006,-11.159,52.046,"VIIj",0.460396551563136,"ARG",1,55225.259
"8060","IGFS2006",2006,-10.931,52.03,"VIIj",0.471414017214803,"BOF",2879.932,55225.259
"8072","IGFS2006",2006,-11.002,51.825,"VIIj",0.454656981049246,"BOF",107,55225.259
"8085","IGFS2006",2006,-10.828,51.654,"VIIj",0.457759169860555,"ARG",1,55225.259
"8098","IGFS2006",2006,-10.497,51.668,"VIIj",0.401616290723832,"ARG",2,55225.259
"8114","IGFS2006",2006,-11.098,51.598,"VIIj",0.449291012125781,"BOF",73,55225.259
