"","Cruise","Yr","LonDec","LatDec","ICESCODE","AreaKmSq","Species","RaisedNo","TotalCatch"
"8347","IGFS2006",2006,-7.618,50.652,"VIIg",0.329856288866334,"COD",1,55225.259
"8362","IGFS2006",2006,-5.788,51.062,"VIIg",0.428836252746516,"DAB",1,55225.259
"8382","IGFS2006",2006,-5.495,51.246,"VIIg",0.394830702656189,"DAB",554.449,55225.259
"8401","IGFS2006",2006,-5.494,51.464,"VIIg",0.329389193122128,"COD",1,55225.259
"8419","IGFS2006",2006,-5.786,51.495,"VIIg",0.429813994827337,"DAB",49,55225.259
"8438","IGFS2006",2006,-6.013,51.376,"VIIg",0.416063993801238,"GUG",2,55225.259
"8451","IGFS2006",2006,-6.374,51.389,"VIIg",0.38459150920704,"COD",1,55225.259
"8463","IGFS2006",2006,-6.335,51.233,"VIIg",0.472822755475169,"COD",2,55225.259
"8475","IGFS2006",2006,-6.601,51.217,"VIIg",0.484750609418034,"COD",3,55225.259
"8489","IGFS2006",2006,-6.678,51.366,"VIIg",0.390898502397855,"DGS",2,55225.259
"8505","IGFS2006",2006,-5.895,51.737,"VIIg",0.4163615622599,"CUR",1,55225.259
"8519","IGFS2006",2006,-6.188,51.618,"VIIg",0.433679584800442,"DAB",15,55225.259
"8535","IGFS2006",2006,-6.452,51.566,"VIIg",0.478336202528424,"DAB",6,55225.259
"8557","IGFS2006",2006,-6.48,51.811,"VIIg",0.32478098593816,"DAB",59,55225.259
"8573","IGFS2006",2006,-6.783,52.011,"VIIa",0.309889563224757,"CUR",8,55225.259
"8593","IGFS2006",2006,-7.806,51.631,"VIIg",0.319984015447994,"COD",3,55225.259
"8613","IGFS2006",2006,-7.514,51.671,"VIIg",0.42147636281683,"COD",8,55225.259
"8632","IGFS2006",2006,-7.25,51.672,"VIIg",0.388151009947394,"GUG",7,55225.259
"8644","IGFS2006",2006,-7.089,51.801,"VIIg",0.301778800885628,"BLR",1,55225.259
"8665","IGFS2006",2006,-7.399,51.922,"VIIg",0.287516309961813,"DAB",338.483,55225.259
"8681","IGFS2006",2006,-7.522,51.056,"VIIg",0.464438392833149,"BOF",1,55225.259
"8699","IGFS2006",2006,-7.448,51.157,"VIIg",0.423609502289956,"BOF",1,55225.259
"8717","IGFS2006",2006,-7.78,51.338,"VIIg",0.447657317009582,"BOF",2,55225.259
"8735","IGFS2006",2006,-8.254,51.612,"VIIg",0.359611503043422,"COD",2,55225.259
"8753","IGFS2006",2006,-7.749,50.908,"VIIg",0.468514425459642,"COD",1,55225.259
"8766","IGFS2006",2006,-8.073,51.034,"VIIg",0.439790188194621,"BOF",1,55225.259
"8786","IGFS2006",2006,-8.219,51.11,"VIIg",0.474398924779084,"BOF",3,55225.259
"8800","IGFS2006",2006,-8.113,51.22,"VIIg",0.413942646200779,"BOF",5,55225.259
"8815","IGFS2006",2006,-8.285,51.422,"VIIg",0.449634481355033,"BOF",4,55225.259
"8831","IGFS2006",2006,-8.536,51.206,"VIIg",0.448172323720013,"GUG",9,55225.259
"8843","IGFS2006",2006,-8.788,51.1,"VIIg",0.452921805974455,"BOF",13,55225.259
"8857","IGFS2006",2006,-9.216,50.978,"VIIj",0.461327728319705,"BOF",1472.199,55225.259
"8870","IGFS2006",2006,-9.233,51.117,"VIIj",0.466059669457673,"BOF",126,55225.259
"8882","IGFS2006",2006,-9.595,51.129,"VIIj",0.32585351159487,"BOF",40,55225.259
"8897","IGFS2006",2006,-10.045,51.509,"VIIj",0.318966115489495,"BOF",1,55225.259
"8914","IGFS2006",2006,-9.646,51.457,"VIIj",0.31879378138847,"BLR",1,55225.259
"8929","IGFS2006",2006,-9.373,51.423,"VIIj",0.366607877955538,"DAB",268,55225.259
"8942","IGFS2006",2006,-10.33,52.019,"VIIj",0.333957547106568,"DAB",55,55225.259
"8957","IGFS2006",2006,-10.645,51.975,"VIIj",0.400666497547067,"BOF",7,55225.259
"8973","IGFS2006",2006,-10.764,51.853,"VIIj",0.461600666201234,"BOF",2,55225.259
"8990","IGFS2006",2006,-10.985,51.917,"VIIj",0.470315519652227,"BOF",127.769,55225.259
"9005","IGFS2006",2006,-11.119,52.015,"VIIj",0.434681751752229,"BOF",170.834,55225.259
"9019","IGFS2006",2006,-9.821,52.543,"VIIb",0.328863487979064,"DAB",162,55225.259
"9030","IGFS2006",2006,-10.078,52.586,"VIIb",0.349546419103868,"BOF",1,55225.259
"9046","IGFS2007",2007,-9.607,54.801,"VIa",0.382057007591787,"BOF",11,76057.276
"9080","IGFS2007",2007,-6.524,55.281,"VIa",0.319911213924959,"DAB",5,76057.276
"9096","IGFS2007",2007,-6.997,55.457,"VIa",0.284373074579033,"BLR",11,76057.276
"9106","IGFS2007",2007,-7.31,55.598,"VIa",0.315390039694955,"BLR",1,76057.276
"9116","IGFS2007",2007,-7.523,55.616,"VIa",0.29639900980514,"COD",7,76057.276
"9130","IGFS2007",2007,-7.42,55.503,"VIa",0.245686919472274,"COD",20,76057.276
"9139","IGFS2007",2007,-7.931,55.387,"VIa",0.309935268513288,"COD",2,76057.276
"9151","IGFS2007",2007,-7.587,55.209,"VIa",0.242095996865422,"BLR",2,76057.276
"9180","IGFS2007",2007,-8.479,55.278,"VIa",0.318322509951808,"CUR",3,76057.276
"9195","IGFS2007",2007,-8.575,55.42,"VIa",0.408949833672924,"COD",2,76057.276
"9212","IGFS2007",2007,-8.331,55.621,"VIa",0.407845521805525,"COD",17,76057.276
"9230","IGFS2007",2007,-8.385,55.816,"VIa",0.397046166335389,"CUR",2,76057.276
"9248","IGFS2007",2007,-6.743,56.186,"VIa",0.305123936936202,"CUR",1,76057.276
"9264","IGFS2007",2007,-7.16,56.239,"VIa",0.341561870090654,"CUR",3,76057.276
"9282","IGFS2007",2007,-7.063,55.873,"VIa",0.289233649343082,"CUR",1,76057.276
"9299","IGFS2007",2007,-7.224,55.98,"VIa",0.408821250078137,"CUR",15,76057.276
"9317","IGFS2007",2007,-7.622,55.865,"VIa",0.373038623945258,"BOF",2,76057.276
"9336","IGFS2007",2007,-7.696,56.042,"VIa",0.394039558515659,"CUR",10,76057.276
"9354","IGFS2007",2007,-7.586,56.336,"VIa",0.418793633482726,"CUR",3,76057.276
"9372","IGFS2007",2007,-8.079,56.289,"VIa",0.432506513864976,"CUR",3,76057.276
"9393","IGFS2007",2007,-8.332,56.314,"VIa",0.399666183460838,"BOF",1,76057.276
"9412","IGFS2007",2007,-8.111,56.036,"VIa",0.430738083353711,"DAB",16,76057.276
"9431","IGFS2007",2007,-8.392,56.003,"VIa",0.436431651887227,"COD",1,76057.276
"9468","IGFS2007",2007,-9.069,56.482,"VIa",0.463408882886684,"COD",3,76057.276
"9479","IGFS2007",2007,-9.174,56.218,"VIa",0.457415740620155,"COD",11,76057.276
"9490","IGFS2007",2007,-9.213,56.017,"VIa",0.429115378381657,"COD",16,76057.276
"9502","IGFS2007",2007,-8.87,56.009,"VIa",0.418011794745531,"BOF",9,76057.276
"9518","IGFS2007",2007,-8.992,55.823,"VIa",0.418915713850374,"BOF",521.113,76057.276
"9533","IGFS2007",2007,-8.904,55.645,"VIa",0.411155008667687,"BOF",423.761,76057.276
"9548","IGFS2007",2007,-9.307,55.352,"VIa",0.406531850569735,"BOF",1782.724,76057.276
"9562","IGFS2007",2007,-9.374,55.134,"VIa",0.388980230071737,"BOF",9,76057.276
"9585","IGFS2007",2007,-9.421,54.998,"VIa",0.397716295769273,"COD",2,76057.276
"9605","IGFS2007",2007,-9.708,54.978,"VIa",0.405634677716646,"BOF",2276.399,76057.276
"9624","IGFS2007",2007,-10.076,54.781,"VIa",0.36184393309809,"BOF",43,76057.276
"9643","IGFS2007",2007,-10.433,54.742,"VIa",0.470744314332651,"COD",10,76057.276
"9656","IGFS2007",2007,-11.927,53.631,"VIIb",0.450668159956824,"GSS",2,76057.276
"9664","IGFS2007",2007,-12.109,53.49,"VIIc",0.494928455532438,"BOF",6,76057.276
"9672","IGFS2007",2007,-12.343,53.404,"VIIc",0.497009771898378,"BOF",2,76057.276
"9681","IGFS2007",2007,-12.252,53.242,"VIIc",0.485482969988095,"GSS",366.903,76057.276
"9691","IGFS2007",2007,-12.015,53.265,"VIIc",0.485503484820847,"BOF",2,76057.276
"9704","IGFS2007",2007,-10.61,54.582,"VIa",0.52134292738286,"ARG",2,76057.276
"9712","IGFS2007",2007,-10.446,54.729,"VIa",0.432656692808826,"ARG",4,76057.276
"9724","IGFS2007",2007,-10.188,54.951,"VIa",0.433100366749812,"ARG",14,76057.276
"9736","IGFS2007",2007,-10.065,55.086,"VIa",0.416739692214552,"ARG",42,76057.276
"9751","IGFS2007",2007,-9.872,55.323,"VIa",0.41592914975032,"ARG",15,76057.276
"9766","IGFS2007",2007,-8.787,54.869,"VIa",0.304330452672821,"GUG",1,76057.276
"9774","IGFS2007",2007,-8.865,54.632,"VIa",0.301591248003206,"ARG",4,76057.276
"9806","IGFS2007",2007,-8.344,54.584,"VIa",0.278687221050477,"CUR",1,76057.276
"9820","IGFS2007",2007,-8.833,54.462,"VIIb",0.312308915378257,"ARG",1,76057.276
"9837","IGFS2007",2007,-9.515,54.484,"VIIb",0.394709646710652,"ARG",12,76057.276
"9859","IGFS2007",2007,-9.629,54.341,"VIIb",0.308124893377524,"ARG",1,76057.276
"9885","IGFS2007",2007,-10.327,54.3,"VIIb",0.411975867684886,"ARG",33,76057.276
"9904","IGFS2007",2007,-10.697,54.147,"VIIb",0.45404806343596,"ARG",84,76057.276
"9923","IGFS2007",2007,-10.994,54.141,"VIIb",0.473338387791967,"ARG",450.282,76057.276
"9937","IGFS2007",2007,-11.263,54.145,"VIIb",0.482456870234293,"COD",2,76057.276
"9939","IGFS2007",2007,-11.195,54.27,"VIIb",0.449291623316232,"ARG",83,76057.276
"9947","IGFS2007",2007,-11.919,53.951,"VIIb",0.520166812605916,"ARG",16,76057.276
"9955","IGFS2007",2007,-11.392,53.691,"VIIb",0.448348308628282,"ARG",53,76057.276
"9969","IGFS2007",2007,-11.529,53.955,"VIIb",0.480552236483696,"ARG",146,76057.276
"9977","IGFS2007",2007,-11.177,53.957,"VIIb",0.56284573822804,"ARG",134,76057.276
"9988","IGFS2007",2007,-11.051,53.833,"VIIb",0.458034534053343,"ARG",687.153,76057.276
"10006","IGFS2007",2007,-10.867,53.738,"VIIb",0.424968379603826,"ARG",2022.082,76057.276
"10027","IGFS2007",2007,-10.381,53.695,"VIIb",0.400940380171736,"BOF",8,76057.276
"10045","IGFS2007",2007,-9.938,53.124,"VIIb",0.412451771010572,"ARG",30,76057.276
"10063","IGFS2007",2007,-10.197,53.108,"VIIb",0.483377971156084,"ARG",2,76057.276
"10077","IGFS2007",2007,-10.396,52.92,"VIIb",0.418637879469538,"ARG",1,76057.276
"10097","IGFS2007",2007,-10.549,52.681,"VIIb",0.424923109031872,"BOF",527.021,76057.276
"10127","IGFS2007",2007,-10.914,53.31,"VIIb",0.444292748873243,"ARG",50,76057.276
"10147","IGFS2007",2007,-11.223,53.223,"VIIb",0.450308260646926,"BOF",1158.996,76057.276
"10164","IGFS2007",2007,-11.23,53.049,"VIIb",0.445678188479637,"BOF",2096.857,76057.276
"10179","IGFS2007",2007,-11.061,52.895,"VIIb",0.434916413237733,"BOF",584.368,76057.276
"10197","IGFS2007",2007,-11.486,52.761,"VIIb",0.438643529672099,"BOF",77,76057.276
"10214","IGFS2007",2007,-12.001,52.451,"VIIk",0.468878546092453,"COD",1,76057.276
"10225","IGFS2007",2007,-12.239,52.362,"VIIk",0.514268103451677,"GSS",5,76057.276
"10229","IGFS2007",2007,-12.006,52.29,"VIIk",0.509153949781034,"GSS",7,76057.276
"10235","IGFS2007",2007,-12.147,52.065,"VIIk",0.549591003463881,"GSS",313.42,76057.276
"10238","IGFS2007",2007,-11.802,52.003,"VIIj",0.5789068352876,"GSS",14,76057.276
"10243","IGFS2007",2007,-11.521,51.922,"VIIj",0.445537646344925,"GSS",1,76057.276
"10252","IGFS2007",2007,-11.666,51.721,"VIIj",0.486168404594369,"HKE",33,76057.276
"10256","IGFS2007",2007,-11.402,51.774,"VIIj",0.450169025092653,"BOF",13,76057.276
"10270","IGFS2007",2007,-11.122,51.618,"VIIj",0.426449732063418,"BOF",72,76057.276
"10284","IGFS2007",2007,-11.401,51.485,"VIIj",0.490160319792679,"BOF",56,76057.276
"10295","IGFS2007",2007,-11.477,51.284,"VIIj",0.446189866128669,"BOF",3,76057.276
"10303","IGFS2007",2007,-11.429,51.116,"VIIj",0.43204971503889,"GSS",18,76057.276
"10310","IGFS2007",2007,-11.071,51.087,"VIIj",0.451966055658391,"BOF",107,76057.276
"10320","IGFS2007",2007,-11.15,50.915,"VIIj",0.475119009039326,"BOF",13,76057.276
"10329","IGFS2007",2007,-10.896,50.846,"VIIj",0.467999801810233,"BOF",28,76057.276
"10342","IGFS2007",2007,-11.053,50.749,"VIIj",0.419675224600702,"BOF",5,76057.276
"10353","IGFS2007",2007,-10.748,50.718,"VIIj",0.434382483247827,"BOF",31,76057.276
"10362","IGFS2007",2007,-10.933,50.556,"VIIj",0.41204158161625,"BOF",5,76057.276
"10370","IGFS2007",2007,-11.091,50.281,"VIIj",0.463102876579793,"GSS",9,76057.276
"10375","IGFS2007",2007,-10.889,50.35,"VIIj",0.431156746161079,"BOF",1,76057.276
"10386","IGFS2007",2007,-10.551,50.347,"VIIj",0.500947697701279,"BOF",39,76057.276
"10399","IGFS2007",2007,-10.458,50.545,"VIIj",0.394458365532567,"BOF",200.515,76057.276
"10412","IGFS2007",2007,-10.085,50.517,"VIIj",0.41548321234346,"BOF",178.995,76057.276
"10424","IGFS2007",2007,-9.763,50.346,"VIIj",0.415161015226677,"BOF",1730.978,76057.276
"10436","IGFS2007",2007,-9.397,50.341,"VIIj",0.435797877942025,"BOF",37,76057.276
"10446","IGFS2007",2007,-9.94,50.748,"VIIj",0.425537502343092,"BOF",4045.802,76057.276
"10458","IGFS2007",2007,-9.596,50.833,"VIIj",0.412344097194031,"BOF",1178.846,76057.276
"10472","IGFS2007",2007,-9.268,50.751,"VIIj",0.417912736283985,"BOF",905.394,76057.276
"10485","IGFS2007",2007,-9.464,50.603,"VIIj",0.43690657971995,"BOF",82,76057.276
"10500","IGFS2007",2007,-9.14,50.519,"VIIj",0.428564030480299,"BOF",656.036,76057.276
"10513","IGFS2007",2007,-8.615,50.558,"VIIg",0.468244643563305,"BOF",24,76057.276
"10527","IGFS2007",2007,-8.247,50.623,"VIIg",0.404275531505599,"BOF",12,76057.276
"10537","IGFS2007",2007,-7.617,50.65,"VIIg",0.408105266079276,"BOF",2,76057.276
"10551","IGFS2007",2007,-7.338,50.65,"VIIg",0.444557860323123,"BOF",6,76057.276
"10563","IGFS2007",2007,-5.786,51.06,"VIIg",0.406693382442718,"BOF",2,76057.276
"10583","IGFS2007",2007,-5.814,51.306,"VIIg",0.404144734720009,"BLR",1,76057.276
"10602","IGFS2007",2007,-5.497,51.246,"VIIg",0.269772228859216,"CUR",2,76057.276
"10624","IGFS2007",2007,-5.498,51.465,"VIIg",0.311085278720848,"BLR",1,76057.276
"10644","IGFS2007",2007,-5.794,51.499,"VIIg",0.433501196176291,"COD",1,76057.276
"10662","IGFS2007",2007,-7.582,51.43,"VIIg",0.400201291067462,"BOF",4,76057.276
"10680","IGFS2007",2007,-7.813,51.629,"VIIg",0.420296778233967,"COD",4,76057.276
"10697","IGFS2007",2007,-8.1,51.504,"VIIg",0.420832154655595,"BOF",2,76057.276
"10730","IGFS2007",2007,-7.25,51.65,"VIIg",0.351807347577467,"COD",9,76057.276
"10746","IGFS2007",2007,-7.089,51.8,"VIIg",0.329195342056153,"COD",1,76057.276
"10762","IGFS2007",2007,-6.592,51.823,"VIIg",0.286850862725751,"CUR",9,76057.276
"10782","IGFS2007",2007,-6.262,52.006,"VIIa",0.322291083844626,"BLR",7,76057.276
"10801","IGFS2007",2007,-6.082,51.839,"VIIg",0.490104480568233,"BLR",4,76057.276
"10821","IGFS2007",2007,-5.858,51.756,"VIIg",0.421309853161332,"BLR",1,76057.276
"10839","IGFS2007",2007,-6.191,51.615,"VIIg",0.404289399875891,"COD",4,76057.276
"10858","IGFS2007",2007,-6.498,51.577,"VIIg",0.230943278288528,"DAB",73,76057.276
"10873","IGFS2007",2007,-6.362,51.411,"VIIg",0.441502249458129,"BOF",2,76057.276
"10885","IGFS2007",2007,-6.332,51.248,"VIIg",0.460494240683066,"COD",1,76057.276
"10914","IGFS2007",2007,-6.683,51.366,"VIIg",0.406213113576079,"COD",10,76057.276
"10931","IGFS2007",2007,-7.183,51.299,"VIIg",0.429489038089286,"BOF",1,76057.276
"10946","IGFS2007",2007,-7.409,51.182,"VIIg",0.41538937761853,"BOF",2,76057.276
"10964","IGFS2007",2007,-7.567,51.035,"VIIg",0.438233297546478,"BOF",1,76057.276
"10981","IGFS2007",2007,-7.746,50.912,"VIIg",0.440906013382091,"BOF",4,76057.276
"10999","IGFS2007",2007,-8.067,51.034,"VIIg",0.389524419621445,"BOF",1,76057.276
"11018","IGFS2007",2007,-8.054,51.251,"VIIg",0.37284859847053,"BOF",2,76057.276
"11032","IGFS2007",2007,-8.469,51.444,"VIIg",0.379805780391617,"BOF",2,76057.276
"11050","IGFS2007",2007,-8.691,51.261,"VIIg",0.455858893229689,"BOF",16,76057.276
"11064","IGFS2007",2007,-8.771,51.1,"VIIg",0.493128598159922,"BOF",595.304,76057.276
"11077","IGFS2007",2007,-8.892,50.878,"VIIg",0.472976387198513,"BOF",435.033,76057.276
"11092","IGFS2007",2007,-8.915,50.63,"VIIg",0.479813068688295,"BOF",16,76057.276
"11105","IGFS2007",2007,-9.3,50.895,"VIIj",0.427483297146371,"BOF",3871.92,76057.276
"11119","IGFS2007",2007,-9.225,51.118,"VIIj",0.431039873020349,"BOF",5263.633,76057.276
"11135","IGFS2007",2007,-9.593,51.102,"VIIj",0.446643012617733,"BOF",3554.151,76057.276
"11149","IGFS2007",2007,-9.827,51.233,"VIIj",0.33304617881904,"BOF",3296.238,76057.276
"11161","IGFS2007",2007,-9.69,51.447,"VIIj",0.3279475670289,"DAB",141,76057.276
"11174","IGFS2007",2007,-10.082,51.49,"VIIj",0.31016501106078,"BOF",4,76057.276
"11186","IGFS2007",2007,-10.249,51.681,"VIIj",0.299602359966603,"BOF",2,76057.276
"11203","IGFS2007",2007,-10.464,51.478,"VIIj",0.493490352779554,"BOF",23,76057.276
"11219","IGFS2007",2007,-10.796,51.458,"VIIj",0.434080387281676,"BOF",207.929,76057.276
"11228","IGFS2007",2007,-11.137,50.889,"VIIj",0.451868153668327,"GSS",4,76057.276
"11235","IGFS2007",2007,-11.359,52.195,"VIIj",0.456142895648669,"BOF",151.014,76057.276
"11252","IGFS2007",2007,-11.123,52.025,"VIIj",0.440489764971712,"BOF",2020.041,76057.276
"11267","IGFS2007",2007,-11.011,51.838,"VIIj",0.447960950536923,"BOF",143.55,76057.276
"11280","IGFS2007",2007,-10.763,51.823,"VIIj",0.455162285676712,"COD",1,76057.276
"11294","IGFS2007",2007,-10.374,51.999,"VIIj",0.312301575024754,"DAB",36,76057.276
"11309","IGFS2007",2007,-8.023,51.69,"VIIg",0.300314370478003,"DAB",11,76057.276
"11325","IGFS2007",2007,-6.114,51.474,"VIIg",0.452072578768088,"BOF",1,76057.276
"11336","IGFS2007",2007,-6.135,51.177,"VIIg",0.449168283070409,"BOF",2,76057.276
"11349","IGFS2007",2007,-6.484,51.124,"VIIg",0.399098821383405,"DAB",10,76057.276
"11365","IGFS2007",2007,-11.623,52.363,"VIIj",0.441694445680249,"BOF",30,76057.276
"11380","IGFS2007",2007,-11.944,52.514,"VIIb",0.466547633099869,"GSS",18,76057.276
"11391","IGFS2007",2007,-12.164,52.549,"VIIc",0.467661259913102,"GSS",2,76057.276
"11398","IGFS2007",2007,-12.058,52.709,"VIIc",0.464541269462448,"BOF",2,76057.276
"11408","IGFS2007",2007,-10.123,52.576,"VIIb",0.320891033055907,"BOF",5,76057.276
"11424","IGFS2007",2007,-9.626,52.768,"VIIb",0.285058510376322,"DAB",312.428,76057.276
"11441","IGFS2007",2007,-9.609,52.971,"VIIb",0.308975801065809,"DAB",85,76057.276
"11454","IGFS2007",2007,-9.398,53.192,"VIIb",0.296859538290931,"DAB",119.975,76057.276
"11468","IGFS2008",2008,-8.396,54.568,"VIa",0.286860443162376,"DAB",394.74,53940.263
"11481","IGFS2008",2008,-8.549,54.52,"VIa",0.265512627066337,"CUR",1,53940.263
"11495","IGFS2008",2008,-8.81,54.621,"VIa",0.293665574332049,"CUR",1,53940.263
"11509","IGFS2008",2008,-9.641,54.769,"VIa",0.440793062953387,"CUR",1,53940.263
"11526","IGFS2008",2008,-10.074,54.783,"VIa",0.386509026722089,"BOF",232.688,53940.263
"11541","IGFS2008",2008,-10.604,54.586,"VIa",0.459449661315452,"BOF",33,53940.263
"11554","IGFS2008",2008,-10.45,54.723,"VIa",0.414177005874872,"BOF",5,53940.263
"11567","IGFS2008",2008,-10.199,54.945,"VIa",0.450332312207485,"COD",6,53940.263
"11580","IGFS2008",2008,-10.049,55.103,"VIa",0.434732560000555,"COD",1,53940.263
"11594","IGFS2008",2008,-9.698,54.913,"VIa",0.39884291028316,"BOF",1,53940.263
"11610","IGFS2008",2008,-9.399,54.967,"VIa",0.411106486696742,"COD",1,53940.263
"11625","IGFS2008",2008,-9.555,55.109,"VIa",0.363165806098284,"BOF",1,53940.263
"11645","IGFS2008",2008,-9.242,55.088,"VIa",0.466914335551006,"COD",1,53940.263
"11663","IGFS2008",2008,-9.003,55.084,"VIa",0.335979372902481,"COD",2,53940.263
"11683","IGFS2008",2008,-8.265,55.594,"VIa",0.375095317961741,"COD",1,53940.263
"11697","IGFS2008",2008,-7.91,55.205,"VIa",0.246497677378451,"DAB",121.122,53940.263
"11706","IGFS2008",2008,-7.918,55.385,"VIa",0.291268991845605,"COD",1,53940.263
"11714","IGFS2008",2008,-8.186,55.352,"VIa",0.280545748278558,"GUG",29,53940.263
"11727","IGFS2008",2008,-8.477,55.282,"VIa",0.330345282823755,"DAB",1,53940.263
"11743","IGFS2008",2008,-8.583,55.428,"VIa",0.363567218090294,"CUR",4,53940.263
"11761","IGFS2008",2008,-8.621,55.664,"VIa",0.36658738451089,"DGS",1,53940.263
"11775","IGFS2008",2008,-8.366,55.817,"VIa",0.297407316633817,"BOF",1,53940.263
"11795","IGFS2008",2008,-8.389,55.999,"VIa",0.415865868377848,"DAB",3,53940.263
"11813","IGFS2008",2008,-8.171,56.022,"VIa",0.408330102910937,"DAB",6,53940.263
"11829","IGFS2008",2008,-6.68,55.59,"VIa",0.302045340067465,"COD",5,53940.263
"11840","IGFS2008",2008,-6.824,55.366,"VIa",0.268327043815837,"COD",5,53940.263
"11851","IGFS2008",2008,-7.028,55.508,"VIa",0.288917507502021,"COD",13,53940.263
"11859","IGFS2008",2008,-7.122,55.795,"VIa",0.274250233909734,"BLR",2,53940.263
"11871","IGFS2008",2008,-7.331,55.631,"VIa",0.313850461831147,"COD",6,53940.263
"11882","IGFS2008",2008,-7.056,55.878,"VIa",0.294705915372593,"BLR",1,53940.263
"11894","IGFS2008",2008,-7.208,55.98,"VIa",0.373107982171316,"BOF",2,53940.263
"11914","IGFS2008",2008,-6.99,56.051,"VIa",0.290191244549871,"DAB",2,53940.263
"11927","IGFS2008",2008,-7.156,56.237,"VIa",0.309056326793772,"BLR",1,53940.263
"11942","IGFS2008",2008,-6.746,56.186,"VIa",0.283186556727532,"DAB",31,53940.263
"11957","IGFS2008",2008,-6.799,56.367,"VIa",0.280925997710845,"DAB",353.022,53940.263
"11974","IGFS2008",2008,-7.584,56.335,"VIa",0.41158331341037,"BOF",1,53940.263
"11990","IGFS2008",2008,-7.604,56.218,"VIa",0.382628075446129,"BLR",1,53940.263
"12008","IGFS2008",2008,-7.638,56.063,"VIa",0.425076198518425,"BOF",18,53940.263
"12022","IGFS2008",2008,-7.688,55.854,"VIa",0.40645429189602,"BOF",2,53940.263
"12039","IGFS2008",2008,-7.942,55.915,"VIa",0.415823706560718,"BLR",1,53940.263
"12055","IGFS2008",2008,-8.088,55.724,"VIa",0.378843885820301,"BOF",2,53940.263
"12075","IGFS2008",2008,-9.223,55.992,"VIa",0.458551549781232,"COD",5,53940.263
"12083","IGFS2008",2008,-9.328,55.734,"VIa",0.456190642087183,"COD",8,53940.263
"12096","IGFS2008",2008,-9.468,55.514,"VIa",0.429926172214131,"BOF",1,53940.263
"12111","IGFS2008",2008,-9.254,55.439,"VIa",0.392133692132395,"BOF",34,53940.263
"12125","IGFS2008",2008,-9.832,55.353,"VIa",0.464604131143083,"CUR",2,53940.263
"12140","IGFS2008",2008,-9.447,53.195,"VIIb",0.254560050090641,"DAB",36,53940.263
"12158","IGFS2008",2008,-9.667,53.032,"VIIb",0.276392195117136,"DAB",3,53940.263
"12177","IGFS2008",2008,-10.188,53.074,"VIIb",0.420347871596682,"DAB",1,53940.263
"12189","IGFS2008",2008,-10.247,53.298,"VIIb",0.443576574429993,"CUR",6,53940.263
"12207","IGFS2008",2008,-9.461,54.483,"VIIb",0.39770073628762,"CUR",7,53940.263
"12225","IGFS2008",2008,-9.684,54.502,"VIIb",0.260866038093494,"BLR",3,53940.263
"12240","IGFS2008",2008,-9.623,54.339,"VIIb",0.276396299769055,"DAB",95,53940.263
"12252","IGFS2008",2008,-9.919,54.301,"VIIb",0.29422948410648,"CUR",1,53940.263
"12267","IGFS2008",2008,-10.038,53.839,"VIIb",0.260123147779233,"CUR",4,53940.263
"12283","IGFS2008",2008,-10.342,53.716,"VIIb",0.398697965595259,"BLR",3,53940.263
"12301","IGFS2008",2008,-10.553,53.874,"VIIb",0.354327228868848,"BLR",1,53940.263
"12323","IGFS2008",2008,-10.705,54.133,"VIIb",0.432877671578711,"BOF",9,53940.263
"12337","IGFS2008",2008,-11.199,54.263,"VIIb",0.446310703611094,"BOF",1,53940.263
"12347","IGFS2008",2008,-11,54.228,"VIIb",0.445238185671316,"BOF",1,53940.263
"12359","IGFS2008",2008,-11.262,54.145,"VIIb",0.440336180774208,"BOF",2,53940.263
"12372","IGFS2008",2008,-11.183,53.954,"VIIb",0.449615031341544,"BOF",8,53940.263
"12384","IGFS2008",2008,-11.489,53.956,"VIIb",0.460367053064333,"BOF",4,53940.263
"12393","IGFS2008",2008,-11.046,53.838,"VIIb",0.416960529906644,"BOF",45,53940.263
"12413","IGFS2008",2008,-11.352,53.698,"VIIb",0.440843086262034,"BOF",16,53940.263
"12429","IGFS2008",2008,-11.548,53.579,"VIIb",0.448488723447055,"BOF",8,53940.263
"12442","IGFS2008",2008,-11.91,53.757,"VIIb",0.51097310275904,"BOF",1,53940.263
"12452","IGFS2008",2008,-11.931,53.951,"VIIb",0.494195712775112,"BOF",2,53940.263
"12461","IGFS2008",2008,-11.806,53.586,"VIIb",0.446556819223978,"BOF",5,53940.263
"12473","IGFS2008",2008,-12.108,53.49,"VIIc",0.437816014102105,"BOF",2,53940.263
"12482","IGFS2008",2008,-12.237,53.322,"VIIc",0.470188542222937,"BOF",2,53940.263
"12493","IGFS2008",2008,-11.906,53.272,"VIIb",0.44042391389442,"BOF",16,53940.263
"12507","IGFS2008",2008,-11.95,53.104,"VIIb",0.446487096471901,"BOF",5,53940.263
"12521","IGFS2008",2008,-10.864,53.422,"VIIb",0.392959118797836,"BOF",74,53940.263
"12541","IGFS2008",2008,-11.232,53.218,"VIIb",0.401959777522676,"BOF",98,53940.263
"12557","IGFS2008",2008,-10.928,53.074,"VIIb",0.405184854995341,"BOF",776.982,53940.263
"12574","IGFS2008",2008,-11.232,53.031,"VIIb",0.416716405208955,"BOF",263.311,53940.263
"12588","IGFS2008",2008,-11.058,52.89,"VIIb",0.403467880539628,"BOF",3061.887,53940.263
